cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
19,H Gondor,0,1,15a,15d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_GONDOR,SPRITE_H_GONDOR,SOUND_SELECT1_H_GONDOR,SOUND_MOVE_H_GONDOR,SOUND_ATTACK_H_GONDOR
20,Gondor H1,0,2,5a,5d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H1,SPRITE_GONDOR_H1,SOUND_SELECT1_GONDOR_H1,SOUND_MOVE_GONDOR_H1,SOUND_ATTACK_GONDOR_H1
21,Gondor H2,0,2,6a,6d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H2,SPRITE_GONDOR_H2,SOUND_SELECT1_GONDOR_H2,SOUND_MOVE_GONDOR_H2,SOUND_ATTACK_GONDOR_H2
22,Gondor H3,0,2,7a,7d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H3,SPRITE_GONDOR_H3,SOUND_SELECT1_GONDOR_H3,SOUND_MOVE_GONDOR_H3,SOUND_ATTACK_GONDOR_H3
23,Gondor H4,0,2,8a,8d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H4,SPRITE_GONDOR_H4,SOUND_SELECT1_GONDOR_H4,SOUND_MOVE_GONDOR_H4,SOUND_ATTACK_GONDOR_H4
24,Gondor H5,0,2,9a,9d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H5,SPRITE_GONDOR_H5,SOUND_SELECT1_GONDOR_H5,SOUND_MOVE_GONDOR_H5,SOUND_ATTACK_GONDOR_H5
25,Gondor H6,0,2,10a,10d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GONDOR_H6,SPRITE_GONDOR_H6,SOUND_SELECT1_GONDOR_H6,SOUND_MOVE_GONDOR_H6,SOUND_ATTACK_GONDOR_H6
26,H Haradrim,0,1,10a,10d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_HARADRIM,SPRITE_H_HARADRIM,SOUND_SELECT1_H_HARADRIM,SOUND_MOVE_H_HARADRIM,SOUND_ATTACK_H_HARADRIM
27,Haradrim H1,0,3,6a,5d,15h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HARADRIM_H1,SPRITE_HARADRIM_H1,SOUND_SELECT1_HARADRIM_H1,SOUND_MOVE_HARADRIM_H1,SOUND_ATTACK_HARADRIM_H1
28,Haradrim H2,0,3,8a,7d,12h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HARADRIM_H2,SPRITE_HARADRIM_H2,SOUND_SELECT1_HARADRIM_H2,SOUND_MOVE_HARADRIM_H2,SOUND_ATTACK_HARADRIM_H2
29,Haradrim H3,0,3,9a,9d,15h,2f,15,ADVANCE_HEXTAPUL,ICON_UNIT_HARADRIM_H3,SPRITE_HARADRIM_H3,SOUND_SELECT1_HARADRIM_H3,SOUND_MOVE_HARADRIM_H3,SOUND_ATTACK_HARADRIM_H3
30,H Hobbits,0,1,8a,8d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_HOBBITS,SPRITE_H_HOBBITS,SOUND_SELECT1_H_HOBBITS,SOUND_MOVE_H_HOBBITS,SOUND_ATTACK_H_HOBBITS
31,Hobbits H1,0,1,5a,5d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HOBBITS_H1,SPRITE_HOBBITS_H1,SOUND_SELECT1_HOBBITS_H1,SOUND_MOVE_HOBBITS_H1,SOUND_ATTACK_HOBBITS_H1
32,Hobbits H2,0,1,6a,6d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HOBBITS_H2,SPRITE_HOBBITS_H2,SOUND_SELECT1_HOBBITS_H2,SOUND_MOVE_HOBBITS_H2,SOUND_ATTACK_HOBBITS_H2
33,Hobbits H3,0,1,7a,7d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HOBBITS_H3,SPRITE_HOBBITS_H3,SOUND_SELECT1_HOBBITS_H3,SOUND_MOVE_HOBBITS_H3,SOUND_ATTACK_HOBBITS_H3
34,H Isengard,0,1,17a,17d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_ISENGARD,SPRITE_H_ISENGARD,SOUND_SELECT1_H_ISENGARD,SOUND_MOVE_H_ISENGARD,SOUND_ATTACK_H_ISENGARD
35,H Mordor,0,1,20a,20d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_MORDOR,SPRITE_H_MORDOR,SOUND_SELECT1_H_MORDOR,SOUND_MOVE_H_MORDOR,SOUND_ATTACK_H_MORDOR
36,Mordor H1,0,3,6a,6d,12h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H1,SPRITE_MORDOR_H1,SOUND_SELECT1_MORDOR_H1,SOUND_MOVE_MORDOR_H1,SOUND_ATTACK_MORDOR_H1
37,Mordor H2,0,3,7a,7d,12h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H2,SPRITE_MORDOR_H2,SOUND_SELECT1_MORDOR_H2,SOUND_MOVE_MORDOR_H2,SOUND_ATTACK_MORDOR_H2
38,Mordor H3,2,6,8a,8d,12h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H3,SPRITE_MORDOR_H3,SOUND_SELECT1_MORDOR_H3,SOUND_MOVE_MORDOR_H3,SOUND_ATTACK_MORDOR_H3
39,Mordor H4,2,6,10a,10d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H4,SPRITE_MORDOR_H4,SOUND_SELECT1_MORDOR_H4,SOUND_MOVE_MORDOR_H4,SOUND_ATTACK_MORDOR_H4
40,Mordor H5,0,1,11a,4d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H5,SPRITE_MORDOR_H5,SOUND_SELECT1_MORDOR_H5,SOUND_MOVE_MORDOR_H5,SOUND_ATTACK_MORDOR_H5
41,Mordor H6,0,1,10a,10d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H6,SPRITE_MORDOR_H6,SOUND_SELECT1_MORDOR_H6,SOUND_MOVE_MORDOR_H6,SOUND_ATTACK_MORDOR_H6
42,Mordor H7,0,2,2a,2d,5h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_MORDOR_H7,SPRITE_MORDOR_H7,SOUND_SELECT1_MORDOR_H7,SOUND_MOVE_MORDOR_H7,SOUND_ATTACK_MORDOR_H7
43,H Northmen,0,1,9a,9d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_NORTHMEN,SPRITE_H_NORTHMEN,SOUND_SELECT1_H_NORTHMEN,SOUND_MOVE_H_NORTHMEN,SOUND_ATTACK_H_NORTHMEN
44,H Rohan,0,1,12a,12d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_ROHAN,SPRITE_H_ROHAN,SOUND_SELECT1_H_ROHAN,SOUND_MOVE_H_ROHAN,SOUND_ATTACK_H_ROHAN
45,Rohan H1,0,3,5a,5d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H1,SPRITE_ROHAN_H1,SOUND_SELECT1_ROHAN_H1,SOUND_MOVE_ROHAN_H1,SOUND_ATTACK_ROHAN_H1
46,Rohan H2,0,3,7a,7d,20h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H2,SPRITE_ROHAN_H2,SOUND_SELECT1_ROHAN_H2,SOUND_MOVE_ROHAN_H2,SOUND_ATTACK_ROHAN_H2
47,Rohan H3,0,4,8a,8d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H3,SPRITE_ROHAN_H3,SOUND_SELECT1_ROHAN_H3,SOUND_MOVE_ROHAN_H3,SOUND_ATTACK_ROHAN_H3
48,Rohan H4,0,4,9a,9d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H4,SPRITE_ROHAN_H4,SOUND_SELECT1_ROHAN_H4,SOUND_MOVE_ROHAN_H4,SOUND_ATTACK_ROHAN_H4
49,Rohan H5,0,4,10a,10d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_ROHAN_H5,SPRITE_ROHAN_H5,SOUND_SELECT1_ROHAN_H5,SOUND_MOVE_ROHAN_H5,SOUND_ATTACK_ROHAN_H5
50,H Sindar,0,1,17a,17d,25h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_H_SINDAR,SPRITE_H_SINDAR,SOUND_SELECT1_H_SINDAR,SOUND_MOVE_H_SINDAR,SOUND_ATTACK_H_SINDAR
51,Sindar H1,0,1,6a,10d,10h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H1,SPRITE_SINDAR_H1,SOUND_SELECT1_SINDAR_H1,SOUND_MOVE_SINDAR_H1,SOUND_ATTACK_SINDAR_H1
52,Sindar H2,0,1,6a,12d,10h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H2,SPRITE_SINDAR_H2,SOUND_SELECT1_SINDAR_H2,SOUND_MOVE_SINDAR_H2,SOUND_ATTACK_SINDAR_H2
53,Sindar H2A,0,3,6a,6d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H2A,SPRITE_SINDAR_H2A,SOUND_SELECT1_SINDAR_H2A,SOUND_MOVE_SINDAR_H2A,SOUND_ATTACK_SINDAR_H2A
54,Sindar H3,0,1,6a,10d,10h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H3,SPRITE_SINDAR_H3,SOUND_SELECT1_SINDAR_H3,SOUND_MOVE_SINDAR_H3,SOUND_ATTACK_SINDAR_H3
55,Sindar H4,0,3,6a,6d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SINDAR_H4,SPRITE_SINDAR_H4,SOUND_SELECT1_SINDAR_H4,SOUND_MOVE_SINDAR_H4,SOUND_ATTACK_SINDAR_H4
56,Palantir I,0,1,3a,3d,5h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_I,SPRITE_PALANTIR_I,SOUND_SELECT1_PALANTIR_I,SOUND_MOVE_PALANTIR_I,SOUND_ATTACK_PALANTIR_I
57,Palantir Ii,0,1,3a,3d,5h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_II,SPRITE_PALANTIR_II,SOUND_SELECT1_PALANTIR_II,SOUND_MOVE_PALANTIR_II,SOUND_ATTACK_PALANTIR_II
58,Palantir Iii,0,1,3a,3d,5h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_III,SPRITE_PALANTIR_III,SOUND_SELECT1_PALANTIR_III,SOUND_MOVE_PALANTIR_III,SOUND_ATTACK_PALANTIR_III
59,Palantir Iv,0,1,3a,3d,5h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_PALANTIR_IV,SPRITE_PALANTIR_IV,SOUND_SELECT1_PALANTIR_IV,SOUND_MOVE_PALANTIR_IV,SOUND_ATTACK_PALANTIR_IV
60,Gandalf I,0,2,7a,7d,12h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GANDALF_I,SPRITE_GANDALF_I,SOUND_SELECT1_GANDALF_I,SOUND_MOVE_GANDALF_I,SOUND_ATTACK_GANDALF_I
61,Gandalf Ii,0,2,10a,10d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GANDALF_II,SPRITE_GANDALF_II,SOUND_SELECT1_GANDALF_II,SOUND_MOVE_GANDALF_II,SOUND_ATTACK_GANDALF_II
62,Balrog,0,1,14a,14d,15h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_BALROG,SPRITE_BALROG,SOUND_SELECT1_BALROG,SOUND_MOVE_BALROG,SOUND_ATTACK_BALROG
63,Smaug,2,5,8a,8d,12h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_SMAUG,SPRITE_SMAUG,SOUND_SELECT1_SMAUG,SOUND_MOVE_SMAUG,SOUND_ATTACK_SMAUG
64,Storm,2,12,4a,4d,10h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_STORM,SPRITE_STORM,SOUND_SELECT1_STORM,SOUND_MOVE_STORM,SOUND_ATTACK_STORM
65,Fumes,2,12,2a,2d,10h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_FUMES,SPRITE_FUMES,SOUND_SELECT1_FUMES,SOUND_MOVE_FUMES,SOUND_ATTACK_FUMES
66,Watcher,2,5,8a,8d,15h,1f,10,ADVANCE_HEXTAPUL,ICON_UNIT_WATCHER,SPRITE_WATCHER,SOUND_SELECT1_WATCHER,SOUND_MOVE_WATCHER,SOUND_ATTACK_WATCHER
67,Belfroi,0,1,1a,1d,10h,1f,9,ADVANCE_PROPULSION,ICON_UNIT_BELFROI,SPRITE_BELFROI,SOUND_SELECT1_BELFROI,SOUND_MOVE_BELFROI,SOUND_ATTACK_BELFROI
68,Trebuchet,0,1,1a,1d,10h,1f,13,ADVANCE_BALLISTICS,ICON_UNIT_TREBUCHET,SPRITE_TREBUCHET,SOUND_SELECT1_TREBUCHET,SOUND_MOVE_TREBUCHET,SOUND_ATTACK_TREBUCHET
69,Catapult,0,1,1a,1d,10h,2f,18,ADVANCE_SIEGE_WEAPONS,ICON_UNIT_CATAPULT,SPRITE_CATAPULT,SOUND_SELECT1_CATAPULT,SOUND_MOVE_CATAPULT,SOUND_ATTACK_CATAPULT
70,Swordsman,0,2,0a,2d,10h,1f,1,ADVANCE_TOOLMAKING,ICON_UNIT_SWORDSMAN,SPRITE_SWORDSMAN,SOUND_SELECT1_SWORDSMAN,SOUND_MOVE_SWORDSMAN,SOUND_ATTACK_SWORDSMAN
71,Javelin Cavalry,0,3,3a,3d,10h,1f,4,ADVANCE_HORSE_RIDING,ICON_UNIT_JAVELIN_CAVALRY,SPRITE_JAVELIN_CAVALRY,SOUND_SELECT1_JAVELIN_CAVALRY,SOUND_MOVE_JAVELIN_CAVALRY,SOUND_ATTACK_JAVELIN_CAVALRY
72,Javelin Cavalry Orcs,0,3,4a,3d,10h,1f,3,ADVANCE_HORSE_RIDING_ORCS,ICON_UNIT_JAVELIN_CAVALRY_ORCS,SPRITE_JAVELIN_CAVALRY_ORCS,SOUND_SELECT1_JAVELIN_CAVALRY_ORCS,SOUND_MOVE_JAVELIN_CAVALRY_ORCS,SOUND_ATTACK_JAVELIN_CAVALRY_ORCS
73,Javelin Cavalry Rohan,0,3,4a,4d,10h,1f,3,ADVANCE_HORSE_RIDING_ROHAN,ICON_UNIT_JAVELIN_CAVALRY_ROHAN,SPRITE_JAVELIN_CAVALRY_ROHAN,SOUND_SELECT1_JAVELIN_CAVALRY_ROHAN,SOUND_MOVE_JAVELIN_CAVALRY_ROHAN,SOUND_ATTACK_JAVELIN_CAVALRY_ROHAN
74,Chariot,0,2,4a,4d,10h,1f,4,ADVANCE_CHARIOTS_HARADRIM,ICON_UNIT_CHARIOT,SPRITE_CHARIOT,SOUND_SELECT1_CHARIOT,SOUND_MOVE_CHARIOT,SOUND_ATTACK_CHARIOT
75,Chariot Easterling,0,2,5a,4d,10h,1f,4,ADVANCE_CHARIOTS_EASTERLING,ICON_UNIT_CHARIOT_EASTERLING,SPRITE_CHARIOT_EASTERLING,SOUND_SELECT1_CHARIOT_EASTERLING,SOUND_MOVE_CHARIOT_EASTERLING,SOUND_ATTACK_CHARIOT_EASTERLING
76,Mounted Archer,0,4,3a,3d,10h,1f,7,ADVANCE_MOBILE_TACTICS_MEN,ICON_UNIT_MOUNTED_ARCHER,SPRITE_MOUNTED_ARCHER,SOUND_SELECT1_MOUNTED_ARCHER,SOUND_MOVE_MOUNTED_ARCHER,SOUND_ATTACK_MOUNTED_ARCHER
77,Mounted Archer Rohan,0,4,4a,3d,10h,1f,6,ADVANCE_MOBILE_TACTICS_ROHAN,ICON_UNIT_MOUNTED_ARCHER_ROHAN,SPRITE_MOUNTED_ARCHER_ROHAN,SOUND_SELECT1_MOUNTED_ARCHER_ROHAN,SOUND_MOVE_MOUNTED_ARCHER_ROHAN,SOUND_ATTACK_MOUNTED_ARCHER_ROHAN
78,Mounted Archer Elves,0,4,3a,3d,10h,1f,6,ADVANCE_MOBILE_TACTICS_ELVES,ICON_UNIT_MOUNTED_ARCHER_ELVES,SPRITE_MOUNTED_ARCHER_ELVES,SOUND_SELECT1_MOUNTED_ARCHER_ELVES,SOUND_MOVE_MOUNTED_ARCHER_ELVES,SOUND_ATTACK_MOUNTED_ARCHER_ELVES
79,Horseman,0,3,5a,5d,12h,1f,9,ADVANCE_HORSE_ARMOR_MEN,ICON_UNIT_HORSEMAN,SPRITE_HORSEMAN,SOUND_SELECT1_HORSEMAN,SOUND_MOVE_HORSEMAN,SOUND_ATTACK_HORSEMAN
80,Horseman Elves,0,3,5a,6d,12h,1f,9,ADVANCE_HORSE_ARMOR_ELVES,ICON_UNIT_HORSEMAN_ELVES,SPRITE_HORSEMAN_ELVES,SOUND_SELECT1_HORSEMAN_ELVES,SOUND_MOVE_HORSEMAN_ELVES,SOUND_ATTACK_HORSEMAN_ELVES
81,Horseman Rohan,0,3,6a,6d,12h,1f,9,ADVANCE_HORSE_ARMOR_ROHAN,ICON_UNIT_HORSEMAN_ROHAN,SPRITE_HORSEMAN_ROHAN,SOUND_SELECT1_HORSEMAN_ROHAN,SOUND_MOVE_HORSEMAN_ROHAN,SOUND_ATTACK_HORSEMAN_ROHAN
82,Raider,0,4,6a,5d,10h,1f,12,ADVANCE_HORSE_ARMOR_ORCS,ICON_UNIT_RAIDER,SPRITE_RAIDER,SOUND_SELECT1_RAIDER,SOUND_MOVE_RAIDER,SOUND_ATTACK_RAIDER
83,Elephant Warrior,0,2,6a,6d,14h,1f,9,ADVANCE_OLIGARCHY_HARADRIM,ICON_UNIT_ELEPHANT_WARRIOR,SPRITE_ELEPHANT_WARRIOR,SOUND_SELECT1_ELEPHANT_WARRIOR,SOUND_MOVE_ELEPHANT_WARRIOR,SOUND_ATTACK_ELEPHANT_WARRIOR
84,Cataphract,0,4,7a,7d,14h,2f,12,ADVANCE_STIRRUP_MEN,ICON_UNIT_CATAPHRACT,SPRITE_CATAPHRACT,SOUND_SELECT1_CATAPHRACT,SOUND_MOVE_CATAPHRACT,SOUND_ATTACK_CATAPHRACT
85,Knight,0,3,8a,8d,15h,2f,18,ADVANCE_STIRRUP_GONDOR,ICON_UNIT_KNIGHT,SPRITE_KNIGHT,SOUND_SELECT1_KNIGHT,SOUND_MOVE_KNIGHT,SOUND_ATTACK_KNIGHT
86,Teutonic Knight,0,3,9a,8d,15h,2f,18,ADVANCE_STIRRUP_ROHAN,ICON_UNIT_TEUTONIC_KNIGHT,SPRITE_TEUTONIC_KNIGHT,SOUND_SELECT1_TEUTONIC_KNIGHT,SOUND_MOVE_TEUTONIC_KNIGHT,SOUND_ATTACK_TEUTONIC_KNIGHT
87,Murmakil,0,3,9a,9d,17h,2f,19,ADVANCE_STIRRUP_HARADRIM,ICON_UNIT_MURMAKIL,SPRITE_MURMAKIL,SOUND_SELECT1_MURMAKIL,SOUND_MOVE_MURMAKIL,SOUND_ATTACK_MURMAKIL
88,Spearman,0,1,3a,3d,10h,1f,3,ADVANCE_TOOLMAKING,ICON_UNIT_SPEARMAN,SPRITE_SPEARMAN,SOUND_SELECT1_SPEARMAN,SOUND_MOVE_SPEARMAN,SOUND_ATTACK_SPEARMAN
89,Spearman Elite,0,2,4a,4d,12h,1f,3,ADVANCE_HEXTAPUL,ICON_UNIT_SPEARMAN_ELITE,SPRITE_SPEARMAN_ELITE,SOUND_SELECT1_SPEARMAN_ELITE,SOUND_MOVE_SPEARMAN_ELITE,SOUND_ATTACK_SPEARMAN_ELITE
90,Spearman Orcs,0,1,4a,3d,10h,1f,2,ADVANCE_TOOLMAKING_ORCS,ICON_UNIT_SPEARMAN_ORCS,SPRITE_SPEARMAN_ORCS,SOUND_SELECT1_SPEARMAN_ORCS,SOUND_MOVE_SPEARMAN_ORCS,SOUND_ATTACK_SPEARMAN_ORCS
91,Warrior,0,1,4a,4d,10h,1f,3,ADVANCE_DYNASTY,ICON_UNIT_WARRIOR,SPRITE_WARRIOR,SOUND_SELECT1_WARRIOR,SOUND_MOVE_WARRIOR,SOUND_ATTACK_WARRIOR
92,Warrior Elite,0,2,5a,5d,12h,1f,5,ADVANCE_COPPER_SMELTING_ANGMAR,ICON_UNIT_WARRIOR_ELITE,SPRITE_WARRIOR_ELITE,SOUND_SELECT1_WARRIOR_ELITE,SOUND_MOVE_WARRIOR_ELITE,SOUND_ATTACK_WARRIOR_ELITE
93,Warrior Orcs,0,1,5a,4d,10h,1f,3,ADVANCE_DYNASTY_ORCS,ICON_UNIT_WARRIOR_ORCS,SPRITE_WARRIOR_ORCS,SOUND_SELECT1_WARRIOR_ORCS,SOUND_MOVE_WARRIOR_ORCS,SOUND_ATTACK_WARRIOR_ORCS
94,Hoplite,0,1,5a,5d,12h,1f,4,ADVANCE_BRONZE_WORKING,ICON_UNIT_HOPLITE,SPRITE_HOPLITE,SOUND_SELECT1_HOPLITE,SOUND_MOVE_HOPLITE,SOUND_ATTACK_HOPLITE
95,Hoplite Elite,0,2,6a,6d,14h,1f,6,ADVANCE_CITY_STATE_GONDOR,ICON_UNIT_HOPLITE_ELITE,SPRITE_HOPLITE_ELITE,SOUND_SELECT1_HOPLITE_ELITE,SOUND_MOVE_HOPLITE_ELITE,SOUND_ATTACK_HOPLITE_ELITE
96,Janissary,0,1,5a,6d,12h,1f,4,ADVANCE_BRONZE_WORKING_ARNOR,ICON_UNIT_JANISSARY,SPRITE_JANISSARY,SOUND_SELECT1_JANISSARY,SOUND_MOVE_JANISSARY,SOUND_ATTACK_JANISSARY
97,Hoplite Orcs,0,1,6a,5d,12h,1f,3,ADVANCE_BRONZE_WORKING_ORCS,ICON_UNIT_HOPLITE_ORCS,SPRITE_HOPLITE_ORCS,SOUND_SELECT1_HOPLITE_ORCS,SOUND_MOVE_HOPLITE_ORCS,SOUND_ATTACK_HOPLITE_ORCS
98,Hypaspists,0,1,6a,6d,13h,1f,5,ADVANCE_BARRACKS,ICON_UNIT_HYPASPISTS,SPRITE_HYPASPISTS,SOUND_SELECT1_HYPASPISTS,SOUND_MOVE_HYPASPISTS,SOUND_ATTACK_HYPASPISTS
