lane,code,advance
unit,ADVANCE_BRONZE_WORKING_DWARVES,ADVANCE_BRONZE_WORKING_DWARVES
prereq,ADVANCE_BRONZE_WORKING_EASTERLING,ADVANCE_BRONZE_WORKING_EASTERLING
unit,ADVANCE_BRONZE_WORKING_EASTERLING,ADVANCE_BRONZE_WORKING_EASTERLING
prereq,ADVANCE_BRONZE_WORKING_HARADRIM,ADVANCE_BRONZE_WORKING_HARADRIM
unit,ADVANCE_BRONZE_WORKING_HARADRIM,ADVANCE_BRONZE_WORKING_HARADRIM
prereq,ADVANCE_BRONZE_WORKING_ORCS,ADVANCE_BRONZE_WORKING_ORCS
unit,ADVANCE_BRONZE_WORKING_ORCS,ADVANCE_BRONZE_WORKING_ORCS
prereq,ADVANCE_BUREAUCRACY,ADVANCE_BUREAUCRACY
unit,ADVANCE_BUREAUCRACY,ADVANCE_BUREAUCRACY
prereq,ADVANCE_BUREAUCRACY_EASTERLING,ADVANCE_BUREAUCRACY_EASTERLING
unit,ADVANCE_BUREAUCRACY_EASTERLING,ADVANCE_BUREAUCRACY_EASTERLING
prereq,ADVANCE_BUREAUCRACY_MEN,ADVANCE_BUREAUCRACY_MEN
unit,ADVANCE_BUREAUCRACY_MEN,ADVANCE_BUREAUCRACY_MEN
prereq,ADVANCE_CEREMONIAL_BURIAL,ADVANCE_CEREMONIAL_BURIAL
unit,ADVANCE_CEREMONIAL_BURIAL,ADVANCE_CEREMONIAL_BURIAL
prereq,ADVANCE_CHARIOTS,ADVANCE_CHARIOTS
unit,ADVANCE_CHARIOTS,ADVANCE_CHARIOTS
prereq,ADVANCE_CHARIOTS_EASTERLING,ADVANCE_CHARIOTS_EASTERLING
unit,ADVANCE_CHARIOTS_EASTERLING,ADVANCE_CHARIOTS_EASTERLING
prereq,ADVANCE_CHARIOTS_HARADRIM,ADVANCE_CHARIOTS_HARADRIM
unit,ADVANCE_CHARIOTS_HARADRIM,ADVANCE_CHARIOTS_HARADRIM
prereq,ADVANCE_CHARIOTS_ROHAN,ADVANCE_CHARIOTS_ROHAN
unit,ADVANCE_CHARIOTS_ROHAN,ADVANCE_CHARIOTS_ROHAN
prereq,ADVANCE_CITY_STATE,ADVANCE_CITY_STATE
unit,ADVANCE_CITY_STATE,ADVANCE_CITY_STATE
prereq,ADVANCE_CITY_STATE_ARNOR,ADVANCE_CITY_STATE_ARNOR
unit,ADVANCE_CITY_STATE_ARNOR,ADVANCE_CITY_STATE_ARNOR
prereq,ADVANCE_CITY_STATE_DWARVES,ADVANCE_CITY_STATE_DWARVES
unit,ADVANCE_CITY_STATE_DWARVES,ADVANCE_CITY_STATE_DWARVES
prereq,ADVANCE_CITY_STATE_EASTERLING,ADVANCE_CITY_STATE_EASTERLING
unit,ADVANCE_CITY_STATE_EASTERLING,ADVANCE_CITY_STATE_EASTERLING
prereq,ADVANCE_CITY_STATE_GONDOR,ADVANCE_CITY_STATE_GONDOR
unit,ADVANCE_CITY_STATE_GONDOR,ADVANCE_CITY_STATE_GONDOR
prereq,ADVANCE_CITY_STATE_HARADRIM,ADVANCE_CITY_STATE_HARADRIM
unit,ADVANCE_CITY_STATE_HARADRIM,ADVANCE_CITY_STATE_HARADRIM
prereq,ADVANCE_CITY_STATE_ISENGARD,ADVANCE_CITY_STATE_ISENGARD
unit,ADVANCE_CITY_STATE_ISENGARD,ADVANCE_CITY_STATE_ISENGARD
prereq,ADVANCE_CIVIC_ENGINEERING,ADVANCE_CIVIC_ENGINEERING
unit,ADVANCE_CIVIC_ENGINEERING,ADVANCE_CIVIC_ENGINEERING
prereq,ADVANCE_CIVIC_ENGINEERING_HOBBITS,ADVANCE_CIVIC_ENGINEERING_HOBBITS
unit,ADVANCE_CIVIC_ENGINEERING_HOBBITS,ADVANCE_CIVIC_ENGINEERING_HOBBITS
prereq,ADVANCE_CIVIC_ENGINEERING_MORDOR,ADVANCE_CIVIC_ENGINEERING_MORDOR
unit,ADVANCE_CIVIC_ENGINEERING_MORDOR,ADVANCE_CIVIC_ENGINEERING_MORDOR
prereq,ADVANCE_COMPOSITE_BOW,ADVANCE_COMPOSITE_BOW
unit,ADVANCE_COMPOSITE_BOW,ADVANCE_COMPOSITE_BOW
prereq,ADVANCE_COMPOSITE_BOW_ELVES,ADVANCE_COMPOSITE_BOW_ELVES
unit,ADVANCE_COMPOSITE_BOW_ELVES,ADVANCE_COMPOSITE_BOW_ELVES
prereq,ADVANCE_COMPOSITE_BOW_ORCS,ADVANCE_COMPOSITE_BOW_ORCS
unit,ADVANCE_COMPOSITE_BOW_ORCS,ADVANCE_COMPOSITE_BOW_ORCS
prereq,ADVANCE_CONCRETE,ADVANCE_CONCRETE
unit,ADVANCE_CONCRETE,ADVANCE_CONCRETE
prereq,ADVANCE_CONCRETE_EVIL,ADVANCE_CONCRETE_EVIL
unit,ADVANCE_CONCRETE_EVIL,ADVANCE_CONCRETE_EVIL
prereq,ADVANCE_CONCRETE_GOOD,ADVANCE_CONCRETE_GOOD
unit,ADVANCE_CONCRETE_GOOD,ADVANCE_CONCRETE_GOOD
prereq,ADVANCE_COPPER_SMELTING,ADVANCE_COPPER_SMELTING
unit,ADVANCE_COPPER_SMELTING,ADVANCE_COPPER_SMELTING
prereq,ADVANCE_COPPER_SMELTING_ANGMAR,ADVANCE_COPPER_SMELTING_ANGMAR
unit,ADVANCE_COPPER_SMELTING_ANGMAR,ADVANCE_COPPER_SMELTING_ANGMAR
prereq,ADVANCE_COPPER_SMELTING_DWARVES,ADVANCE_COPPER_SMELTING_DWARVES
unit,ADVANCE_COPPER_SMELTING_DWARVES,ADVANCE_COPPER_SMELTING_DWARVES
prereq,ADVANCE_COPPER_SMELTING_EASTERLING,ADVANCE_COPPER_SMELTING_EASTERLING
unit,ADVANCE_COPPER_SMELTING_EASTERLING,ADVANCE_COPPER_SMELTING_EASTERLING
prereq,ADVANCE_COPPER_SMELTING_EVIL,ADVANCE_COPPER_SMELTING_EVIL
unit,ADVANCE_COPPER_SMELTING_EVIL,ADVANCE_COPPER_SMELTING_EVIL
prereq,ADVANCE_COPPER_SMELTING_MORDOR,ADVANCE_COPPER_SMELTING_MORDOR
unit,ADVANCE_COPPER_SMELTING_MORDOR,ADVANCE_COPPER_SMELTING_MORDOR
prereq,ADVANCE_COPPER_SMELTING_SINDAR,ADVANCE_COPPER_SMELTING_SINDAR
unit,ADVANCE_COPPER_SMELTING_SINDAR,ADVANCE_COPPER_SMELTING_SINDAR
prereq,ADVANCE_COSMOLOGY,ADVANCE_COSMOLOGY
unit,ADVANCE_COSMOLOGY,ADVANCE_COSMOLOGY
prereq,ADVANCE_COSMOLOGY_ARNOR,ADVANCE_COSMOLOGY_ARNOR
unit,ADVANCE_COSMOLOGY_ARNOR,ADVANCE_COSMOLOGY_ARNOR
prereq,ADVANCE_COSMOLOGY_HARADRIM,ADVANCE_COSMOLOGY_HARADRIM
unit,ADVANCE_COSMOLOGY_HARADRIM,ADVANCE_COSMOLOGY_HARADRIM
prereq,ADVANCE_COSMOLOGY_SINDAR,ADVANCE_COSMOLOGY_SINDAR
unit,ADVANCE_COSMOLOGY_SINDAR,ADVANCE_COSMOLOGY_SINDAR
prereq,ADVANCE_COUNCIL_I,ADVANCE_COUNCIL_I
unit,ADVANCE_COUNCIL_I,ADVANCE_COUNCIL_I
prereq,ADVANCE_COUNCIL_II,ADVANCE_COUNCIL_II
unit,ADVANCE_COUNCIL_II,ADVANCE_COUNCIL_II
prereq,ADVANCE_COUNCIL_III,ADVANCE_COUNCIL_III
unit,ADVANCE_COUNCIL_III,ADVANCE_COUNCIL_III
prereq,ADVANCE_COUNCIL_IV,ADVANCE_COUNCIL_IV
unit,ADVANCE_COUNCIL_IV,ADVANCE_COUNCIL_IV
prereq,ADVANCE_COUNCIL_V,ADVANCE_COUNCIL_V
unit,ADVANCE_COUNCIL_V,ADVANCE_COUNCIL_V
prereq,ADVANCE_COUNCIL_V_HOBBITS,ADVANCE_COUNCIL_V_HOBBITS
unit,ADVANCE_COUNCIL_V_HOBBITS,ADVANCE_COUNCIL_V_HOBBITS
prereq,ADVANCE_COUNCIL_V_SINDAR,ADVANCE_COUNCIL_V_SINDAR
unit,ADVANCE_COUNCIL_V_SINDAR,ADVANCE_COUNCIL_V_SINDAR
prereq,ADVANCE_CURRENCY,ADVANCE_CURRENCY
unit,ADVANCE_CURRENCY,ADVANCE_CURRENCY
prereq,ADVANCE_CURRENCY_ANGMAR,ADVANCE_CURRENCY_ANGMAR
unit,ADVANCE_CURRENCY_ANGMAR,ADVANCE_CURRENCY_ANGMAR
prereq,ADVANCE_CURRENCY_DWARVES,ADVANCE_CURRENCY_DWARVES
unit,ADVANCE_CURRENCY_DWARVES,ADVANCE_CURRENCY_DWARVES
prereq,ADVANCE_DARK_AGES,ADVANCE_DARK_AGES
unit,ADVANCE_DARK_AGES,ADVANCE_DARK_AGES
prereq,ADVANCE_DICTATORSHIP,ADVANCE_DICTATORSHIP
unit,ADVANCE_DICTATORSHIP,ADVANCE_DICTATORSHIP
prereq,ADVANCE_DICTATORSHIP_ARNOR,ADVANCE_DICTATORSHIP_ARNOR
unit,ADVANCE_DICTATORSHIP_ARNOR,ADVANCE_DICTATORSHIP_ARNOR
prereq,ADVANCE_DICTATORSHIP_DWARVES,ADVANCE_DICTATORSHIP_DWARVES
unit,ADVANCE_DICTATORSHIP_DWARVES,ADVANCE_DICTATORSHIP_DWARVES
prereq,ADVANCE_DICTATORSHIP_EASTERLING,ADVANCE_DICTATORSHIP_EASTERLING
unit,ADVANCE_DICTATORSHIP_EASTERLING,ADVANCE_DICTATORSHIP_EASTERLING
prereq,ADVANCE_DICTATORSHIP_GONDOR,ADVANCE_DICTATORSHIP_GONDOR
unit,ADVANCE_DICTATORSHIP_GONDOR,ADVANCE_DICTATORSHIP_GONDOR
prereq,ADVANCE_DICTATORSHIP_HARADRIM,ADVANCE_DICTATORSHIP_HARADRIM
unit,ADVANCE_DICTATORSHIP_HARADRIM,ADVANCE_DICTATORSHIP_HARADRIM
prereq,ADVANCE_DICTATORSHIP_ORCS,ADVANCE_DICTATORSHIP_ORCS
unit,ADVANCE_DICTATORSHIP_ORCS,ADVANCE_DICTATORSHIP_ORCS
prereq,ADVANCE_DICTATORSHIP_ROHAN,ADVANCE_DICTATORSHIP_ROHAN
unit,ADVANCE_DICTATORSHIP_ROHAN,ADVANCE_DICTATORSHIP_ROHAN
prereq,ADVANCE_DOMESTICATION,ADVANCE_DOMESTICATION
unit,ADVANCE_DOMESTICATION,ADVANCE_DOMESTICATION
prereq,ADVANCE_DOMESTICATION_EVIL,ADVANCE_DOMESTICATION_EVIL
unit,ADVANCE_DOMESTICATION_EVIL,ADVANCE_DOMESTICATION_EVIL
prereq,ADVANCE_DRAMA,ADVANCE_DRAMA
unit,ADVANCE_DRAMA,ADVANCE_DRAMA
prereq,ADVANCE_DRAMA_MEN,ADVANCE_DRAMA_MEN
unit,ADVANCE_DRAMA_MEN,ADVANCE_DRAMA_MEN
prereq,ADVANCE_DRAMA_MORDOR,ADVANCE_DRAMA_MORDOR
unit,ADVANCE_DRAMA_MORDOR,ADVANCE_DRAMA_MORDOR
prereq,ADVANCE_DRAMA_SINDAR,ADVANCE_DRAMA_SINDAR
unit,ADVANCE_DRAMA_SINDAR,ADVANCE_DRAMA_SINDAR
prereq,ADVANCE_DYNASTY,ADVANCE_DYNASTY
unit,ADVANCE_DYNASTY,ADVANCE_DYNASTY
prereq,ADVANCE_DYNASTY_ARNOR,ADVANCE_DYNASTY_ARNOR
unit,ADVANCE_DYNASTY_ARNOR,ADVANCE_DYNASTY_ARNOR
prereq,ADVANCE_DYNASTY_GONDOR,ADVANCE_DYNASTY_GONDOR
unit,ADVANCE_DYNASTY_GONDOR,ADVANCE_DYNASTY_GONDOR
prereq,ADVANCE_DYNASTY_ORCS,ADVANCE_DYNASTY_ORCS
unit,ADVANCE_DYNASTY_ORCS,ADVANCE_DYNASTY_ORCS
prereq,ADVANCE_ETHICS,ADVANCE_ETHICS
unit,ADVANCE_ETHICS,ADVANCE_ETHICS
prereq,ADVANCE_ETHICS_ISENGARD,ADVANCE_ETHICS_ISENGARD
unit,ADVANCE_ETHICS_ISENGARD,ADVANCE_ETHICS_ISENGARD
prereq,ADVANCE_ETHICS_GOOD,ADVANCE_ETHICS_GOOD
unit,ADVANCE_ETHICS_GOOD,ADVANCE_ETHICS_GOOD
prereq,ADVANCE_GEOMETRY,ADVANCE_GEOMETRY
unit,ADVANCE_GEOMETRY,ADVANCE_GEOMETRY
prereq,ADVANCE_GRANARIES,ADVANCE_GRANARIES
unit,ADVANCE_GRANARIES,ADVANCE_GRANARIES
prereq,ADVANCE_GRANARIES_ROHAN,ADVANCE_GRANARIES_ROHAN
unit,ADVANCE_GRANARIES_ROHAN,ADVANCE_GRANARIES_ROHAN
prereq,ADVANCE_HERBALISM,ADVANCE_HERBALISM
unit,ADVANCE_HERBALISM,ADVANCE_HERBALISM
prereq,ADVANCE_HERBALISM_EASTERLING,ADVANCE_HERBALISM_EASTERLING
unit,ADVANCE_HERBALISM_EASTERLING,ADVANCE_HERBALISM_EASTERLING
prereq,ADVANCE_HIPPOCRATIC_SCHOOL,ADVANCE_HIPPOCRATIC_SCHOOL
unit,ADVANCE_HIPPOCRATIC_SCHOOL,ADVANCE_HIPPOCRATIC_SCHOOL
prereq,ADVANCE_HIPPOCRATIC_SCHOOL_GONDOR,ADVANCE_HIPPOCRATIC_SCHOOL_GONDOR
unit,ADVANCE_HIPPOCRATIC_SCHOOL_GONDOR,ADVANCE_HIPPOCRATIC_SCHOOL_GONDOR
prereq,ADVANCE_HIPPOCRATIC_SCHOOL_SINDAR,ADVANCE_HIPPOCRATIC_SCHOOL_SINDAR
unit,ADVANCE_HIPPOCRATIC_SCHOOL_SINDAR,ADVANCE_HIPPOCRATIC_SCHOOL_SINDAR
prereq,ADVANCE_HORSE_ARMOR,ADVANCE_HORSE_ARMOR
unit,ADVANCE_HORSE_ARMOR,ADVANCE_HORSE_ARMOR
prereq,ADVANCE_HORSE_ARMOR_ELVES,ADVANCE_HORSE_ARMOR_ELVES
unit,ADVANCE_HORSE_ARMOR_ELVES,ADVANCE_HORSE_ARMOR_ELVES
prereq,ADVANCE_HORSE_ARMOR_MEN,ADVANCE_HORSE_ARMOR_MEN
unit,ADVANCE_HORSE_ARMOR_MEN,ADVANCE_HORSE_ARMOR_MEN
prereq,ADVANCE_HORSE_ARMOR_ORCS,ADVANCE_HORSE_ARMOR_ORCS
unit,ADVANCE_HORSE_ARMOR_ORCS,ADVANCE_HORSE_ARMOR_ORCS
prereq,ADVANCE_HORSE_ARMOR_ROHAN,ADVANCE_HORSE_ARMOR_ROHAN
unit,ADVANCE_HORSE_ARMOR_ROHAN,ADVANCE_HORSE_ARMOR_ROHAN
prereq,ADVANCE_HORSE_RIDING,ADVANCE_HORSE_RIDING
unit,ADVANCE_HORSE_RIDING,ADVANCE_HORSE_RIDING
prereq,ADVANCE_HORSE_RIDING_ORCS,ADVANCE_HORSE_RIDING_ORCS
unit,ADVANCE_HORSE_RIDING_ORCS,ADVANCE_HORSE_RIDING_ORCS
prereq,ADVANCE_HORSE_RIDING_ROHAN,ADVANCE_HORSE_RIDING_ROHAN
unit,ADVANCE_HORSE_RIDING_ROHAN,ADVANCE_HORSE_RIDING_ROHAN
prereq,ADVANCE_HULL_MAKING,ADVANCE_HULL_MAKING
unit,ADVANCE_HULL_MAKING,ADVANCE_HULL_MAKING
prereq,ADVANCE_HULL_MAKING_EVIL,ADVANCE_HULL_MAKING_EVIL
unit,ADVANCE_HULL_MAKING_EVIL,ADVANCE_HULL_MAKING_EVIL
prereq,ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING
unit,ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING
prereq,ADVANCE_IRON_WORKING_DWARVES,ADVANCE_IRON_WORKING_DWARVES
unit,ADVANCE_IRON_WORKING_DWARVES,ADVANCE_IRON_WORKING_DWARVES
prereq,ADVANCE_IRON_WORKING_EVIL,ADVANCE_IRON_WORKING_EVIL
unit,ADVANCE_IRON_WORKING_EVIL,ADVANCE_IRON_WORKING_EVIL
prereq,ADVANCE_IRON_WORKING_ISENGARD,ADVANCE_IRON_WORKING_ISENGARD
unit,ADVANCE_IRON_WORKING_ISENGARD,ADVANCE_IRON_WORKING_ISENGARD
prereq,ADVANCE_IRON_WORKING_ORCS,ADVANCE_IRON_WORKING_ORCS
unit,ADVANCE_IRON_WORKING_ORCS,ADVANCE_IRON_WORKING_ORCS
prereq,ADVANCE_JURISPRUDENCE,ADVANCE_JURISPRUDENCE
unit,ADVANCE_JURISPRUDENCE,ADVANCE_JURISPRUDENCE
prereq,ADVANCE_JURISPRUDENCE_MORDOR,ADVANCE_JURISPRUDENCE_MORDOR
unit,ADVANCE_JURISPRUDENCE_MORDOR,ADVANCE_JURISPRUDENCE_MORDOR
prereq,ADVANCE_JURISPRUDENCE_NORTHMEN,ADVANCE_JURISPRUDENCE_NORTHMEN
unit,ADVANCE_JURISPRUDENCE_NORTHMEN,ADVANCE_JURISPRUDENCE_NORTHMEN
prereq,ADVANCE_JURISPRUDENCE_ROHAN,ADVANCE_JURISPRUDENCE_ROHAN
unit,ADVANCE_JURISPRUDENCE_ROHAN,ADVANCE_JURISPRUDENCE_ROHAN
prereq,ADVANCE_MAP_MAKING,ADVANCE_MAP_MAKING
unit,ADVANCE_MAP_MAKING,ADVANCE_MAP_MAKING
prereq,ADVANCE_MAP_MAKING_ARNOR,ADVANCE_MAP_MAKING_ARNOR
unit,ADVANCE_MAP_MAKING_ARNOR,ADVANCE_MAP_MAKING_ARNOR
prereq,ADVANCE_MASONRY,ADVANCE_MASONRY
unit,ADVANCE_MASONRY,ADVANCE_MASONRY
prereq,ADVANCE_MASONRY_DWARVES,ADVANCE_MASONRY_DWARVES
unit,ADVANCE_MASONRY_DWARVES,ADVANCE_MASONRY_DWARVES
prereq,ADVANCE_MASONRY_ROHAN,ADVANCE_MASONRY_ROHAN
unit,ADVANCE_MASONRY_ROHAN,ADVANCE_MASONRY_ROHAN
prereq,ADVANCE_MINING,ADVANCE_MINING
unit,ADVANCE_MINING,ADVANCE_MINING
prereq,ADVANCE_MINING_EASTERLING,ADVANCE_MINING_EASTERLING
unit,ADVANCE_MINING_EASTERLING,ADVANCE_MINING_EASTERLING
prereq,ADVANCE_MOBILE_TACTICS,ADVANCE_MOBILE_TACTICS
unit,ADVANCE_MOBILE_TACTICS,ADVANCE_MOBILE_TACTICS
prereq,ADVANCE_MOBILE_TACTICS_ELVES,ADVANCE_MOBILE_TACTICS_ELVES
unit,ADVANCE_MOBILE_TACTICS_ELVES,ADVANCE_MOBILE_TACTICS_ELVES
prereq,ADVANCE_MOBILE_TACTICS_EVIL,ADVANCE_MOBILE_TACTICS_EVIL
unit,ADVANCE_MOBILE_TACTICS_EVIL,ADVANCE_MOBILE_TACTICS_EVIL
prereq,ADVANCE_MOBILE_TACTICS_MEN,ADVANCE_MOBILE_TACTICS_MEN
unit,ADVANCE_MOBILE_TACTICS_MEN,ADVANCE_MOBILE_TACTICS_MEN
prereq,ADVANCE_MOBILE_TACTICS_ROHAN,ADVANCE_MOBILE_TACTICS_ROHAN
unit,ADVANCE_MOBILE_TACTICS_ROHAN,ADVANCE_MOBILE_TACTICS_ROHAN
prereq,ADVANCE_MONOTHEISM,ADVANCE_MONOTHEISM
unit,ADVANCE_MONOTHEISM,ADVANCE_MONOTHEISM
prereq,ADVANCE_MONOTHEISM_GONDOR,ADVANCE_MONOTHEISM_GONDOR
unit,ADVANCE_MONOTHEISM_GONDOR,ADVANCE_MONOTHEISM_GONDOR
prereq,ADVANCE_OCEAN_FARING,ADVANCE_OCEAN_FARING
unit,ADVANCE_OCEAN_FARING,ADVANCE_OCEAN_FARING
prereq,ADVANCE_OCEAN_FARING_HARADRIM,ADVANCE_OCEAN_FARING_HARADRIM
unit,ADVANCE_OCEAN_FARING_HARADRIM,ADVANCE_OCEAN_FARING_HARADRIM
prereq,ADVANCE_OLIGARCHY,ADVANCE_OLIGARCHY
unit,ADVANCE_OLIGARCHY,ADVANCE_OLIGARCHY
prereq,ADVANCE_OLIGARCHY_ANGMAR,ADVANCE_OLIGARCHY_ANGMAR
unit,ADVANCE_OLIGARCHY_ANGMAR,ADVANCE_OLIGARCHY_ANGMAR
prereq,ADVANCE_OLIGARCHY_ARNOR,ADVANCE_OLIGARCHY_ARNOR
unit,ADVANCE_OLIGARCHY_ARNOR,ADVANCE_OLIGARCHY_ARNOR
prereq,ADVANCE_OLIGARCHY_DWARVES,ADVANCE_OLIGARCHY_DWARVES
unit,ADVANCE_OLIGARCHY_DWARVES,ADVANCE_OLIGARCHY_DWARVES
prereq,ADVANCE_OLIGARCHY_EASTERLING,ADVANCE_OLIGARCHY_EASTERLING
