cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str
20,Communism,ADVANCE_COMMUNISM,ADVANCE_ECONOMICS,ADVANCE_INDUSTRIAL_REVOLUTION,4,0,ICON_ADVANCE_COMMUNISM,ADVANCE_COMMUNISM_GAMEPLAY,ADVANCE_COMMUNISM_HISTORICAL,ADVANCE_COMMUNISM_PREREQ,ADVANCE_COMMUNISM_STATISTICS,ADVANCE_COMMUNISM_STATISTICS
21,Computer,ADVANCE_COMPUTER,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_ELECTRICITY,6,0,ICON_ADVANCE_COMPUTER,ADVANCE_COMPUTER_GAMEPLAY,ADVANCE_COMPUTER_HISTORICAL,ADVANCE_COMPUTER_PREREQ,ADVANCE_COMPUTER_STATISTICS,ADVANCE_COMPUTER_STATISTICS
22,Concrete,ADVANCE_CONCRETE,ADVANCE_BALLISTA_TOWERS,ADVANCE_AQUEDUCTS,1,0,ICON_ADVANCE_CONCRETE,ADVANCE_CONCRETE_GAMEPLAY,ADVANCE_CONCRETE_HISTORICAL,ADVANCE_CONCRETE_PREREQ,ADVANCE_CONCRETE_STATISTICS,ADVANCE_CONCRETE_STATISTICS
23,Conservation,ADVANCE_CONSERVATION,ADVANCE_GLOBAL_ECONOMICS,ADVANCE_MASS_TRANSIT,5,0,ICON_ADVANCE_CONSERVATION,ADVANCE_CONSERVATION_GAMEPLAY,ADVANCE_CONSERVATION_HISTORICAL,ADVANCE_CONSERVATION_PREREQ,ADVANCE_CONSERVATION_STATISTICS,ADVANCE_CONSERVATION_STATISTICS
24,Corporate Republic,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_CORPORATION,ADVANCE_CRIMINAL_CODE,5,0,ICON_ADVANCE_CORPORATE_REPUBLIC,ADVANCE_CORPORATE_REPUBLIC_GAMEPLAY,ADVANCE_CORPORATE_REPUBLIC_HISTORICAL,ADVANCE_CORPORATE_REPUBLIC_PREREQ,ADVANCE_CORPORATE_REPUBLIC_STATISTICS,ADVANCE_CORPORATE_REPUBLIC_STATISTICS
25,Corporation,ADVANCE_CORPORATION,ADVANCE_MASS_MEDIA,ADVANCE_MASS_PRODUCTION,5,0,ICON_ADVANCE_CORPORATION,ADVANCE_CORPORATION_GAMEPLAY,ADVANCE_CORPORATION_HISTORICAL,ADVANCE_CORPORATION_PREREQ,ADVANCE_CORPORATION_STATISTICS,ADVANCE_CORPORATION_STATISTICS
26,Criminal Code,ADVANCE_CRIMINAL_CODE,ADVANCE_MASS_MEDIA,ADVANCE_NATIONALISM,5,0,ICON_ADVANCE_CRIMINAL_CODE,ADVANCE_CRIMINAL_CODE_GAMEPLAY,ADVANCE_CRIMINAL_CODE_HISTORICAL,ADVANCE_CRIMINAL_CODE_PREREQ,ADVANCE_CRIMINAL_CODE_STATISTICS,ADVANCE_CRIMINAL_CODE_STATISTICS
27,Cybernetics,ADVANCE_CYBERNETICS,ADVANCE_EUGENICS,ADVANCE_NEURAL_INTERFACE,7,0,ICON_ADVANCE_CYBERNETICS,ADVANCE_CYBERNETICS_GAMEPLAY,ADVANCE_CYBERNETICS_HISTORICAL,ADVANCE_CYBERNETICS_PREREQ,ADVANCE_CYBERNETICS_STATISTICS,ADVANCE_CYBERNETICS_STATISTICS
28,Democracy,ADVANCE_DEMOCRACY,ADVANCE_NATIONALISM,ADVANCE_CANNON_MAKING,3,0,ICON_ADVANCE_DEMOCRACY,ADVANCE_DEMOCRACY_GAMEPLAY,ADVANCE_DEMOCRACY_HISTORICAL,ADVANCE_DEMOCRACY_PREREQ,ADVANCE_DEMOCRACY_STATISTICS,ADVANCE_DEMOCRACY_STATISTICS
29,Digital Encryption,ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_ARCOLOGIES,ADVANCE_GLOBAL_COMMUNICATIONS,6,0,ICON_ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_DIGITAL_ENCRYPTION_GAMEPLAY,ADVANCE_DIGITAL_ENCRYPTION_HISTORICAL,ADVANCE_DIGITAL_ENCRYPTION_PREREQ,ADVANCE_DIGITAL_ENCRYPTION_STATISTICS,ADVANCE_DIGITAL_ENCRYPTION_STATISTICS
30,Drama,ADVANCE_DRAMA,ADVANCE_MONOTHEISM,ADVANCE_WRITING,0,0,ICON_ADVANCE_DRAMA,ADVANCE_DRAMA_GAMEPLAY,ADVANCE_DRAMA_HISTORICAL,ADVANCE_DRAMA_PREREQ,ADVANCE_DRAMA_STATISTICS,ADVANCE_DRAMA_STATISTICS
31,Economics,ADVANCE_ECONOMICS,ADVANCE_TRADE_GUILDS,ADVANCE_DEMOCRACY,3,0,ICON_ADVANCE_ECONOMICS,ADVANCE_ECONOMICS_GAMEPLAY,ADVANCE_ECONOMICS_HISTORICAL,ADVANCE_ECONOMICS_PREREQ,ADVANCE_ECONOMICS_STATISTICS,ADVANCE_ECONOMICS_STATISTICS
32,Ecotopia,ADVANCE_ECOTOPIA,ADVANCE_NANO_MACHINES,ADVANCE_VIRTUAL_DEMOCRACY,8,0,ICON_ADVANCE_ECOTOPIA,ADVANCE_ECOTOPIA_GAMEPLAY,ADVANCE_ECOTOPIA_HISTORICAL,ADVANCE_ECOTOPIA_PREREQ,ADVANCE_ECOTOPIA_STATISTICS,ADVANCE_ECOTOPIA_STATISTICS
33,Electricity,ADVANCE_ELECTRICITY,ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_PHYSICS,4,0,ICON_ADVANCE_ELECTRICITY,ADVANCE_ELECTRICITY_GAMEPLAY,ADVANCE_ELECTRICITY_HISTORICAL,ADVANCE_ELECTRICITY_PREREQ,ADVANCE_ELECTRICITY_STATISTICS,ADVANCE_ELECTRICITY_STATISTICS
34,Gene Therapy,ADVANCE_EUGENICS,ADVANCE_CHAOS_THEORY,ADVANCE_GENETICS,7,0,ICON_ADVANCE_EUGENICS,ADVANCE_EUGENICS_GAMEPLAY,ADVANCE_EUGENICS_HISTORICAL,ADVANCE_EUGENICS_PREREQ,ADVANCE_EUGENICS_STATISTICS,ADVANCE_EUGENICS_STATISTICS
35,Explosives,ADVANCE_EXPLOSIVES,ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_CHEMISTRY,4,0,ICON_ADVANCE_EXPLOSIVES,ADVANCE_EXPLOSIVES_GAMEPLAY,ADVANCE_EXPLOSIVES_HISTORICAL,ADVANCE_EXPLOSIVES_PREREQ,ADVANCE_EXPLOSIVES_STATISTICS,ADVANCE_EXPLOSIVES_STATISTICS
36,Fascism,ADVANCE_FASCISM,ADVANCE_MASS_MEDIA,ADVANCE_NATIONALISM,5,0,ICON_ADVANCE_FASCISM,ADVANCE_FASCISM_GAMEPLAY,ADVANCE_FASCISM_HISTORICAL,ADVANCE_FASCISM_PREREQ,ADVANCE_FASCISM_STATISTICS,ADVANCE_FASCISM_STATISTICS
37,Feudalism,ADVANCE_FEUDALISM,ADVANCE_BLACK_SMITH,nil,2,0,ICON_ADVANCE_FEUDALISM,ADVANCE_FEUDALISM_GAMEPLAY,ADVANCE_FEUDALISM_HISTORICAL,ADVANCE_FEUDALISM_PREREQ,ADVANCE_FEUDALISM_STATISTICS,ADVANCE_FEUDALISM_STATISTICS
38,Fuel Cells,ADVANCE_FUEL_CELLS,ADVANCE_CONSERVATION,ADVANCE_QUANTUM_MECHANICS,6,0,ICON_ADVANCE_FUEL_CELLS,ADVANCE_FUEL_CELLS_GAMEPLAY,ADVANCE_FUEL_CELLS_HISTORICAL,ADVANCE_FUEL_CELLS_PREREQ,ADVANCE_FUEL_CELLS_STATISTICS,ADVANCE_FUEL_CELLS_STATISTICS
39,Fusion,ADVANCE_FUSION,ADVANCE_CHAOS_THEORY,ADVANCE_NANO_ASSEMBLY,8,0,ICON_ADVANCE_FUSION,ADVANCE_FUSION_GAMEPLAY,ADVANCE_FUSION_HISTORICAL,ADVANCE_FUSION_PREREQ,ADVANCE_FUSION_STATISTICS,ADVANCE_FUSION_STATISTICS
40,Gaia Controller,ADVANCE_GAIA_CONTROLLER,ADVANCE_GAIA_THEORY,ADVANCE_SMART_MATERIALS,8,0,ICON_ADVANCE_GAIA_CONTROLLER,ADVANCE_GAIA_CONTROLLER_GAMEPLAY,ADVANCE_GAIA_CONTROLLER_HISTORICAL,ADVANCE_GAIA_CONTROLLER_PREREQ,ADVANCE_GAIA_CONTROLLER_STATISTICS,ADVANCE_GAIA_CONTROLLER_STATISTICS
41,Gaia Theory,ADVANCE_GAIA_THEORY,ADVANCE_ECOTOPIA,ADVANCE_NANO_MACHINES,8,0,ICON_ADVANCE_GAIA_THEORY,ADVANCE_GAIA_THEORY_GAMEPLAY,ADVANCE_GAIA_THEORY_HISTORICAL,ADVANCE_GAIA_THEORY_PREREQ,ADVANCE_GAIA_THEORY_STATISTICS,ADVANCE_GAIA_THEORY_STATISTICS
42,Genetic Tailoring,ADVANCE_GENETIC_TAILORING,ADVANCE_EUGENICS,ADVANCE_HUMAN_CLONING,8,0,ICON_ADVANCE_GENETIC_TAILORING,ADVANCE_GENETIC_TAILORING_GAMEPLAY,ADVANCE_GENETIC_TAILORING_HISTORICAL,ADVANCE_GENETIC_TAILORING_PREREQ,ADVANCE_GENETIC_TAILORING_STATISTICS,ADVANCE_GENETIC_TAILORING_STATISTICS
43,Genetics,ADVANCE_GENETICS,ADVANCE_MEDICINE,ADVANCE_ROBOTICS,6,0,ICON_ADVANCE_GENETICS,ADVANCE_GENETICS_GAMEPLAY,ADVANCE_GENETICS_HISTORICAL,ADVANCE_GENETICS_PREREQ,ADVANCE_GENETICS_STATISTICS,ADVANCE_GENETICS_STATISTICS
44,Geometry,ADVANCE_GEOMETRY,ADVANCE_ALCHEMY,ADVANCE_IRON_WORKING,1,0,ICON_ADVANCE_GEOMETRY,ADVANCE_GEOMETRY_GAMEPLAY,ADVANCE_GEOMETRY_HISTORICAL,ADVANCE_GEOMETRY_PREREQ,ADVANCE_GEOMETRY_STATISTICS,ADVANCE_GEOMETRY_STATISTICS
45,Global Communications,ADVANCE_GLOBAL_COMMUNICATIONS,ADVANCE_GLOBAL_DEFENSE,ADVANCE_NUCLEAR_POWER,6,0,ICON_ADVANCE_GLOBAL_COMMUNICATIONS,ADVANCE_GLOBAL_COMMUNICATIONS_GAMEPLAY,ADVANCE_GLOBAL_COMMUNICATIONS_HISTORICAL,ADVANCE_GLOBAL_COMMUNICATIONS_PREREQ,ADVANCE_GLOBAL_COMMUNICATIONS_STATISTICS,ADVANCE_GLOBAL_COMMUNICATIONS_STATISTICS
46,Global Defense,ADVANCE_GLOBAL_DEFENSE,ADVANCE_RADAR,ADVANCE_SUPERSONIC_FLIGHT,5,0,ICON_ADVANCE_GLOBAL_DEFENSE,ADVANCE_GLOBAL_DEFENSE_GAMEPLAY,ADVANCE_GLOBAL_DEFENSE_HISTORICAL,ADVANCE_GLOBAL_DEFENSE_PREREQ,ADVANCE_GLOBAL_DEFENSE_STATISTICS,ADVANCE_GLOBAL_DEFENSE_STATISTICS
47,Global Economics,ADVANCE_GLOBAL_ECONOMICS,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_JET_PROPULSION,5,0,ICON_ADVANCE_GLOBAL_ECONOMICS,ADVANCE_GLOBAL_ECONOMICS_GAMEPLAY,ADVANCE_GLOBAL_ECONOMICS_HISTORICAL,ADVANCE_GLOBAL_ECONOMICS_PREREQ,ADVANCE_GLOBAL_ECONOMICS_STATISTICS,ADVANCE_GLOBAL_ECONOMICS_STATISTICS
48,Guided Weapon Systems,ADVANCE_GUIDED_WEAPON_SYSTEMS,ADVANCE_COMPUTER,ADVANCE_RADAR,6,0,ICON_ADVANCE_GUIDED_WEAPON_SYSTEMS,ADVANCE_GUIDED_WEAPON_SYSTEMS_GAMEPLAY,ADVANCE_GUIDED_WEAPON_SYSTEMS_HISTORICAL,ADVANCE_GUIDED_WEAPON_SYSTEMS_PREREQ,ADVANCE_GUIDED_WEAPON_SYSTEMS_STATISTICS,ADVANCE_GUIDED_WEAPON_SYSTEMS_STATISTICS
49,Gunpowder,ADVANCE_GUNPOWDER,ADVANCE_GREEK_FIRE,ADVANCE_TRADE_GUILDS,2,0,ICON_ADVANCE_GUNPOWDER,ADVANCE_GUNPOWDER_GAMEPLAY,ADVANCE_GUNPOWDER_HISTORICAL,ADVANCE_GUNPOWDER_PREREQ,ADVANCE_GUNPOWDER_STATISTICS,ADVANCE_GUNPOWDER_STATISTICS
50,Horse Riding,ADVANCE_HORSE_RIDING,ADVANCE_DOMESTICATION,ADVANCE_PROJECTILE_WEAPONS,0,0,ICON_ADVANCE_HORSE_RIDING,ADVANCE_HORSE_RIDING_GAMEPLAY,ADVANCE_HORSE_RIDING_HISTORICAL,ADVANCE_HORSE_RIDING_PREREQ,ADVANCE_HORSE_RIDING_STATISTICS,ADVANCE_HORSE_RIDING_STATISTICS
51,Superconductor,ADVANCE_HT_SUPERCONDUCTOR,ADVANCE_ADVANCED_COMPOSITES,ADVANCE_FUEL_CELLS,6,0,ICON_ADVANCE_HT_SUPERCONDUCTOR,ADVANCE_HT_SUPERCONDUCTOR_GAMEPLAY,ADVANCE_HT_SUPERCONDUCTOR_HISTORICAL,ADVANCE_HT_SUPERCONDUCTOR_PREREQ,ADVANCE_HT_SUPERCONDUCTOR_STATISTICS,ADVANCE_HT_SUPERCONDUCTOR_STATISTICS
52,Hullmaking,ADVANCE_HULL_MAKING,ADVANCE_MAP_MAKING,ADVANCE_GEOMETRY,1,0,ICON_ADVANCE_HULL_MAKING,ADVANCE_HULL_MAKING_GAMEPLAY,ADVANCE_HULL_MAKING_HISTORICAL,ADVANCE_HULL_MAKING_PREREQ,ADVANCE_HULL_MAKING_STATISTICS,ADVANCE_HULL_MAKING_STATISTICS
53,Human Cloning,ADVANCE_HUMAN_CLONING,ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_GENETICS,7,0,ICON_ADVANCE_HUMAN_CLONING,ADVANCE_HUMAN_CLONING_GAMEPLAY,ADVANCE_HUMAN_CLONING_HISTORICAL,ADVANCE_HUMAN_CLONING_PREREQ,ADVANCE_HUMAN_CLONING_STATISTICS,ADVANCE_HUMAN_CLONING_STATISTICS
54,Industrial Revolution,ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_MODERN_METALLURGY,ADVANCE_ECONOMICS,4,0,ICON_ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_INDUSTRIAL_REVOLUTION_GAMEPLAY,ADVANCE_INDUSTRIAL_REVOLUTION_HISTORICAL,ADVANCE_INDUSTRIAL_REVOLUTION_PREREQ,ADVANCE_INDUSTRIAL_REVOLUTION_STATISTICS,ADVANCE_INDUSTRIAL_REVOLUTION_STATISTICS
55,Internal Combustion,ADVANCE_INTERNAL_COMBUSTION,ADVANCE_ELECTRICITY,ADVANCE_OIL_REFINING,5,0,ICON_ADVANCE_INTERNAL_COMBUSTION,ADVANCE_INTERNAL_COMBUSTION_GAMEPLAY,ADVANCE_INTERNAL_COMBUSTION_HISTORICAL,ADVANCE_INTERNAL_COMBUSTION_PREREQ,ADVANCE_INTERNAL_COMBUSTION_STATISTICS,ADVANCE_INTERNAL_COMBUSTION_STATISTICS
56,Iron Working,ADVANCE_IRON_WORKING,ADVANCE_PAPER,ADVANCE_ALCHEMY,1,0,ICON_ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING_GAMEPLAY,ADVANCE_IRON_WORKING_HISTORICAL,ADVANCE_IRON_WORKING_PREREQ,ADVANCE_IRON_WORKING_STATISTICS,ADVANCE_IRON_WORKING_STATISTICS
57,Jet Propulsion,ADVANCE_JET_PROPULSION,ADVANCE_AERODYNAMICS,ADVANCE_MODERN_METALLURGY,5,0,ICON_ADVANCE_JET_PROPULSION,ADVANCE_JET_PROPULSION_GAMEPLAY,ADVANCE_JET_PROPULSION_HISTORICAL,ADVANCE_JET_PROPULSION_PREREQ,ADVANCE_JET_PROPULSION_STATISTICS,ADVANCE_JET_PROPULSION_STATISTICS
58,Jurisprudence,ADVANCE_JURISPRUDENCE,ADVANCE_DYNASTY,ADVANCE_MONOTHEISM,0,0,ICON_ADVANCE_JURISPRUDENCE,ADVANCE_JURISPRUDENCE_GAMEPLAY,ADVANCE_JURISPRUDENCE_HISTORICAL,ADVANCE_JURISPRUDENCE_PREREQ,ADVANCE_JURISPRUDENCE_STATISTICS,ADVANCE_JURISPRUDENCE_STATISTICS
59,Life Extension,ADVANCE_LIFE_EXTENSION,ADVANCE_CYBERNETICS,ADVANCE_GENETIC_TAILORING,8,0,ICON_ADVANCE_LIFE_EXTENSION,ADVANCE_LIFE_EXTENSION_GAMEPLAY,ADVANCE_LIFE_EXTENSION_HISTORICAL,ADVANCE_LIFE_EXTENSION_PREREQ,ADVANCE_LIFE_EXTENSION_STATISTICS,ADVANCE_LIFE_EXTENSION_STATISTICS
60,Fluid Breathing,ADVANCE_LIQUID_BREATHING_APPARATUS,ADVANCE_ADVANCED_COMPOSITES,ADVANCE_MEDICINE,6,0,ICON_ADVANCE_LIQUID_BREATHING_APPARATUS,ADVANCE_LIQUID_BREATHING_APPARATUS_GAMEPLAY,ADVANCE_LIQUID_BREATHING_APPARATUS_HISTORICAL,ADVANCE_LIQUID_BREATHING_APPARATUS_PREREQ,ADVANCE_LIQUID_BREATHING_APPARATUS_STATISTICS,ADVANCE_LIQUID_BREATHING_APPARATUS_STATISTICS
61,Masonry,ADVANCE_MASONRY,ADVANCE_ARCHITECTURE,nil,1,0,ICON_ADVANCE_MASONRY,ADVANCE_MASONRY_GAMEPLAY,ADVANCE_MASONRY_HISTORICAL,ADVANCE_MASONRY_PREREQ,ADVANCE_MASONRY_STATISTICS,ADVANCE_MASONRY_STATISTICS
62,Mass Media,ADVANCE_MASS_MEDIA,ADVANCE_ECONOMICS,ADVANCE_ELECTRICITY,5,0,ICON_ADVANCE_MASS_MEDIA,ADVANCE_MASS_MEDIA_GAMEPLAY,ADVANCE_MASS_MEDIA_HISTORICAL,ADVANCE_MASS_MEDIA_PREREQ,ADVANCE_MASS_MEDIA_STATISTICS,ADVANCE_MASS_MEDIA_STATISTICS
63,Mass Production,ADVANCE_MASS_PRODUCTION,ADVANCE_EXPLOSIVES,ADVANCE_INTERNAL_COMBUSTION,5,0,ICON_ADVANCE_MASS_PRODUCTION,ADVANCE_MASS_PRODUCTION_GAMEPLAY,ADVANCE_MASS_PRODUCTION_HISTORICAL,ADVANCE_MASS_PRODUCTION_PREREQ,ADVANCE_MASS_PRODUCTION_STATISTICS,ADVANCE_MASS_PRODUCTION_STATISTICS
64,Mass Transit,ADVANCE_MASS_TRANSIT,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_INTERNAL_COMBUSTION,5,0,ICON_ADVANCE_MASS_TRANSIT,ADVANCE_MASS_TRANSIT_GAMEPLAY,ADVANCE_MASS_TRANSIT_HISTORICAL,ADVANCE_MASS_TRANSIT_PREREQ,ADVANCE_MASS_TRANSIT_STATISTICS,ADVANCE_MASS_TRANSIT_STATISTICS
