cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
21,Bombard,0,1,2a,3d,12h,3f,11,ADVANCE_GUNPOWDER,ICON_UNIT_BOMBARD,SPRITE_BOMBARD,SOUND_SELECT1_BOMBARD,SOUND_MOVE_BOMBARD,SOUND_ATTACK_BOMBARD
22,Bomber,1,10,6a,6d,10h,3f,22,ADVANCE_JET_PROPULSION,ICON_UNIT_BOMBER,SPRITE_BOMBER,SOUND_SELECT1_BOMBER,SOUND_MOVE_BOMBER,SOUND_ATTACK_BOMBER
23,Cannon,0,2,2a,3d,10h,3f,12,ADVANCE_CANNON_MAKING,ICON_UNIT_CANNON,SPRITE_CANNON,SOUND_SELECT1_CANNON,SOUND_MOVE_CANNON,SOUND_ATTACK_CANNON
24,Caravan,0,1,0a,0d,10h,0f,3,ADVANCE_TRADE,ICON_UNIT_CARAVAN,SPRITE_WARRIOR,SOUND_SELECT1_CARAVAN,SOUND_MOVE_CARAVAN,SOUND_ATTACK_CARAVAN
25,Cargo Helicopter,1,6,0a,2d,10h,1f,15,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT,ICON_UNIT_CARGO_HELICOPTER,SPRITE_CARGO_HELICOPTER,SOUND_SELECT1_CARGO_HELICOPTER,SOUND_MOVE_CARGO_HELICOPTER,SOUND_ATTACK_CARGO_HELICOPTER
26,Carrack,2,4,0a,2d,10h,1f,9,ADVANCE_OCEAN_FARING,ICON_UNIT_CARRACK,SPRITE_GALLEY,SOUND_SELECT1_CARRACK,SOUND_MOVE_CARRACK,SOUND_ATTACK_CARRACK
27,Cataphract,0,4,7a,4d,12h,2f,8,ADVANCE_STIRRUP,ICON_UNIT_CATAPHRACT,SPRITE_CATAPHRACT,SOUND_SELECT1_CATAPHRACT,SOUND_MOVE_CATAPHRACT,SOUND_ATTACK_CATAPHRACT
28,Catapult,0,1,2a,2d,10h,2f,7,ADVANCE_GEOMETRY,ICON_UNIT_CATAPULT,SPRITE_CATAPULT,SOUND_SELECT1_CATAPULT,SOUND_MOVE_CATAPULT,SOUND_ATTACK_CATAPULT
29,Cavalry,0,4,7a,4d,10h,3f,12,ADVANCE_CAVALRY_TACTICS,ICON_UNIT_CAVALRY,SPRITE_CAVALRY,SOUND_SELECT1_CAVALRY,SOUND_MOVE_CAVALRY,SOUND_ATTACK_CAVALRY
30,Chariot,0,2,4a,2d,10h,1f,3,ADVANCE_CHARIOTS,ICON_UNIT_CHARIOT,SPRITE_CHARIOT,SOUND_SELECT1_CHARIOT,SOUND_MOVE_CHARIOT,SOUND_ATTACK_CHARIOT
31,Chariot Archer,0,2,3a,2d,12h,1f,4,ADVANCE_ARISTOCRACY,ICON_UNIT_CHARIOT_ARCHER,SPRITE_CHARIOT_ARCHER,SOUND_SELECT1_CHARIOT_ARCHER,SOUND_MOVE_CHARIOT_ARCHER,SOUND_ATTACK_CHARIOT_ARCHER
33,Cleric,0,2,0a,2d,10h,1f,5,ADVANCE_THEOLOGY,ICON_UNIT_CLERIC,SPRITE_CLERIC,SOUND_SELECT1_CLERIC,SOUND_MOVE_CLERIC,SOUND_ATTACK_CLERIC
34,Collosus,2,7,22a,17d,25h,6f,80,ADVANCE_SMART_MATERIALS,ICON_UNIT_COLLOSUS,SPRITE_COLLOSUS,SOUND_SELECT1_COLLOSUS,SOUND_MOVE_COLLOSUS,SOUND_ATTACK_COLLOSUS
35,Communist,0,2,13a,12d,23h,3f,14,ADVANCE_COMMUNISM,ICON_UNIT_COMMUNIST,SPRITE_COMMUNIST,SOUND_SELECT1_COMMUNIST,SOUND_MOVE_COMMUNIST,SOUND_ATTACK_COMMUNIST
36,Composite Archer,0,1,2a,2d,10h,2f,5,ADVANCE_COMPOSITE_BOW,ICON_UNIT_COMPOSITE_ARCHER,SPRITE_COMPOSITE_ARCHER,SOUND_SELECT1_COMPOSITE_ARCHER,SOUND_MOVE_COMPOSITE_ARCHER,SOUND_ATTACK_COMPOSITE_ARCHER
37,Conscript Legion,0,1,4a,5d,13h,2f,3,ADVANCE_IRON_WORKING,ICON_UNIT_CONSCRIPT_LEGION,SPRITE_CONSCRIPT_LEGION,SOUND_SELECT1_CONSCRIPT_LEGION,SOUND_MOVE_CONSCRIPT_LEGION,SOUND_ATTACK_CONSCRIPT_LEGION
38,Conscript Swordsman,0,1,3a,2d,9h,1f,1,ADVANCE_COPPER_SMELTING,ICON_UNIT_CONSCRIPT_SWORDSMAN,SPRITE_CONSCRIPT_SWORDSMAN,SOUND_SELECT1_CONSCRIPT_SWORDSMAN,SOUND_MOVE_CONSCRIPT_SWORDSMAN,SOUND_ATTACK_CONSCRIPT_SWORDSMAN
39,Coracle,2,2,1a,2d,10h,1f,1,ADVANCE_SHIP_BUILDING,ICON_UNIT_CORACLE,SPRITE_CORACLE,SOUND_SELECT1_CORACLE,SOUND_MOVE_CORACLE,SOUND_ATTACK_CORACLE
40,Corporate Branch,0,3,0a,2d,10h,1f,15,ADVANCE_CORPORATION,ICON_UNIT_CORPORATE_BRANCH,SPRITE_CORPORATE_BRANCH,SOUND_SELECT1_CORPORATE_BRANCH,SOUND_MOVE_CORPORATE_BRANCH,SOUND_ATTACK_CORPORATE_BRANCH
41,Crawler,2,3,0a,2d,10h,1f,37,ADVANCE_ULTRAPRESSURE_MACHINERY,ICON_UNIT_CRAWLER,SPRITE_CRAWLER,SOUND_SELECT1_CRAWLER,SOUND_MOVE_CRAWLER,SOUND_ATTACK_CRAWLER
42,Crossbowman,0,1,2a,3d,12h,2f,8,ADVANCE_CROSSBOW,ICON_UNIT_CROSSBOWMAN,SPRITE_CROSSBOWMAN,SOUND_SELECT1_CROSSBOWMAN,SOUND_MOVE_CROSSBOWMAN,SOUND_ATTACK_CROSSBOWMAN
43,Cruise Missile,1,10,12a,2d,10h,1f,18,ADVANCE_GUIDED_WEAPON_SYSTEMS,ICON_UNIT_CRUISE_MISSILE,SPRITE_CRUISE_MISSILE,SOUND_SELECT1_CRUISE_MISSILE,SOUND_MOVE_CRUISE_MISSILE,SOUND_ATTACK_CRUISE_MISSILE
44,Cyber Ninja,0,4,0a,2d,10h,1f,25,ADVANCE_NEURAL_INTERFACE,ICON_UNIT_CYBER_NINJA,SPRITE_CYBER_NINJA,SOUND_SELECT1_CYBER_NINJA,SOUND_MOVE_CYBER_NINJA,SOUND_ATTACK_CYBER_NINJA
45,Destroyer,2,6,10a,8d,10h,4f,22,ADVANCE_MASS_PRODUCTION,ICON_UNIT_DESTROYER,SPRITE_DESTROYER,SOUND_SELECT1_DESTROYER,SOUND_MOVE_DESTROYER,SOUND_ATTACK_DESTROYER
46,Diplomat,0,1,0a,2d,10h,1f,3,ADVANCE_BUREAUCRACY,ICON_UNIT_DIPLOMAT,SPRITE_DIPLOMAT,SOUND_SELECT1_DIPLOMAT,SOUND_MOVE_DIPLOMAT,SOUND_ATTACK_DIPLOMAT
47,Dive Bomber,1,10,6a,6d,15h,3f,30,ADVANCE_AERODYNAMICS,ICON_UNIT_DIVE_BOMBER,SPRITE_DIVE_BOMBER,SOUND_SELECT1_DIVE_BOMBER,SOUND_MOVE_DIVE_BOMBER,SOUND_ATTACK_DIVE_BOMBER
48,Dreadnaught,2,5,20a,16d,10h,6f,60,ADVANCE_SMART_MATERIALS,ICON_UNIT_DREADNAUGHT,SPRITE_DREADNAUGHT,SOUND_SELECT1_DREADNAUGHT,SOUND_MOVE_DREADNAUGHT,SOUND_ATTACK_DREADNAUGHT
49,Dromon,2,4,6a,4d,15h,2f,8,ADVANCE_ASTROLABE,ICON_UNIT_DROMON,SPRITE_DROMON,SOUND_SELECT1_DROMON,SOUND_MOVE_DROMON,SOUND_ATTACK_DROMON
50,Eagle Archer,0,2,4a,4d,12h,2f,6,ADVANCE_THEOCRATIC_MONARCHY,ICON_UNIT_EAGLE_ARCHER,SPRITE_EAGLE_ARCHER,SOUND_SELECT1_EAGLE_ARCHER,SOUND_MOVE_EAGLE_ARCHER,SOUND_ATTACK_EAGLE_ARCHER
51,Eagle Warrior,0,2,6a,5d,15h,2f,6,ADVANCE_THEOCRATIC_MONARCHY,ICON_UNIT_EAGLE_WARRIOR,SPRITE_EAGLE_WARRIOR,SOUND_SELECT1_EAGLE_WARRIOR,SOUND_MOVE_EAGLE_WARRIOR,SOUND_ATTACK_EAGLE_WARRIOR
52,Eco-Ranger,0,3,0a,2d,10h,1f,40,ADVANCE_ECOTOPIA,ICON_UNIT_ECO_RANGER,SPRITE_ECO_RANGER,SOUND_SELECT1_ECO_RANGER,SOUND_MOVE_ECO_RANGER,SOUND_ATTACK_ECO_RANGER
53,Eco-Terrorist,0,4,0a,2d,10h,1f,35,ADVANCE_ECOTOPIA,ICON_UNIT_ECO_TERRORIST,SPRITE_ECO_TERRORIST,SOUND_SELECT1_ECO_TERRORIST,SOUND_MOVE_ECO_TERRORIST,SOUND_ATTACK_ECO_TERRORIST
54,Elephant Warrior,0,2,5a,3d,13h,1f,4,ADVANCE_OLIGARCHY,ICON_UNIT_ELEPHANT_WARRIOR,SPRITE_ELEPHANT_WARRIOR,SOUND_SELECT1_ELEPHANT_WARRIOR,SOUND_MOVE_ELEPHANT_WARRIOR,SOUND_ATTACK_ELEPHANT_WARRIOR
55,Empathic Diplomat,0,3,0a,2d,10h,1f,15,ADVANCE_EUGENICS,ICON_UNIT_EMPATHIC_DIPLOMAT,SPRITE_EMPATHIC_DIPLOMAT,SOUND_SELECT1_EMPATHIC_DIPLOMAT,SOUND_MOVE_EMPATHIC_DIPLOMAT,SOUND_ATTACK_EMPATHIC_DIPLOMAT
56,Fascist,0,2,5a,7d,10h,3f,10,ADVANCE_FASCISM,ICON_UNIT_FASCIST,SPRITE_FASCIST,SOUND_SELECT1_FASCIST,SOUND_MOVE_FASCIST,SOUND_ATTACK_FASCIST
57,Feudal Cavalry,0,3,8a,5d,14h,2f,9,ADVANCE_CHIVALRY,ICON_UNIT_FEUDAL_CAVALRY,SPRITE_FEUDAL_CAVALRY,SOUND_SELECT1_FEUDAL_CAVALRY,SOUND_MOVE_FEUDAL_CAVALRY,SOUND_ATTACK_FEUDAL_CAVALRY
58,Feudal Infantry,0,1,6a,5d,13h,2f,5,ADVANCE_DARK_AGES,ICON_UNIT_FEUDAL_INFANTRY,SPRITE_FEUDAL_INFANTRY,SOUND_SELECT1_FEUDAL_INFANTRY,SOUND_MOVE_FEUDAL_INFANTRY,SOUND_ATTACK_FEUDAL_INFANTRY
59,Fighter,1,8,9a,8d,10h,3f,11,ADVANCE_AERODYNAMICS,ICON_UNIT_FIGHTER,SPRITE_FIGHTER,SOUND_SELECT1_FIGHTER,SOUND_MOVE_FIGHTER,SOUND_ATTACK_FIGHTER
60,Flying Fortress,1,10,9a,9d,15h,3f,29,ADVANCE_BOMBER_COMMAND,ICON_UNIT_FLYING_FORTRESS,SPRITE_FLYING_FORTRESS,SOUND_SELECT1_FLYING_FORTRESS,SOUND_MOVE_FLYING_FORTRESS,SOUND_ATTACK_FLYING_FORTRESS
61,PT Boat,2,6,10a,8d,10h,4f,20,ADVANCE_MASS_PRODUCTION,ICON_UNIT_FRIGATE,SPRITE_FRIGATE,SOUND_SELECT1_FRIGATE,SOUND_MOVE_FRIGATE,SOUND_ATTACK_FRIGATE
62,Fusion Tank,2,8,13a,9d,10h,5f,52,ADVANCE_FUSION,ICON_UNIT_FUSION_TANK,SPRITE_FUSION_TANK,SOUND_SELECT1_FUSION_TANK,SOUND_MOVE_FUSION_TANK,SOUND_ATTACK_FUSION_TANK
63,Galleon,2,4,7a,5d,15h,2f,12,ADVANCE_CHRONOMETER,ICON_UNIT_GALLEON,SPRITE_GALLEON,SOUND_SELECT1_GALLEON,SOUND_MOVE_GALLEON,SOUND_ATTACK_GALLEON
64,Galley,2,3,3a,2d,11h,1f,3,ADVANCE_SEAMANSHIP,ICON_UNIT_GALLEY,SPRITE_GALLEY,SOUND_SELECT1_GALLEY,SOUND_MOVE_GALLEY,SOUND_ATTACK_GALLEY
65,Heavy Cavalry,0,3,6a,4d,11h,2f,7,ADVANCE_ANIMAL_HUSBANDRY,ICON_UNIT_HEAVY_CAVALRY,SPRITE_HEAVY_CAVALRY,SOUND_SELECT1_HEAVY_CAVALRY,SOUND_MOVE_HEAVY_CAVALRY,SOUND_ATTACK_HEAVY_CAVALRY
66,Heavy Spearman,0,1,2a,4d,11h,1f,2,ADVANCE_PLOUGH,ICON_UNIT_HEAVY_SPEARMAN,SPRITE_HEAVY_SPEARMAN,SOUND_SELECT1_HEAVY_SPEARMAN,SOUND_MOVE_HEAVY_SPEARMAN,SOUND_ATTACK_HEAVY_SPEARMAN
67,Heavy Swordsman,0,1,4a,3d,10h,1f,2,ADVANCE_COPPER_SMELTING,ICON_UNIT_HEAVY_SWORDSMAN,SPRITE_HEAVY_SWORDSMAN,SOUND_SELECT1_HEAVY_SWORDSMAN,SOUND_MOVE_HEAVY_SWORDSMAN,SOUND_ATTACK_HEAVY_SWORDSMAN
68,Heptireme,2,4,5a,3d,15h,2f,6,ADVANCE_HULL_MAKING,ICON_UNIT_HEPTIREME,SPRITE_HEPTIREME,SOUND_SELECT1_HEPTIREME,SOUND_MOVE_HEPTIREME,SOUND_ATTACK_HEPTIREME
69,Hoplite,0,1,2a,3d,10h,1f,1,ADVANCE_BRONZE_WORKING,ICON_UNIT_HOPLITE,SPRITE_HOPLITE,SOUND_SELECT1_HOPLITE,SOUND_MOVE_HOPLITE,SOUND_ATTACK_HOPLITE
70,Horseman,0,3,5a,3d,12h,1f,6,ADVANCE_HORSE_ARMOR,ICON_UNIT_HORSEMAN,SPRITE_HORSEMAN,SOUND_SELECT1_HORSEMAN,SOUND_MOVE_HORSEMAN,SOUND_ATTACK_HORSEMAN
71,Hover Infantry,0,5,16a,10d,10h,5f,25,ADVANCE_CHAOS_THEORY,ICON_UNIT_HOVER_INFANTRY,SPRITE_HOVER_INFANTRY,SOUND_SELECT1_HOVER_INFANTRY,SOUND_MOVE_HOVER_INFANTRY,SOUND_ATTACK_HOVER_INFANTRY
72,Howitzer,0,2,4a,5d,15h,3f,22,ADVANCE_ARTILLERY_ARMY,ICON_UNIT_HOWITZER,SPRITE_HOWITZER,SOUND_SELECT1_HOWITZER,SOUND_MOVE_HOWITZER,SOUND_ATTACK_HOWITZER
73,Hun Raider,0,4,5a,4d,12h,1f,7,ADVANCE_MIGRATION,ICON_UNIT_HUN_RAIDER,SPRITE_HUN_RAIDER,SOUND_SELECT1_HUN_RAIDER,SOUND_MOVE_HUN_RAIDER,SOUND_ATTACK_HUN_RAIDER
74,Hypaspists,0,2,4a,4d,12h,1f,4,ADVANCE_BARRACKS,ICON_UNIT_HYPASPISTS,SPRITE_HYPASPISTS,SOUND_SELECT1_HYPASPISTS,SOUND_MOVE_HYPASPISTS,SOUND_ATTACK_HYPASPISTS
75,Ilyushin,1,10,6a,6d,16h,3f,26,ADVANCE_COMMUNISM,ICON_UNIT_ILYUSHIN,SPRITE_ILYUSHIN,SOUND_SELECT1_ILYUSHIN,SOUND_MOVE_ILYUSHIN,SOUND_ATTACK_ILYUSHIN
76,Imperial Envoy,0,2,0a,2d,10h,1f,7,ADVANCE_DYNASTY,ICON_UNIT_IMPERIAL_ENVOY,SPRITE_IMPERIAL_ENVOY,SOUND_SELECT1_IMPERIAL_ENVOY,SOUND_MOVE_IMPERIAL_ENVOY,SOUND_ATTACK_IMPERIAL_ENVOY
77,Infantryman,0,2,5a,7d,10h,3f,10,ADVANCE_GUNPOWDER,ICON_UNIT_INFANTRYMAN,SPRITE_INFANTRYMAN,SOUND_SELECT1_INFANTRYMAN,SOUND_MOVE_INFANTRYMAN,SOUND_ATTACK_INFANTRYMAN
78,Infector,0,3,0a,2d,10h,1f,30,ADVANCE_NANO_WARFARE,ICON_UNIT_INFECTOR,SPRITE_INFECTOR,SOUND_SELECT1_INFECTOR,SOUND_MOVE_INFECTOR,SOUND_ATTACK_INFECTOR
79,Interceptor,1,12,12a,12d,10h,4f,25,ADVANCE_SUPERSONIC_FLIGHT,ICON_UNIT_INTERCEPTOR,SPRITE_INTERCEPTOR,SOUND_SELECT1_INTERCEPTOR,SOUND_MOVE_INTERCEPTOR,SOUND_ATTACK_INTERCEPTOR
80,Ironclad,2,3,8a,6d,10h,3f,15,ADVANCE_MODERN_METALLURGY,ICON_UNIT_IRONCLAD,SPRITE_IRONCLAD,SOUND_SELECT1_IRONCLAD,SOUND_MOVE_IRONCLAD,SOUND_ATTACK_IRONCLAD
81,Janissary,0,2,7a,6d,16h,2f,7,ADVANCE_CALIPHATE,ICON_UNIT_JANISSARY,SPRITE_JANISSARY,SOUND_SELECT1_JANISSARY,SOUND_MOVE_JANISSARY,SOUND_ATTACK_JANISSARY
82,Javelin Cavalry,0,3,3a,2d,10h,1f,2,ADVANCE_HORSE_RIDING,ICON_UNIT_JAVELIN_CAVALRY,SPRITE_JAVELIN_CAVALRY,SOUND_SELECT1_JAVELIN_CAVALRY,SOUND_MOVE_JAVELIN_CAVALRY,SOUND_ATTACK_JAVELIN_CAVALRY
83,Javelineer,0,2,2a,2d,10h,1f,2,ADVANCE_BRICK_MAKING,ICON_UNIT_JAVELINEER,SPRITE_JAVELINEER,SOUND_SELECT1_JAVELINEER,SOUND_MOVE_JAVELINEER,SOUND_ATTACK_JAVELINEER
84,Knight,0,4,5a,3d,10h,2f,7,ADVANCE_FEUDALISM,ICON_UNIT_KNIGHT,SPRITE_KNIGHT,SOUND_SELECT1_KNIGHT,SOUND_MOVE_KNIGHT,SOUND_ATTACK_KNIGHT
85,Knight Templar,0,1,8a,6d,18h,2f,9,ADVANCE_THEOCRACY,ICON_UNIT_KNIGHT_TEMPLAR,SPRITE_KNIGHT_TEMPLAR,SOUND_SELECT1_KNIGHT_TEMPLAR,SOUND_MOVE_KNIGHT_TEMPLAR,SOUND_ATTACK_KNIGHT_TEMPLAR
86,Kraken,2,6,16a,12d,10h,5f,45,ADVANCE_GENETIC_TAILORING,ICON_UNIT_KRAKEN,SPRITE_KRAKEN,SOUND_SELECT1_KRAKEN,SOUND_MOVE_KRAKEN,SOUND_ATTACK_KRAKEN
87,Lawyer,0,3,0a,2d,10h,1f,15,ADVANCE_CRIMINAL_CODE,ICON_UNIT_LAWYER,SPRITE_LAWYER,SOUND_SELECT1_LAWYER,SOUND_MOVE_LAWYER,SOUND_ATTACK_LAWYER
88,Legion,0,1,6a,5d,16h,2f,5,ADVANCE_IRON_WORKING,ICON_UNIT_LEGION,SPRITE_LEGION,SOUND_SELECT1_LEGION,SOUND_MOVE_LEGION,SOUND_ATTACK_LEGION
89,Leviathan,0,1,18a,20d,10h,6f,90,ADVANCE_UNIFIED_PHYSICS,ICON_UNIT_LEVIATHON,SPRITE_LEVIATHON,SOUND_SELECT1_LEVIATHON,SOUND_MOVE_LEVIATHON,SOUND_ATTACK_LEVIATHON
90,Longbow,0,1,3a,3d,11h,2f,9,ADVANCE_YEOMANRY,ICON_UNIT_LONGBOW,SPRITE_LONGBOW,SOUND_SELECT1_LONGBOW,SOUND_MOVE_LONGBOW,SOUND_ATTACK_LONGBOW
91,Longship,2,3,0a,2d,10h,1f,6,ADVANCE_HULL_MAKING,ICON_UNIT_LONGSHIP,SPRITE_LONGSHIP,SOUND_SELECT1_LONGSHIP,SOUND_MOVE_LONGSHIP,SOUND_ATTACK_LONGSHIP
92,Machine Gunner,0,2,8a,6d,10h,3f,12,ADVANCE_INDUSTRIAL_REVOLUTION,ICON_UNIT_MACHINE_GUNNER,SPRITE_MACHINE_GUNNER,SOUND_SELECT1_MACHINE_GUNNER,SOUND_MOVE_MACHINE_GUNNER,SOUND_ATTACK_MACHINE_GUNNER
93,Mameluke,0,2,8a,5d,13h,2f,10,ADVANCE_CALIPHATE,ICON_UNIT_MAMELUKE,SPRITE_MAMELUKE,SOUND_SELECT1_MAMELUKE,SOUND_MOVE_MAMELUKE,SOUND_ATTACK_MAMELUKE
94,Man At Arms,0,1,6a,6d,16h,2f,6,ADVANCE_CHAIN_MAIL,ICON_UNIT_MAN_AT_ARMS,SPRITE_MAN_AT_ARMS,SOUND_SELECT1_MAN_AT_ARMS,SOUND_MOVE_MAN_AT_ARMS,SOUND_ATTACK_MAN_AT_ARMS
95,Marine,0,3,12a,8d,10h,3f,14,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_MARINE,SPRITE_MARINE,SOUND_SELECT1_MARINE,SOUND_MOVE_MARINE,SOUND_ATTACK_MARINE
96,Mechanised Infantry,0,3,11a,14d,25h,3f,27,ADVANCE_FIBRE_OPTICS,ICON_UNIT_MECHANISED_INFANTRY,SPRITE_MECHANISED_INFANTRY,SOUND_SELECT1_MECHANISED_INFANTRY,SOUND_MOVE_MECHANISED_INFANTRY,SOUND_ATTACK_MECHANISED_INFANTRY
97,Medieval Infantry,0,1,7a,6d,17h,2f,7,ADVANCE_IRON_CASTING,ICON_UNIT_MEDIEVAL_INFANTRY,SPRITE_MEDIEVAL_INFANTRY,SOUND_SELECT1_MEDIEVAL_INFANTRY,SOUND_MOVE_MEDIEVAL_INFANTRY,SOUND_ATTACK_MEDIEVAL_INFANTRY
98,Merchant Trader,0,1,0a,0d,10h,0f,13,ADVANCE_TRADE_GUILDS,ICON_UNIT_MERCHANT_TRADER,SPRITE_WARRIOR,SOUND_SELECT1_MERCHANT_TRADER,SOUND_MOVE_MERCHANT_TRADER,SOUND_ATTACK_MERCHANT_TRADER
