dimension,name,kept_source,dropped_source,dropped_code
advances.csv,Monarchy,base,aom,ADVANCE_MONARCHY
advances.csv,Nano-Assembly,cradle,aom,ADVANCE_NANO_ASSEMBLY
advances.csv,Nano-Machines,cradle,aom,ADVANCE_NANO_MACHINES
advances.csv,Nano-Warfare,cradle,aom,ADVANCE_NANO_WARFARE
advances.csv,Nationalism,cradle,aom,ADVANCE_NATIONALISM
advances.csv,Naval Aviation,cradle,aom,ADVANCE_NAVAL_AVIATION
advances.csv,Naval Tactics,cradle,aom,ADVANCE_NAVAL_TACTICS
advances.csv,Neural Interface,cradle,aom,ADVANCE_NEURAL_INTERFACE
advances.csv,Neural Reprogramming,cradle,aom,ADVANCE_NEURAL_REPROGRAMMING
advances.csv,Nuclear Power,crusades,aom,ADVANCE_NUCLEAR_POWER
advances.csv,Ocean Faring,cradle,aom,ADVANCE_OCEAN_FARING
advances.csv,Oil Refining,cradle,aom,ADVANCE_OIL_REFINING
advances.csv,Optics,cradle,aom,ADVANCE_OPTICS
advances.csv,Pharmaceuticals,cradle,aom,ADVANCE_PHARMACEUTICALS
advances.csv,Philosophy,base,aom,ADVANCE_PHILOSOPHY
advances.csv,Physics,crusades,aom,ADVANCE_PHYSICS
advances.csv,Plasma Weaponry,cradle,aom,ADVANCE_PLASMA_WEAPONRY
advances.csv,Printing Press,cradle,aom,ADVANCE_PRINTING_PRESS
advances.csv,Quantum Physics,cradle,aom,ADVANCE_QUANTUM_MECHANICS
advances.csv,Radar,cradle,aom,ADVANCE_RADAR
advances.csv,Railroad,crusades,aom,ADVANCE_RAILROAD
advances.csv,Religion,cradle,aom,ADVANCE_RELIGION
advances.csv,Robotics,crusades,aom,ADVANCE_ROBOTICS
advances.csv,Shipbuilding,cradle,aom,ADVANCE_SHIP_BUILDING
advances.csv,Slave Labor,cradle,aom,ADVANCE_SLAVE_LABOR
advances.csv,Smart Materials,cradle,aom,ADVANCE_SMART_MATERIALS
advances.csv,Space Flight,midgard,aom,ADVANCE_SPACE_FLIGHT
advances.csv,Stone Working,cradle,aom,ADVANCE_STONE_WORKING
advances.csv,Supersonic Flight,cradle,aom,ADVANCE_SUPERSONIC_FLIGHT
advances.csv,Tank Warfare,cradle,aom,ADVANCE_TANK_WARFARE
advances.csv,Technocracy,cradle,aom,ADVANCE_TECHNOCRACY
advances.csv,Theology,base,aom,ADVANCE_THEOLOGY
advances.csv,Toolmaking,cradle,aom,ADVANCE_TOOLMAKING
advances.csv,Trade,base,aom,ADVANCE_TRADE
advances.csv,Ultrapressure Machines,cradle,aom,ADVANCE_ULTRAPRESSURE_MACHINERY
advances.csv,Unified Physics,cradle,aom,ADVANCE_UNIFIED_PHYSICS
advances.csv,Vertical-Flight Aircraft,cradle,aom,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT
advances.csv,Virtual Democracy,cradle,aom,ADVANCE_VIRTUAL_DEMOCRACY
advances.csv,Writing,base,aom,ADVANCE_WRITING
advances.csv,Applied Math,cradle,aom,ADVANCE_APPLIED_MATH
advances.csv,Aqueducts,cradle,aom,ADVANCE_AQUEDUCTS
advances.csv,Archery,cradle,aom,ADVANCE_ARCHERY
advances.csv,Architecture,cradle,aom,ADVANCE_ARCHITECTURE
advances.csv,Astrolabe,cradle,aom,ADVANCE_ASTROLABE
advances.csv,Astronomy,cradle,aom,ADVANCE_ASTRONOMY
advances.csv,Ballista Towers,cradle,aom,ADVANCE_BALLISTA_TOWERS
advances.csv,Barracks,cradle,aom,ADVANCE_BARRACKS
advances.csv,Brick Making,cradle,aom,ADVANCE_BRICK_MAKING
advances.csv,Caliphate,cradle,aom,ADVANCE_CALIPHATE
advances.csv,Ceremonial Burial,base,aom,ADVANCE_CEREMONIAL_BURIAL
advances.csv,Chariots,cradle,aom,ADVANCE_CHARIOTS
advances.csv,Chivalry,base,aom,ADVANCE_CHIVALRY
advances.csv,Christianity,cradle,aom,ADVANCE_CHRISTIANITY
advances.csv,Chronometer,cradle,aom,ADVANCE_CHRONOMETER
advances.csv,City State,cradle,aom,ADVANCE_CITY_STATE
advances.csv,Civic Engineering,cradle,aom,ADVANCE_CIVIC_ENGINEERING
advances.csv,Compass,cradle,aom,ADVANCE_COMPASS
advances.csv,Composite Bow,cradle,aom,ADVANCE_COMPOSITE_BOW
advances.csv,Copper Smelting,cradle,aom,ADVANCE_COPPER_SMELTING
advances.csv,Cosmology,cradle,aom,ADVANCE_COSMOLOGY
advances.csv,Crossbow,cradle,aom,ADVANCE_CROSSBOW
advances.csv,Currency,base,aom,ADVANCE_CURRENCY
advances.csv,Dark Ages,cradle,aom,ADVANCE_DARK_AGES
advances.csv,Dictatorship,cradle,aom,ADVANCE_DICTATORSHIP
advances.csv,Domestication,cradle,aom,ADVANCE_DOMESTICATION
advances.csv,Dynasty,cradle,aom,ADVANCE_DYNASTY
advances.csv,Ethics,cradle,aom,ADVANCE_ETHICS
advances.csv,Flight,crusades,aom,ADVANCE_FLIGHT
advances.csv,Flintlock,cradle,aom,ADVANCE_FLINTLOCK
advances.csv,Gothic Architecture,cradle,aom,ADVANCE_GOTHIC_ARCHITECTURE
advances.csv,Granaries,cradle,aom,ADVANCE_GRANARIES
advances.csv,Greek Fire,cradle,aom,ADVANCE_GREEK_FIRE
advances.csv,Herbalism,cradle,aom,ADVANCE_HERBALISM
advances.csv,Hippocratic School,cradle,aom,ADVANCE_HIPPOCRATIC_SCHOOL
advances.csv,Horse Armor,cradle,aom,ADVANCE_HORSE_ARMOR
advances.csv,Islam,cradle,aom,ADVANCE_ISLAM
advances.csv,Machine Tools,crusades,aom,ADVANCE_MACHINE_TOOLS
advances.csv,Map Making,base,aom,ADVANCE_MAP_MAKING
advances.csv,Mechanical Clock,cradle,aom,ADVANCE_MECHANICAL_CLOCK
advances.csv,Mills,cradle,aom,ADVANCE_MILLS
advances.csv,Mining,cradle,aom,ADVANCE_MINING
advances.csv,Mobile Tactics,cradle,aom,ADVANCE_MOBILE_TACTICS
advances.csv,Mobile Warfare,crusades,aom,ADVANCE_MOBILE_WARFARE
advances.csv,Monotheism,crusades,aom,ADVANCE_MONOTHEISM
advances.csv,Oligarchy,cradle,aom,ADVANCE_OLIGARCHY
advances.csv,Perspective,cradle,aom,ADVANCE_PERSPECTIVE
advances.csv,Plumbing,midgard,aom,ADVANCE_PLUMBING
advances.csv,Pottery,base,aom,ADVANCE_POTTERY
advances.csv,Projectile Weapons,cradle,aom,ADVANCE_PROJECTILE_WEAPONS
advances.csv,Renaissance,cradle,aom,ADVANCE_RENAISSANCE
advances.csv,Republic,cradle,aom,ADVANCE_REPUBLIC
advances.csv,Sails,cradle,aom,ADVANCE_SAILS
advances.csv,Siege Weapons,cradle,aom,ADVANCE_SIEGE_WEAPONS
advances.csv,Steel,crusades,aom,ADVANCE_STEEL
advances.csv,Stirrup,cradle,aom,ADVANCE_STIRRUP
advances.csv,Trade Guilds,cradle,aom,ADVANCE_TRADE_GUILDS
advances.csv,Tribunal Empire,cradle,aom,ADVANCE_TRIBUNAL_EMPIRE
advances.csv,Vernacular Prose,cradle,aom,ADVANCE_VERNACULAR_PROSE
advances.csv,Water Lifts,cradle,aom,ADVANCE_WATER_LIFTS
advances.csv,Wheel,cradle,aom,ADVANCE_WHEEL
advances.csv,Hextapul,cradle,aom,ADVANCE_HEXTAPUL
advances.csv,Buddhism,cradle,aom,ADVANCE_BUDDHISM
advances.csv,Polytheism,midgard,aom,ADVANCE_POLYTHEISM
advances.csv,Radar,cradle,lotr,ADVANCE_RADAR
advances.csv,Cybernetics,cradle,lotr,ADVANCE_CYBERNETICS
advances.csv,Agriculture,cradle,lotr,ADVANCE_AGRICULTURE
advances.csv,Alchemy,base,lotr,ADVANCE_ALCHEMY
advances.csv,Applied Math,cradle,lotr,ADVANCE_APPLIED_MATH
advances.csv,Aqueducts,cradle,lotr,ADVANCE_AQUEDUCTS
advances.csv,Archery,cradle,lotr,ADVANCE_ARCHERY
advances.csv,Architecture,cradle,lotr,ADVANCE_ARCHITECTURE
advances.csv,Astronomy,cradle,lotr,ADVANCE_ASTRONOMY
advances.csv,Ballista Towers,cradle,lotr,ADVANCE_BALLISTA_TOWERS
advances.csv,Ballistics,cradle,lotr,ADVANCE_BALLISTICS
advances.csv,Barracks,cradle,lotr,ADVANCE_BARRACKS
advances.csv,Brick Making,cradle,lotr,ADVANCE_BRICK_MAKING
advances.csv,Bronze Working,base,lotr,ADVANCE_BRONZE_WORKING
advances.csv,Bureaucracy,cradle,lotr,ADVANCE_BUREAUCRACY
advances.csv,Ceremonial Burial,base,lotr,ADVANCE_CEREMONIAL_BURIAL
advances.csv,Chariots,cradle,lotr,ADVANCE_CHARIOTS
advances.csv,City State,cradle,lotr,ADVANCE_CITY_STATE
advances.csv,Civic Engineering,cradle,lotr,ADVANCE_CIVIC_ENGINEERING
advances.csv,Composite Bow,cradle,lotr,ADVANCE_COMPOSITE_BOW
advances.csv,Concrete,cradle,lotr,ADVANCE_CONCRETE
advances.csv,Copper Smelting,cradle,lotr,ADVANCE_COPPER_SMELTING
advances.csv,Cosmology,cradle,lotr,ADVANCE_COSMOLOGY
advances.csv,Currency,base,lotr,ADVANCE_CURRENCY
advances.csv,Dark Ages,cradle,lotr,ADVANCE_DARK_AGES
advances.csv,Dictatorship,cradle,lotr,ADVANCE_DICTATORSHIP
advances.csv,Domestication,cradle,lotr,ADVANCE_DOMESTICATION
advances.csv,Drama,cradle,lotr,ADVANCE_DRAMA
advances.csv,Dynasty,cradle,lotr,ADVANCE_DYNASTY
advances.csv,Ethics,cradle,lotr,ADVANCE_ETHICS
advances.csv,Geometry,cradle,lotr,ADVANCE_GEOMETRY
advances.csv,Granaries,cradle,lotr,ADVANCE_GRANARIES
advances.csv,Herbalism,cradle,lotr,ADVANCE_HERBALISM
advances.csv,Hippocratic School,cradle,lotr,ADVANCE_HIPPOCRATIC_SCHOOL
advances.csv,Horse Armor,cradle,lotr,ADVANCE_HORSE_ARMOR
advances.csv,Horse Riding,cradle,lotr,ADVANCE_HORSE_RIDING
advances.csv,Iron Working,base,lotr,ADVANCE_IRON_WORKING
advances.csv,Jurisprudence,cradle,lotr,ADVANCE_JURISPRUDENCE
advances.csv,Map Making,base,lotr,ADVANCE_MAP_MAKING
advances.csv,Masonry,base,lotr,ADVANCE_MASONRY
advances.csv,Mining,cradle,lotr,ADVANCE_MINING
advances.csv,Mobile Tactics,cradle,lotr,ADVANCE_MOBILE_TACTICS
advances.csv,Monotheism,crusades,lotr,ADVANCE_MONOTHEISM
advances.csv,Ocean Faring,cradle,lotr,ADVANCE_OCEAN_FARING
advances.csv,Oligarchy,cradle,lotr,ADVANCE_OLIGARCHY
advances.csv,Philosophy,base,lotr,ADVANCE_PHILOSOPHY
advances.csv,Plumbing,midgard,lotr,ADVANCE_PLUMBING
advances.csv,Pottery,base,lotr,ADVANCE_POTTERY
advances.csv,Projectile Weapons,cradle,lotr,ADVANCE_PROJECTILE_WEAPONS
advances.csv,Religion,cradle,lotr,ADVANCE_RELIGION
advances.csv,Republic,cradle,lotr,ADVANCE_REPUBLIC
advances.csv,Sails,cradle,lotr,ADVANCE_SAILS
advances.csv,Siege Weapons,cradle,lotr,ADVANCE_SIEGE_WEAPONS
advances.csv,Slave Labor,cradle,lotr,ADVANCE_SLAVE_LABOR
advances.csv,Stirrup,cradle,lotr,ADVANCE_STIRRUP
advances.csv,Stone Working,cradle,lotr,ADVANCE_STONE_WORKING
advances.csv,Toolmaking,cradle,lotr,ADVANCE_TOOLMAKING
advances.csv,Trade,base,lotr,ADVANCE_TRADE
advances.csv,Tribunal Empire,cradle,lotr,ADVANCE_TRIBUNAL_EMPIRE
advances.csv,Water Lifts,cradle,lotr,ADVANCE_WATER_LIFTS
advances.csv,Wheel,cradle,lotr,ADVANCE_WHEEL
advances.csv,Writing,base,lotr,ADVANCE_WRITING
advances.csv,Hextapul,cradle,lotr,ADVANCE_HEXTAPUL
advances.csv,Adv Infantry Tactics,cradle,lotr,ADVANCE_ADV_INFANTRY_TACTICS
advances.csv,Adv Naval Tactics,cradle,lotr,ADVANCE_ADV_NAVAL_TACTICS
advances.csv,Adv Urban Planning,cradle,lotr,ADVANCE_ADV_URBAN_PLANNING
advances.csv,Advanced Composites,cradle,lotr,ADVANCE_ADVANCED_COMPOSITES
advances.csv,Aerodynamics,cradle,lotr,ADVANCE_AERODYNAMICS
advances.csv,Age Of Reason,cradle,lotr,ADVANCE_AGE_OF_REASON
advances.csv,Agricultural Revolution,cradle,lotr,ADVANCE_AGRICULTURAL_REVOLUTION
advances.csv,Ai Surveillance,cradle,lotr,ADVANCE_AI_SURVEILLANCE
advances.csv,Arcologies,cradle,lotr,ADVANCE_ARCOLOGIES
advances.csv,Astrolabe,cradle,lotr,ADVANCE_ASTROLABE
advances.csv,Banking,base,lotr,ADVANCE_BANKING
advances.csv,Caliphate,cradle,lotr,ADVANCE_CALIPHATE
advances.csv,Cannon Making,cradle,lotr,ADVANCE_CANNON_MAKING
advances.csv,Cavalry Tactics,cradle,lotr,ADVANCE_CAVALRY_TACTICS
advances.csv,Chaos Theory,cradle,lotr,ADVANCE_CHAOS_THEORY
advances.csv,Chemistry,cradle,lotr,ADVANCE_CHEMISTRY
advances.csv,Chivalry,base,lotr,ADVANCE_CHIVALRY
advances.csv,Chronometer,cradle,lotr,ADVANCE_CHRONOMETER
advances.csv,Classical Education,cradle,lotr,ADVANCE_CLASSICAL_EDUCATION
advances.csv,Communism,crusades,lotr,ADVANCE_COMMUNISM
advances.csv,Compass,cradle,lotr,ADVANCE_COMPASS
advances.csv,Computer,cradle,lotr,ADVANCE_COMPUTER
advances.csv,Conservation,cradle,lotr,ADVANCE_CONSERVATION
advances.csv,Corporate Republic,cradle,lotr,ADVANCE_CORPORATE_REPUBLIC
advances.csv,Corporation,cradle,lotr,ADVANCE_CORPORATION
advances.csv,Criminal Code,cradle,lotr,ADVANCE_CRIMINAL_CODE
advances.csv,Crossbow,cradle,lotr,ADVANCE_CROSSBOW
advances.csv,Democracy,cradle,lotr,ADVANCE_DEMOCRACY
advances.csv,Digital Encryption,cradle,lotr,ADVANCE_DIGITAL_ENCRYPTION
advances.csv,Economics,cradle,lotr,ADVANCE_ECONOMICS
advances.csv,Ecotopia,cradle,lotr,ADVANCE_ECOTOPIA
advances.csv,Electricity,crusades,lotr,ADVANCE_ELECTRICITY
advances.csv,Explosives,crusades,lotr,ADVANCE_EXPLOSIVES
advances.csv,Fascism,cradle,lotr,ADVANCE_FASCISM
advances.csv,Feudalism,base,lotr,ADVANCE_FEUDALISM
advances.csv,Flintlock,cradle,lotr,ADVANCE_FLINTLOCK
advances.csv,Fuel Cells,cradle,lotr,ADVANCE_FUEL_CELLS
advances.csv,Fusion,cradle,lotr,ADVANCE_FUSION
advances.csv,Gaia Controller,cradle,lotr,ADVANCE_GAIA_CONTROLLER
advances.csv,Gaia Theory,cradle,lotr,ADVANCE_GAIA_THEORY
advances.csv,Genetic Tailoring,cradle,lotr,ADVANCE_GENETIC_TAILORING
advances.csv,Genetics,cradle,lotr,ADVANCE_GENETICS
advances.csv,Global Communications,cradle,lotr,ADVANCE_GLOBAL_COMMUNICATIONS
advances.csv,Global Defense,cradle,lotr,ADVANCE_GLOBAL_DEFENSE
advances.csv,Global Economics,cradle,lotr,ADVANCE_GLOBAL_ECONOMICS
advances.csv,Gothic Architecture,cradle,lotr,ADVANCE_GOTHIC_ARCHITECTURE
advances.csv,Greek Fire,cradle,lotr,ADVANCE_GREEK_FIRE
advances.csv,Guided Weapon Systems,cradle,lotr,ADVANCE_GUIDED_WEAPON_SYSTEMS
advances.csv,Gunpowder,cradle,lotr,ADVANCE_GUNPOWDER
advances.csv,Human Cloning,cradle,lotr,ADVANCE_HUMAN_CLONING
advances.csv,Industrial Revolution,cradle,lotr,ADVANCE_INDUSTRIAL_REVOLUTION
advances.csv,Internal Combustion,cradle,lotr,ADVANCE_INTERNAL_COMBUSTION
advances.csv,Islam,cradle,lotr,ADVANCE_ISLAM
advances.csv,Jet Propulsion,cradle,lotr,ADVANCE_JET_PROPULSION
advances.csv,Life Extension,cradle,lotr,ADVANCE_LIFE_EXTENSION
advances.csv,Machine Tools,crusades,lotr,ADVANCE_MACHINE_TOOLS
advances.csv,Mass Media,cradle,lotr,ADVANCE_MASS_MEDIA
advances.csv,Mass Production,crusades,lotr,ADVANCE_MASS_PRODUCTION
advances.csv,Mass Transit,cradle,lotr,ADVANCE_MASS_TRANSIT
advances.csv,Mechanical Clock,cradle,lotr,ADVANCE_MECHANICAL_CLOCK
advances.csv,Medicine,midgard,lotr,ADVANCE_MEDICINE
advances.csv,Mills,cradle,lotr,ADVANCE_MILLS
advances.csv,Modern Metallurgy,cradle,lotr,ADVANCE_MODERN_METALLURGY
advances.csv,Monarchy,base,lotr,ADVANCE_MONARCHY
advances.csv,Nano Assembly,cradle,lotr,ADVANCE_NANO_ASSEMBLY
advances.csv,Nano Machines,cradle,lotr,ADVANCE_NANO_MACHINES
advances.csv,Nano Warfare,cradle,lotr,ADVANCE_NANO_WARFARE
advances.csv,Nationalism,cradle,lotr,ADVANCE_NATIONALISM
advances.csv,Naval Aviation,cradle,lotr,ADVANCE_NAVAL_AVIATION
advances.csv,Naval Tactics,cradle,lotr,ADVANCE_NAVAL_TACTICS
advances.csv,Neural Interface,cradle,lotr,ADVANCE_NEURAL_INTERFACE
advances.csv,Neural Reprogramming,cradle,lotr,ADVANCE_NEURAL_REPROGRAMMING
advances.csv,Nuclear Power,crusades,lotr,ADVANCE_NUCLEAR_POWER
advances.csv,Oil Refining,cradle,lotr,ADVANCE_OIL_REFINING
advances.csv,Optics,cradle,lotr,ADVANCE_OPTICS
advances.csv,Perspective,cradle,lotr,ADVANCE_PERSPECTIVE
advances.csv,Pharmaceuticals,cradle,lotr,ADVANCE_PHARMACEUTICALS
advances.csv,Physics,crusades,lotr,ADVANCE_PHYSICS
advances.csv,Plasma Weaponry,cradle,lotr,ADVANCE_PLASMA_WEAPONRY
advances.csv,Printing Press,cradle,lotr,ADVANCE_PRINTING_PRESS
