lane,code,advance
unit,Esp,ADVANCE_THAUMATURGY
unit,Exp,ADVANCE_TACTICS
unit,Feu,ADVANCE_FEUDALISM
unit,Fli,ADVANCE_WIZARDRY
unit,FP,ADVANCE_GLYPHS
unit,Gen,ADVANCE_LIFE_MAGIC
unit,Gun,ADVANCE_CHAOS_MAGIC
unit,Hor,ADVANCE_SORCERY
unit,Inv,ADVANCE_LIFE_LORE
unit,Iro,ADVANCE_IRON_WORKING
unit,Lab,ADVANCE_LIFE_ADEPT
unit,Las,ADVANCE_LIFE_MAGE
unit,Ldr,ADVANCE_HOLY_WARRIORS
unit,Lit,ADVANCE_LITERACY
unit,Too,ADVANCE_LIFE_WIZARD
unit,Mag,ADVANCE_LIFE_MASTER
unit,Map,ADVANCE_MAP_MAKING
unit,Mas,ADVANCE_MASONRY
unit,MP,ADVANCE_CHAOS_LORE
unit,Mat,ADVANCE_MATHEMATICS
unit,Med,ADVANCE_CHAOS_ADEPT
unit,Met,ADVANCE_CHAOS_MAGE
unit,Min,ADVANCE_CHAOS_WIZARD
unit,Mob,ADVANCE_CHAOS_MASTER
unit,MT,ADVANCE_THEOLOGY
unit,Mys,ADVANCE_MYSTICISM
unit,Nav,ADVANCE_NAVIGATION
unit,NF,ADVANCE_GRAND_MASTERY
unit,NP,ADVANCE_SORCERY_MAGE
unit,Phi,ADVANCE_PHILOSOPHY
unit,Phy,ADVANCE_SORCERY_WIZARD
unit,Pla,ADVANCE_SORCERY_MASTER
unit,Plu,ADVANCE_NATURE_LORE
unit,PT,ADVANCE_NATURE_ADEPT
unit,Pot,ADVANCE_POTTERY
unit,Rad,ADVANCE_NATURE_MAGE
unit,RR,ADVANCE_GREATER_ENCHANTMENTS
unit,Rec,ADVANCE_NATURE_WIZARD
unit,Ref,ADVANCE_NATURE_MASTER
unit,Rfg,ADVANCE_DEATH_LORE
unit,Rep,ADVANCE_THE_REPUBLIC
unit,Rob,ADVANCE_DEATH_ADEPT
unit,San,ADVANCE_SANITATION
unit,Sea,ADVANCE_SEAFARING
unit,SFl,ADVANCE_DEATH_MAGE
unit,Sth,ADVANCE_DEATH_WIZARD
unit,SE,ADVANCE_DEATH_MASTER
unit,Tac,ADVANCE_LEADERSHIP
unit,The,ADVANCE_SORCEROUS_LORE
unit,Tra,ADVANCE_TRADE
unit,Uni,ADVANCE_UNIVERSITY
unit,War,ADVANCE_WARRIOR_CODE
unit,Wri,ADVANCE_WRITING
unit,U1,ADVANCE_FORCES_OF_NATURE
unit,U2,ADVANCE_DEATH_MAGIC
unit,U3,ADVANCE_SEA_LORE
unit,X1,ADVANCE_NATURE_MAGIC
unit,X2,ADVANCE_SORCERY_ADEPT
unit,X3,ADVANCE_ARTIFICING
unit,X4,ADVANCE_LESSER_FAUNA_LORE
unit,X5,ADVANCE_PYROTECHNICS
unit,X6,ADVANCE_OCCULT_STUDIES
unit,CA,ADVANCE_HEALING
prereq,homm2:AFl,ADVANCE_ZZ_ADVANCED_FLIGHT
unit,homm2:AFl,ADVANCE_ZZ_ADVANCED_FLIGHT
prereq,homm2:Alp,ADVANCE_KNOWLEDGE_LVL_1
unit,homm2:Alp,ADVANCE_KNOWLEDGE_LVL_1
prereq,homm2:Amp,ADVANCE_CREATURES_LVL_6
unit,homm2:Amp,ADVANCE_CREATURES_LVL_6
prereq,homm2:Ast,ADVANCE_CREATURES_LVL_2
unit,homm2:Ast,ADVANCE_CREATURES_LVL_2
prereq,homm2:Ato,ADVANCE_CREATURES_LVL_4
unit,homm2:Ato,ADVANCE_CREATURES_LVL_4
prereq,homm2:Aut,ADVANCE_BUILDINGS_LVL_1
unit,homm2:Aut,ADVANCE_BUILDINGS_LVL_1
prereq,homm2:Ban,ADVANCE_ECONOMY_LVL_3
unit,homm2:Ban,ADVANCE_ECONOMY_LVL_3
prereq,homm2:Bri,ADVANCE_BUILDINGS_LVL_3
unit,homm2:Bri,ADVANCE_BUILDINGS_LVL_3
prereq,homm2:Bro,ADVANCE_KNIGHT
unit,homm2:Bro,ADVANCE_KNIGHT
prereq,homm2:Cer,ADVANCE_HAPPINESS_LVL_1
unit,homm2:Cer,ADVANCE_HAPPINESS_LVL_1
prereq,homm2:Che,ADVANCE_KNOWLEDGE_LVL_7
unit,homm2:Che,ADVANCE_KNOWLEDGE_LVL_7
prereq,homm2:Chi,ADVANCE_ZZ_CHIVALRY
unit,homm2:Chi,ADVANCE_ZZ_CHIVALRY
prereq,homm2:CoL,ADVANCE_LEADERSHIP_LVL_1
unit,homm2:CoL,ADVANCE_LEADERSHIP_LVL_1
prereq,homm2:CA,ADVANCE_ZZ_COMBINED_ARMS
unit,homm2:CA,ADVANCE_ZZ_COMBINED_ARMS
prereq,homm2:Cmb,ADVANCE_ZZ_COMBUSTION
unit,homm2:Cmb,ADVANCE_ZZ_COMBUSTION
prereq,homm2:Cmn,ADVANCE_LEADERSHIP_LVL_6
unit,homm2:Cmn,ADVANCE_LEADERSHIP_LVL_6
prereq,homm2:Cmp,ADVANCE_ZZ_COMPUTERS
unit,homm2:Cmp,ADVANCE_ZZ_COMPUTERS
prereq,homm2:Csc,ADVANCE_ZZ_CONSCRIPTION
unit,homm2:Csc,ADVANCE_ZZ_CONSCRIPTION
prereq,homm2:Cst,ADVANCE_BUILDINGS_LVL_2
unit,homm2:Cst,ADVANCE_BUILDINGS_LVL_2
prereq,homm2:Cor,ADVANCE_ECONOMY_LVL_7
unit,homm2:Cor,ADVANCE_ECONOMY_LVL_7
prereq,homm2:Cur,ADVANCE_ECONOMY_LVL_1
unit,homm2:Cur,ADVANCE_ECONOMY_LVL_1
prereq,homm2:Dem,ADVANCE_LEADERSHIP_LVL_5
unit,homm2:Dem,ADVANCE_LEADERSHIP_LVL_5
prereq,homm2:Eco,ADVANCE_ECONOMY_LVL_4
unit,homm2:Eco,ADVANCE_ECONOMY_LVL_4
prereq,homm2:E1,ADVANCE_ZZ_ELECTRICITY
unit,homm2:E1,ADVANCE_ZZ_ELECTRICITY
prereq,homm2:E2,ADVANCE_WARLOCK
unit,homm2:E2,ADVANCE_WARLOCK
prereq,homm2:Eng,ADVANCE_SORCERER
unit,homm2:Eng,ADVANCE_SORCERER
prereq,homm2:Env,ADVANCE_ZZ_ENVIRONMENTALISM
unit,homm2:Env,ADVANCE_ZZ_ENVIRONMENTALISM
prereq,homm2:Esp,ADVANCE_ZZ_ESPIONAGE
unit,homm2:Esp,ADVANCE_ZZ_ESPIONAGE
prereq,homm2:Exp,ADVANCE_ZZ_EXPLOSIVES
unit,homm2:Exp,ADVANCE_ZZ_EXPLOSIVES
prereq,homm2:Feu,ADVANCE_ZZ_FEUDALISM
unit,homm2:Feu,ADVANCE_ZZ_FEUDALISM
prereq,homm2:Fli,ADVANCE_ZZ_FLIGHT
unit,homm2:Fli,ADVANCE_ZZ_FLIGHT
prereq,homm2:Fun,ADVANCE_LEADERSHIP_LVL_7
unit,homm2:Fun,ADVANCE_LEADERSHIP_LVL_7
prereq,homm2:FP,ADVANCE_ZZ_FUSION_POWER
unit,homm2:FP,ADVANCE_ZZ_FUSION_POWER
prereq,homm2:Gen,ADVANCE_WIZARD
unit,homm2:Gen,ADVANCE_WIZARD
prereq,homm2:Gue,ADVANCE_LEADERSHIP_LVL_4
unit,homm2:Gue,ADVANCE_LEADERSHIP_LVL_4
prereq,homm2:Gun,ADVANCE_ZZ_GUNPOWDER
unit,homm2:Gun,ADVANCE_ZZ_GUNPOWDER
prereq,homm2:Hor,ADVANCE_MILITARY_LVL_2
unit,homm2:Hor,ADVANCE_MILITARY_LVL_2
prereq,homm2:Ind,ADVANCE_NECROMANCER
unit,homm2:Ind,ADVANCE_NECROMANCER
prereq,homm2:Inv,ADVANCE_KNOWLEDGE_LVL_3
unit,homm2:Inv,ADVANCE_KNOWLEDGE_LVL_3
prereq,homm2:Iro,ADVANCE_ZZ_IRON_WORKING
unit,homm2:Iro,ADVANCE_ZZ_IRON_WORKING
prereq,homm2:Lab,ADVANCE_HAPPINESS_LVL_7
unit,homm2:Lab,ADVANCE_HAPPINESS_LVL_7
prereq,homm2:Las,ADVANCE_BARBARIAN
unit,homm2:Las,ADVANCE_BARBARIAN
prereq,homm2:Ldr,ADVANCE_ZZ_LEADERSHIP
unit,homm2:Ldr,ADVANCE_ZZ_LEADERSHIP
prereq,homm2:Lit,ADVANCE_KNOWLEDGE_LVL_4
unit,homm2:Lit,ADVANCE_KNOWLEDGE_LVL_4
prereq,homm2:Too,ADVANCE_BUILDINGS_LVL_7
unit,homm2:Too,ADVANCE_BUILDINGS_LVL_7
prereq,homm2:Mag,ADVANCE_ZZ_MAGNETISM
unit,homm2:Mag,ADVANCE_ZZ_MAGNETISM
prereq,homm2:Map,ADVANCE_SEAFARING_LVL_2
unit,homm2:Map,ADVANCE_SEAFARING_LVL_2
prereq,homm2:Mas,ADVANCE_HAPPINESS_LVL_5
unit,homm2:Mas,ADVANCE_HAPPINESS_LVL_5
prereq,homm2:MP,ADVANCE_BUILDINGS_LVL_6
unit,homm2:MP,ADVANCE_BUILDINGS_LVL_6
prereq,homm2:Mat,ADVANCE_ZZ_MATHEMATICS
unit,homm2:Mat,ADVANCE_ZZ_MATHEMATICS
prereq,homm2:Med,ADVANCE_HAPPINESS_LVL_6
unit,homm2:Med,ADVANCE_HAPPINESS_LVL_6
prereq,homm2:Met,ADVANCE_MILITARY_LVL_6
unit,homm2:Met,ADVANCE_MILITARY_LVL_6
prereq,homm2:Min,ADVANCE_BUILDINGS_LVL_5
unit,homm2:Min,ADVANCE_BUILDINGS_LVL_5
prereq,homm2:Mob,ADVANCE_ZZ_MOBILE_WARFARE
unit,homm2:Mob,ADVANCE_ZZ_MOBILE_WARFARE
prereq,homm2:Mon,ADVANCE_LEADERSHIP_LVL_2
unit,homm2:Mon,ADVANCE_LEADERSHIP_LVL_2
prereq,homm2:MT,ADVANCE_ZZ_MONOTHEISM
unit,homm2:MT,ADVANCE_ZZ_MONOTHEISM
prereq,homm2:Mys,ADVANCE_HAPPINESS_LVL_2
unit,homm2:Mys,ADVANCE_HAPPINESS_LVL_2
prereq,homm2:Nav,ADVANCE_SEAFARING_LVL_3
unit,homm2:Nav,ADVANCE_SEAFARING_LVL_3
prereq,homm2:NF,ADVANCE_CREATURES_LVL_7
unit,homm2:NF,ADVANCE_CREATURES_LVL_7
prereq,homm2:NP,ADVANCE_SEAFARING_LVL_4
unit,homm2:NP,ADVANCE_SEAFARING_LVL_4
prereq,homm2:Phi,ADVANCE_XANADU
unit,homm2:Phi,ADVANCE_XANADU
prereq,homm2:Phy,ADVANCE_KNOWLEDGE_LVL_6
unit,homm2:Phy,ADVANCE_KNOWLEDGE_LVL_6
prereq,homm2:Pla,ADVANCE_ZZ_PLASTICS
unit,homm2:Pla,ADVANCE_ZZ_PLASTICS
prereq,homm2:Plu,ADVANCE_CREATURES_LVL_3
unit,homm2:Plu,ADVANCE_CREATURES_LVL_3
prereq,homm2:PT,ADVANCE_ZZ_POLYTHEISM
unit,homm2:PT,ADVANCE_ZZ_POLYTHEISM
prereq,homm2:Pot,ADVANCE_ECONOMY_LVL_5
unit,homm2:Pot,ADVANCE_ECONOMY_LVL_5
prereq,homm2:Rad,ADVANCE_MILITARY_LVL_4
unit,homm2:Rad,ADVANCE_MILITARY_LVL_4
prereq,homm2:RR,ADVANCE_ZZ_RAILROAD
unit,homm2:RR,ADVANCE_ZZ_RAILROAD
prereq,homm2:Rec,ADVANCE_SEAFARING_LVL_7
unit,homm2:Rec,ADVANCE_SEAFARING_LVL_7
prereq,homm2:Ref,ADVANCE_SEAFARING_LVL_5
unit,homm2:Ref,ADVANCE_SEAFARING_LVL_5
prereq,homm2:Rfg,ADVANCE_SEAFARING_LVL_6
unit,homm2:Rfg,ADVANCE_SEAFARING_LVL_6
prereq,homm2:Rep,ADVANCE_LEADERSHIP_LVL_3
unit,homm2:Rep,ADVANCE_LEADERSHIP_LVL_3
prereq,homm2:Rob,ADVANCE_ECONOMY_LVL_6
unit,homm2:Rob,ADVANCE_ECONOMY_LVL_6
prereq,homm2:Roc,ADVANCE_MILITARY_LVL_7
unit,homm2:Roc,ADVANCE_MILITARY_LVL_7
prereq,homm2:San,ADVANCE_BUILDINGS_LVL_4
unit,homm2:San,ADVANCE_BUILDINGS_LVL_4
prereq,homm2:Sea,ADVANCE_SEAFARING_LVL_1
unit,homm2:Sea,ADVANCE_SEAFARING_LVL_1
prereq,homm2:SFl,ADVANCE_ZZ_SPACE_FLIGHT
unit,homm2:SFl,ADVANCE_ZZ_SPACE_FLIGHT
prereq,homm2:Sth,ADVANCE_ZZ_STEALTH
unit,homm2:Sth,ADVANCE_ZZ_STEALTH
prereq,homm2:SE,ADVANCE_NEUTRAL
unit,homm2:SE,ADVANCE_NEUTRAL
prereq,homm2:Stl,ADVANCE_CREATURES_LVL_5
unit,homm2:Stl,ADVANCE_CREATURES_LVL_5
prereq,homm2:Sup,ADVANCE_ZZ_SUPERCONDUCTOR
unit,homm2:Sup,ADVANCE_ZZ_SUPERCONDUCTOR
prereq,homm2:Tac,ADVANCE_ZZ_TACTICS
unit,homm2:Tac,ADVANCE_ZZ_TACTICS
prereq,homm2:The,ADVANCE_HAPPINESS_LVL_3
unit,homm2:The,ADVANCE_HAPPINESS_LVL_3
prereq,homm2:ToG,ADVANCE_CREATURES_LVL_1
unit,homm2:ToG,ADVANCE_CREATURES_LVL_1
prereq,homm2:Tra,ADVANCE_ECONOMY_LVL_2
unit,homm2:Tra,ADVANCE_ECONOMY_LVL_2
prereq,homm2:Uni,ADVANCE_KNOWLEDGE_LVL_5
unit,homm2:Uni,ADVANCE_KNOWLEDGE_LVL_5
prereq,homm2:War,ADVANCE_MILITARY_LVL_1
unit,homm2:War,ADVANCE_MILITARY_LVL_1
prereq,homm2:Whe,ADVANCE_MILITARY_LVL_3
unit,homm2:Whe,ADVANCE_MILITARY_LVL_3
prereq,homm2:Wri,ADVANCE_KNOWLEDGE_LVL_2
unit,homm2:Wri,ADVANCE_KNOWLEDGE_LVL_2
prereq,homm2:FT,ADVANCE_FUTURE_RESEARCH
unit,homm2:FT,ADVANCE_FUTURE_RESEARCH
prereq,homm2:U1,ADVANCE_MILITARY_LVL_5
unit,homm2:U1,ADVANCE_MILITARY_LVL_5
prereq,homm2:U2,ADVANCE_HAPPINESS_LVL_4
unit,homm2:U2,ADVANCE_HAPPINESS_LVL_4
prereq,homm2:U3,ADVANCE_MILITARY_LVL_6
unit,homm2:U3,ADVANCE_MILITARY_LVL_6
prereq,homm2:X1,ADVANCE_NON_WIZARD
unit,homm2:X1,ADVANCE_NON_WIZARD
prereq,homm2:X2,ADVANCE_NON_SORCERESS
unit,homm2:X2,ADVANCE_NON_SORCERESS
prereq,homm2:X3,ADVANCE_NON_BARBARIAN
unit,homm2:X3,ADVANCE_NON_BARBARIAN
prereq,homm2:X4,ADVANCE_NON_NECROMANCER
unit,homm2:X4,ADVANCE_NON_NECROMANCER
prereq,homm2:X5,ADVANCE_NON_KNIGHT
unit,homm2:X5,ADVANCE_NON_KNIGHT
prereq,homm2:X6,ADVANCE_NON_WARLOCK
unit,homm2:X6,ADVANCE_NON_WARLOCK
prereq,homm2:X7,ADVANCE_NON_NEUTRAL
unit,homm2:X7,ADVANCE_NON_NEUTRAL
prereq,midgard:AFl,ADVANCE_THORS_ELOQUENCE
unit,midgard:AFl,ADVANCE_THORS_ELOQUENCE
prereq,midgard:Alp,ADVANCE_WRITING
unit,midgard:Alp,ADVANCE_WRITING
prereq,midgard:Amp,ADVANCE_SEA_RAIDS
unit,midgard:Amp,ADVANCE_SEA_RAIDS
prereq,midgard:Ast,ADVANCE_ASTROLOGY
unit,midgard:Ast,ADVANCE_ASTROLOGY
prereq,midgard:Ato,ADVANCE_WITCHCRAFT
unit,midgard:Ato,ADVANCE_WITCHCRAFT
prereq,midgard:Aut,ADVANCE_GAEAS_GIFT
unit,midgard:Aut,ADVANCE_GAEAS_GIFT
prereq,midgard:Ban,ADVANCE_BANKING
unit,midgard:Ban,ADVANCE_BANKING
prereq,midgard:Bri,ADVANCE_BRIDGE_BUILDING
unit,midgard:Bri,ADVANCE_BRIDGE_BUILDING
prereq,midgard:Bro,ADVANCE_BRONZE_WORKING
unit,midgard:Bro,ADVANCE_BRONZE_WORKING
prereq,midgard:Cer,ADVANCE_CEREMONIAL_BURIAL
unit,midgard:Cer,ADVANCE_CEREMONIAL_BURIAL
prereq,midgard:Che,ADVANCE_ALCHEMY
unit,midgard:Che,ADVANCE_ALCHEMY
prereq,midgard:Chi,ADVANCE_CHIVALRY
unit,midgard:Chi,ADVANCE_CHIVALRY
prereq,midgard:CoL,ADVANCE_KINGS_LAW
unit,midgard:CoL,ADVANCE_KINGS_LAW
prereq,midgard:CA,ADVANCE_FEAT_OF_ARMS
unit,midgard:CA,ADVANCE_FEAT_OF_ARMS
prereq,midgard:Cmb,ADVANCE_GAEAS_POWER
unit,midgard:Cmb,ADVANCE_GAEAS_POWER
prereq,midgard:Cmn,ADVANCE_SUMMON_DRAKE
unit,midgard:Cmn,ADVANCE_SUMMON_DRAKE
prereq,midgard:Cmp,ADVANCE_PERPETUAL_MACHINE
unit,midgard:Cmp,ADVANCE_PERPETUAL_MACHINE
prereq,midgard:Csc,ADVANCE_CALL_TO_ARMS
unit,midgard:Csc,ADVANCE_CALL_TO_ARMS
prereq,midgard:Cst,ADVANCE_CONSTRUCTION
unit,midgard:Cst,ADVANCE_CONSTRUCTION
prereq,midgard:Cor,ADVANCE_THE_GUILD
unit,midgard:Cor,ADVANCE_THE_GUILD
prereq,midgard:Cur,ADVANCE_BARTER
unit,midgard:Cur,ADVANCE_BARTER
prereq,midgard:Dem,ADVANCE_INSTITUTION_OF_ALTHING
unit,midgard:Dem,ADVANCE_INSTITUTION_OF_ALTHING
prereq,midgard:Eco,ADVANCE_TRANSMUTATION
unit,midgard:Eco,ADVANCE_TRANSMUTATION
prereq,midgard:E1,ADVANCE_DIVINING_ROD
unit,midgard:E1,ADVANCE_DIVINING_ROD
prereq,midgard:E2,ADVANCE_TAPPING_THE_NODE
unit,midgard:E2,ADVANCE_TAPPING_THE_NODE
prereq,midgard:Eng,ADVANCE_SIEGECRAFT
unit,midgard:Eng,ADVANCE_SIEGECRAFT
prereq,midgard:Env,ADVANCE_NATURE_LORE
unit,midgard:Env,ADVANCE_NATURE_LORE
prereq,midgard:Esp,ADVANCE_ESPIONAGE
unit,midgard:Esp,ADVANCE_ESPIONAGE
prereq,midgard:Exp,ADVANCE_ARCANE_LEARNING
unit,midgard:Exp,ADVANCE_ARCANE_LEARNING
prereq,midgard:Feu,ADVANCE_FEALTY
unit,midgard:Feu,ADVANCE_FEALTY
prereq,midgard:Fli,ADVANCE_ARCANE_LEVITATION
unit,midgard:Fli,ADVANCE_ARCANE_LEVITATION
prereq,midgard:Fun,ADVANCE_DWARVEN_ALLIANCE
unit,midgard:Fun,ADVANCE_DWARVEN_ALLIANCE
prereq,midgard:FP,ADVANCE_SPELL_MASTERY
unit,midgard:FP,ADVANCE_SPELL_MASTERY
prereq,midgard:Gen,ADVANCE_MILLWORK
unit,midgard:Gen,ADVANCE_MILLWORK
prereq,midgard:Gue,ADVANCE_GENERAL_UPRISINGS
unit,midgard:Gue,ADVANCE_GENERAL_UPRISINGS
prereq,midgard:Gun,ADVANCE_SPELL_OF_ANIMATION
unit,midgard:Gun,ADVANCE_SPELL_OF_ANIMATION
prereq,midgard:Hor,ADVANCE_HORSEBACK_RIDING
unit,midgard:Hor,ADVANCE_HORSEBACK_RIDING
prereq,midgard:Ind,ADVANCE_EVANESCANT_CRAFT
unit,midgard:Ind,ADVANCE_EVANESCANT_CRAFT
prereq,midgard:Inv,ADVANCE_TRANSMOGRIFICATION
unit,midgard:Inv,ADVANCE_TRANSMOGRIFICATION
prereq,midgard:Iro,ADVANCE_IRON_WORKING
unit,midgard:Iro,ADVANCE_IRON_WORKING
prereq,midgard:Lab,ADVANCE_ARTISANSHIP
unit,midgard:Lab,ADVANCE_ARTISANSHIP
prereq,midgard:Las,ADVANCE_MOONBEAM_LENS
unit,midgard:Las,ADVANCE_MOONBEAM_LENS
prereq,midgard:Ldr,ADVANCE_SWINE_ARRAY
unit,midgard:Ldr,ADVANCE_SWINE_ARRAY
prereq,midgard:Lit,ADVANCE_MAGICAL_INSCRIPTION
unit,midgard:Lit,ADVANCE_MAGICAL_INSCRIPTION
prereq,midgard:Too,ADVANCE_WEAPONCRAFT
unit,midgard:Too,ADVANCE_WEAPONCRAFT
prereq,midgard:Mag,ADVANCE_ASTROCOMPASS
unit,midgard:Mag,ADVANCE_ASTROCOMPASS
prereq,midgard:Map,ADVANCE_MAP_MAKING
unit,midgard:Map,ADVANCE_MAP_MAKING
prereq,midgard:Mas,ADVANCE_MASONRY
unit,midgard:Mas,ADVANCE_MASONRY
prereq,midgard:MP,ADVANCE_SPELL_OF_CREATION
unit,midgard:MP,ADVANCE_SPELL_OF_CREATION
prereq,midgard:Mat,ADVANCE_MATHEMATICS
unit,midgard:Mat,ADVANCE_MATHEMATICS
prereq,midgard:Med,ADVANCE_MEDICINE
unit,midgard:Med,ADVANCE_MEDICINE
prereq,midgard:Met,ADVANCE_SPELL_OF_PURIFICATION
unit,midgard:Met,ADVANCE_SPELL_OF_PURIFICATION
prereq,midgard:Min,ADVANCE_ALLIEGANCE_TO_THE_SEA
unit,midgard:Min,ADVANCE_ALLIEGANCE_TO_THE_SEA
prereq,midgard:Mob,ADVANCE_GIANT_WARFARE
unit,midgard:Mob,ADVANCE_GIANT_WARFARE
prereq,midgard:Mon,ADVANCE_MONARCHY
unit,midgard:Mon,ADVANCE_MONARCHY
prereq,midgard:MT,ADVANCE_PRIESTHOOD
unit,midgard:MT,ADVANCE_PRIESTHOOD
prereq,midgard:Mys,ADVANCE_MYSTICISM
unit,midgard:Mys,ADVANCE_MYSTICISM
prereq,midgard:Nav,ADVANCE_NAVIGATION
unit,midgard:Nav,ADVANCE_NAVIGATION
prereq,midgard:NF,ADVANCE_WAR_SPELLS
unit,midgard:NF,ADVANCE_WAR_SPELLS
prereq,midgard:NP,ADVANCE_MAGICAL_POWER
unit,midgard:NP,ADVANCE_MAGICAL_POWER
prereq,midgard:Phi,ADVANCE_NATURAL_PHILOSOPHY
unit,midgard:Phi,ADVANCE_NATURAL_PHILOSOPHY
prereq,midgard:Phy,ADVANCE_METAPHYSICS
unit,midgard:Phy,ADVANCE_METAPHYSICS
prereq,midgard:Pla,ADVANCE_FAIRY_FABRIC
unit,midgard:Pla,ADVANCE_FAIRY_FABRIC
prereq,midgard:Plu,ADVANCE_PLUMBING
unit,midgard:Plu,ADVANCE_PLUMBING
prereq,midgard:PT,ADVANCE_POLYTHEISM
unit,midgard:PT,ADVANCE_POLYTHEISM
prereq,midgard:Pot,ADVANCE_POTTERY
unit,midgard:Pot,ADVANCE_POTTERY
prereq,midgard:Rad,ADVANCE_WARP_SPELL
unit,midgard:Rad,ADVANCE_WARP_SPELL
prereq,midgard:RR,ADVANCE_TUNNELLING
unit,midgard:RR,ADVANCE_TUNNELLING
prereq,midgard:Rec,ADVANCE_SOWING_AND_REAPING
unit,midgard:Rec,ADVANCE_SOWING_AND_REAPING
prereq,midgard:Ref,ADVANCE_ELEMENTAL_ENERGY
unit,midgard:Ref,ADVANCE_ELEMENTAL_ENERGY
prereq,midgard:Rfg,ADVANCE_FASHIONING_YGGDRASIL_WOOD
unit,midgard:Rfg,ADVANCE_FASHIONING_YGGDRASIL_WOOD
prereq,midgard:Rep,ADVANCE_THE_REPUBLIC
unit,midgard:Rep,ADVANCE_THE_REPUBLIC
prereq,midgard:Rob,ADVANCE_CLOCKWORKS
unit,midgard:Rob,ADVANCE_CLOCKWORKS
prereq,midgard:Roc,ADVANCE_FIREBALL_INCANTATION
unit,midgard:Roc,ADVANCE_FIREBALL_INCANTATION
prereq,midgard:San,ADVANCE_SANITATION
unit,midgard:San,ADVANCE_SANITATION
prereq,midgard:Sea,ADVANCE_SEAFARING
unit,midgard:Sea,ADVANCE_SEAFARING
prereq,midgard:SFl,ADVANCE_SPACE_FLIGHT
unit,midgard:SFl,ADVANCE_SPACE_FLIGHT
prereq,midgard:Sth,ADVANCE_TRANSLUSCENCE_SPELL
unit,midgard:Sth,ADVANCE_TRANSLUSCENCE_SPELL
prereq,midgard:SE,ADVANCE_METALLURGY
unit,midgard:SE,ADVANCE_METALLURGY
prereq,midgard:Stl,ADVANCE_PLATE_STEEL
unit,midgard:Stl,ADVANCE_PLATE_STEEL
prereq,midgard:Sup,ADVANCE_ROD_OF_SHIVERS
unit,midgard:Sup,ADVANCE_ROD_OF_SHIVERS
