cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str
14,Gaea's Power,Cmb,Ref,Exp,1,4,ICON_ADVANCE_GAEAS_POWER,ADVANCE_GAEAS_POWER_GAMEPLAY,ADVANCE_GAEAS_POWER_HISTORICAL,ADVANCE_GAEAS_POWER_PREREQ,ADVANCE_GAEAS_POWER_STATISTICS,ADVANCE_GAEAS_POWER_PREREQ
15,Summon Drake,Cmn,E2,U3,1,2,ICON_ADVANCE_SUMMON_DRAKE,ADVANCE_SUMMON_DRAKE_GAMEPLAY,ADVANCE_SUMMON_DRAKE_HISTORICAL,ADVANCE_SUMMON_DRAKE_PREREQ,ADVANCE_SUMMON_DRAKE_STATISTICS,ADVANCE_SUMMON_DRAKE_PREREQ
16,Perpetual Machine,Cmp,Min,MP,1,4,ICON_ADVANCE_PERPETUAL_MACHINE,ADVANCE_PERPETUAL_MACHINE_GAMEPLAY,ADVANCE_PERPETUAL_MACHINE_HISTORICAL,ADVANCE_PERPETUAL_MACHINE_PREREQ,ADVANCE_PERPETUAL_MACHINE_STATISTICS,ADVANCE_PERPETUAL_MACHINE_PREREQ
17,Call to Arms,Csc,Dem,Met,1,0,ICON_ADVANCE_CALL_TO_ARMS,ADVANCE_CALL_TO_ARMS_GAMEPLAY,ADVANCE_CALL_TO_ARMS_HISTORICAL,ADVANCE_CALL_TO_ARMS_PREREQ,ADVANCE_CALL_TO_ARMS_STATISTICS,ADVANCE_CALL_TO_ARMS_PREREQ
18,Construction,Cst,Mas,Cur,0,4,ICON_ADVANCE_CONSTRUCTION,ADVANCE_CONSTRUCTION_GAMEPLAY,ADVANCE_CONSTRUCTION_HISTORICAL,ADVANCE_CONSTRUCTION_PREREQ,ADVANCE_CONSTRUCTION_STATISTICS,ADVANCE_CONSTRUCTION_PREREQ
19,The Guild,Cor,Ind,Eco,1,1,ICON_ADVANCE_THE_GUILD,ADVANCE_THE_GUILD_GAMEPLAY,ADVANCE_THE_GUILD_HISTORICAL,ADVANCE_THE_GUILD_PREREQ,ADVANCE_THE_GUILD_STATISTICS,ADVANCE_THE_GUILD_PREREQ
20,Barter,Cur 20,Bro,nil,0,1,ICON_ADVANCE_BARTER,ADVANCE_BARTER_GAMEPLAY,ADVANCE_BARTER_HISTORICAL,ADVANCE_BARTER_PREREQ,ADVANCE_BARTER_STATISTICS,ADVANCE_BARTER_PREREQ
21,Institution of Althing,Dem,Ban,Inv,2,2,ICON_ADVANCE_INSTITUTION_OF_ALTHING,ADVANCE_INSTITUTION_OF_ALTHING_GAMEPLAY,ADVANCE_INSTITUTION_OF_ALTHING_HISTORICAL,ADVANCE_INSTITUTION_OF_ALTHING_PREREQ,ADVANCE_INSTITUTION_OF_ALTHING_STATISTICS,ADVANCE_INSTITUTION_OF_ALTHING_PREREQ
22,Transmutation,Eco,Uni,Ban,1,1,ICON_ADVANCE_TRANSMUTATION,ADVANCE_TRANSMUTATION_GAMEPLAY,ADVANCE_TRANSMUTATION_HISTORICAL,ADVANCE_TRANSMUTATION_PREREQ,ADVANCE_TRANSMUTATION_STATISTICS,ADVANCE_TRANSMUTATION_PREREQ
23,Divining Rod,E1,Met,Mag,1,4,ICON_ADVANCE_DIVINING_ROD,ADVANCE_DIVINING_ROD_GAMEPLAY,ADVANCE_DIVINING_ROD_HISTORICAL,ADVANCE_DIVINING_ROD_PREREQ,ADVANCE_DIVINING_ROD_STATISTICS,ADVANCE_DIVINING_ROD_PREREQ
24,Tapping the Node,E2,E1,Cor,1,4,ICON_ADVANCE_TAPPING_THE_NODE,ADVANCE_TAPPING_THE_NODE_GAMEPLAY,ADVANCE_TAPPING_THE_NODE_HISTORICAL,ADVANCE_TAPPING_THE_NODE_PREREQ,ADVANCE_TAPPING_THE_NODE_STATISTICS,ADVANCE_TAPPING_THE_NODE_PREREQ
25,Siegecraft,Eng,Whe,Cst,0,4,ICON_ADVANCE_SIEGECRAFT,ADVANCE_SIEGECRAFT_GAMEPLAY,ADVANCE_SIEGECRAFT_HISTORICAL,ADVANCE_SIEGECRAFT_PREREQ,ADVANCE_SIEGECRAFT_STATISTICS,ADVANCE_SIEGECRAFT_PREREQ
26,Nature Lore,Env,Rec,Roc,1,2,ICON_ADVANCE_NATURE_LORE,ADVANCE_NATURE_LORE_GAMEPLAY,ADVANCE_NATURE_LORE_HISTORICAL,ADVANCE_NATURE_LORE_PREREQ,ADVANCE_NATURE_LORE_STATISTICS,ADVANCE_NATURE_LORE_PREREQ
27,Espionage,Esp,Gue,Dem,1,0,ICON_ADVANCE_ESPIONAGE,ADVANCE_ESPIONAGE_GAMEPLAY,ADVANCE_ESPIONAGE_HISTORICAL,ADVANCE_ESPIONAGE_PREREQ,ADVANCE_ESPIONAGE_STATISTICS,ADVANCE_ESPIONAGE_PREREQ
28,Arcane Learning,Exp,Gun,Che,1,4,ICON_ADVANCE_ARCANE_LEARNING,ADVANCE_ARCANE_LEARNING_GAMEPLAY,ADVANCE_ARCANE_LEARNING_HISTORICAL,ADVANCE_ARCANE_LEARNING_PREREQ,ADVANCE_ARCANE_LEARNING_STATISTICS,ADVANCE_ARCANE_LEARNING_PREREQ
29,Fealty,Feu,War,Mon,0,0,ICON_ADVANCE_FEALTY,ADVANCE_FEALTY_GAMEPLAY,ADVANCE_FEALTY_HISTORICAL,ADVANCE_FEALTY_PREREQ,ADVANCE_FEALTY_STATISTICS,ADVANCE_FEALTY_PREREQ
30,Arcane Levitation,Fli 30,Cmb,ToG,1,4,ICON_ADVANCE_ARCANE_LEVITATION,ADVANCE_ARCANE_LEVITATION_GAMEPLAY,ADVANCE_ARCANE_LEVITATION_HISTORICAL,ADVANCE_ARCANE_LEVITATION_PREREQ,ADVANCE_ARCANE_LEVITATION_STATISTICS,ADVANCE_ARCANE_LEVITATION_PREREQ
31,Dwarven Alliance,Fun,Iro,Feu,1,2,ICON_ADVANCE_DWARVEN_ALLIANCE,ADVANCE_DWARVEN_ALLIANCE_GAMEPLAY,ADVANCE_DWARVEN_ALLIANCE_HISTORICAL,ADVANCE_DWARVEN_ALLIANCE_PREREQ,ADVANCE_DWARVEN_ALLIANCE_STATISTICS,ADVANCE_DWARVEN_ALLIANCE_PREREQ
32,Spell Mastery,FP,NP,Sup,1,3,ICON_ADVANCE_SPELL_MASTERY,ADVANCE_SPELL_MASTERY_GAMEPLAY,ADVANCE_SPELL_MASTERY_HISTORICAL,ADVANCE_SPELL_MASTERY_PREREQ,ADVANCE_SPELL_MASTERY_STATISTICS,ADVANCE_SPELL_MASTERY_PREREQ
33,Millwork,Gen,Med,Cor,1,3,ICON_ADVANCE_MILLWORK,ADVANCE_MILLWORK_GAMEPLAY,ADVANCE_MILLWORK_HISTORICAL,ADVANCE_MILLWORK_PREREQ,ADVANCE_MILLWORK_STATISTICS,ADVANCE_MILLWORK_PREREQ
34,General Uprisings,Gue,Ind,Tac,1,0,ICON_ADVANCE_GENERAL_UPRISINGS,ADVANCE_GENERAL_UPRISINGS_GAMEPLAY,ADVANCE_GENERAL_UPRISINGS_HISTORICAL,ADVANCE_GENERAL_UPRISINGS_PREREQ,ADVANCE_GENERAL_UPRISINGS_STATISTICS,ADVANCE_GENERAL_UPRISINGS_PREREQ
35,Spell of Animation,Gun,Inv,Iro,1,0,ICON_ADVANCE_SPELL_OF_ANIMATION,ADVANCE_SPELL_OF_ANIMATION_GAMEPLAY,ADVANCE_SPELL_OF_ANIMATION_HISTORICAL,ADVANCE_SPELL_OF_ANIMATION_PREREQ,ADVANCE_SPELL_OF_ANIMATION_STATISTICS,ADVANCE_SPELL_OF_ANIMATION_PREREQ
36,Horseback Riding,Hor,nil,nil,0,0,ICON_ADVANCE_HORSEBACK_RIDING,ADVANCE_HORSEBACK_RIDING_GAMEPLAY,ADVANCE_HORSEBACK_RIDING_HISTORICAL,ADVANCE_HORSEBACK_RIDING_PREREQ,ADVANCE_HORSEBACK_RIDING_STATISTICS,ADVANCE_HORSEBACK_RIDING_PREREQ
37,Evanescant Craft,Ind,RR,Ban,1,1,ICON_ADVANCE_EVANESCANT_CRAFT,ADVANCE_EVANESCANT_CRAFT_GAMEPLAY,ADVANCE_EVANESCANT_CRAFT_HISTORICAL,ADVANCE_EVANESCANT_CRAFT_PREREQ,ADVANCE_EVANESCANT_CRAFT_STATISTICS,ADVANCE_EVANESCANT_CRAFT_PREREQ
38,Transmogrification,Inv,Eng,Lit,1,4,ICON_ADVANCE_TRANSMOGRIFICATION,ADVANCE_TRANSMOGRIFICATION_GAMEPLAY,ADVANCE_TRANSMOGRIFICATION_HISTORICAL,ADVANCE_TRANSMOGRIFICATION_PREREQ,ADVANCE_TRANSMOGRIFICATION_STATISTICS,ADVANCE_TRANSMOGRIFICATION_PREREQ
39,Iron Working,Iro,Bro,War,0,4,ICON_ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING_GAMEPLAY,ADVANCE_IRON_WORKING_HISTORICAL,ADVANCE_IRON_WORKING_PREREQ,ADVANCE_IRON_WORKING_STATISTICS,ADVANCE_IRON_WORKING_PREREQ
40,Artisanship,Lab 40,MP,Gue,1,2,ICON_ADVANCE_ARTISANSHIP,ADVANCE_ARTISANSHIP_GAMEPLAY,ADVANCE_ARTISANSHIP_HISTORICAL,ADVANCE_ARTISANSHIP_PREREQ,ADVANCE_ARTISANSHIP_STATISTICS,ADVANCE_ARTISANSHIP_PREREQ
41,Moonbeam Lens,Las,NP,MP,1,3,ICON_ADVANCE_MOONBEAM_LENS,ADVANCE_MOONBEAM_LENS_GAMEPLAY,ADVANCE_MOONBEAM_LENS_HISTORICAL,ADVANCE_MOONBEAM_LENS_PREREQ,ADVANCE_MOONBEAM_LENS_STATISTICS,ADVANCE_MOONBEAM_LENS_PREREQ
42,Swine Array,Ldr,Chi,Gun,1,0,ICON_ADVANCE_SWINE_ARRAY,ADVANCE_SWINE_ARRAY_GAMEPLAY,ADVANCE_SWINE_ARRAY_HISTORICAL,ADVANCE_SWINE_ARRAY_PREREQ,ADVANCE_SWINE_ARRAY_STATISTICS,ADVANCE_SWINE_ARRAY_PREREQ
43,Magical Inscription,Lit,Wri,CoL,0,3,ICON_ADVANCE_MAGICAL_INSCRIPTION,ADVANCE_MAGICAL_INSCRIPTION_GAMEPLAY,ADVANCE_MAGICAL_INSCRIPTION_HISTORICAL,ADVANCE_MAGICAL_INSCRIPTION_PREREQ,ADVANCE_MAGICAL_INSCRIPTION_STATISTICS,ADVANCE_MAGICAL_INSCRIPTION_PREREQ
44,Weaponcraft,Too,Stl,Tac,1,4,ICON_ADVANCE_WEAPONCRAFT,ADVANCE_WEAPONCRAFT_GAMEPLAY,ADVANCE_WEAPONCRAFT_HISTORICAL,ADVANCE_WEAPONCRAFT_PREREQ,ADVANCE_WEAPONCRAFT_STATISTICS,ADVANCE_WEAPONCRAFT_PREREQ
45,Astrocompass,Mag,Phy,Iro,1,3,ICON_ADVANCE_ASTROCOMPASS,ADVANCE_ASTROCOMPASS_GAMEPLAY,ADVANCE_ASTROCOMPASS_HISTORICAL,ADVANCE_ASTROCOMPASS_PREREQ,ADVANCE_ASTROCOMPASS_STATISTICS,ADVANCE_ASTROCOMPASS_PREREQ
46,Map Making,Map,Alp,nil,0,1,ICON_ADVANCE_MAP_MAKING,ADVANCE_MAP_MAKING_GAMEPLAY,ADVANCE_MAP_MAKING_HISTORICAL,ADVANCE_MAP_MAKING_PREREQ,ADVANCE_MAP_MAKING_STATISTICS,ADVANCE_MAP_MAKING_PREREQ
47,Masonry,Mas,nil,nil,0,4,ICON_ADVANCE_MASONRY,ADVANCE_MASONRY_GAMEPLAY,ADVANCE_MASONRY_HISTORICAL,ADVANCE_MASONRY_PREREQ,ADVANCE_MASONRY_STATISTICS,ADVANCE_MASONRY_PREREQ
48,Spell of Creation,MP,Aut,Cor,1,4,ICON_ADVANCE_SPELL_OF_CREATION,ADVANCE_SPELL_OF_CREATION_GAMEPLAY,ADVANCE_SPELL_OF_CREATION_HISTORICAL,ADVANCE_SPELL_OF_CREATION_PREREQ,ADVANCE_SPELL_OF_CREATION_STATISTICS,ADVANCE_SPELL_OF_CREATION_PREREQ
49,Mathematics,Mat,Alp,Mas,0,3,ICON_ADVANCE_MATHEMATICS,ADVANCE_MATHEMATICS_GAMEPLAY,ADVANCE_MATHEMATICS_HISTORICAL,ADVANCE_MATHEMATICS_PREREQ,ADVANCE_MATHEMATICS_STATISTICS,ADVANCE_MATHEMATICS_PREREQ
50,Medicine,Med 50,Phi,Tra,1,1,ICON_ADVANCE_MEDICINE,ADVANCE_MEDICINE_GAMEPLAY,ADVANCE_MEDICINE_HISTORICAL,ADVANCE_MEDICINE_PREREQ,ADVANCE_MEDICINE_STATISTICS,ADVANCE_MEDICINE_PREREQ
51,Spell of Purification,Met,Gun,Uni,1,0,ICON_ADVANCE_SPELL_OF_PURIFICATION,ADVANCE_SPELL_OF_PURIFICATION_GAMEPLAY,ADVANCE_SPELL_OF_PURIFICATION_HISTORICAL,ADVANCE_SPELL_OF_PURIFICATION_PREREQ,ADVANCE_SPELL_OF_PURIFICATION_STATISTICS,ADVANCE_SPELL_OF_PURIFICATION_PREREQ
52,Alliegance to the Sea,Min,Too,E2,1,4,ICON_ADVANCE_ALLIEGANCE_TO_THE_SEA,ADVANCE_ALLIEGANCE_TO_THE_SEA_GAMEPLAY,ADVANCE_ALLIEGANCE_TO_THE_SEA_HISTORICAL,ADVANCE_ALLIEGANCE_TO_THE_SEA_PREREQ,ADVANCE_ALLIEGANCE_TO_THE_SEA_STATISTICS,ADVANCE_ALLIEGANCE_TO_THE_SEA_PREREQ
53,Giant Warfare,Mob,Aut,Tac,1,0,ICON_ADVANCE_GIANT_WARFARE,ADVANCE_GIANT_WARFARE_GAMEPLAY,ADVANCE_GIANT_WARFARE_HISTORICAL,ADVANCE_GIANT_WARFARE_PREREQ,ADVANCE_GIANT_WARFARE_STATISTICS,ADVANCE_GIANT_WARFARE_PREREQ
54,Monarchy,Mon,Cer,CoL,0,2,ICON_ADVANCE_MONARCHY,ADVANCE_MONARCHY_GAMEPLAY,ADVANCE_MONARCHY_HISTORICAL,ADVANCE_MONARCHY_PREREQ,ADVANCE_MONARCHY_STATISTICS,ADVANCE_MONARCHY_PREREQ
55,Priesthood,MT,Phi,PT,1,2,ICON_ADVANCE_PRIESTHOOD,ADVANCE_PRIESTHOOD_GAMEPLAY,ADVANCE_PRIESTHOOD_HISTORICAL,ADVANCE_PRIESTHOOD_PREREQ,ADVANCE_PRIESTHOOD_STATISTICS,ADVANCE_PRIESTHOOD_PREREQ
56,Mysticism,Mys,Cer,nil,0,2,ICON_ADVANCE_MYSTICISM,ADVANCE_MYSTICISM_GAMEPLAY,ADVANCE_MYSTICISM_HISTORICAL,ADVANCE_MYSTICISM_PREREQ,ADVANCE_MYSTICISM_STATISTICS,ADVANCE_MYSTICISM_PREREQ
57,Navigation,Nav,Sea,Ast,1,1,ICON_ADVANCE_NAVIGATION,ADVANCE_NAVIGATION_GAMEPLAY,ADVANCE_NAVIGATION_HISTORICAL,ADVANCE_NAVIGATION_PREREQ,ADVANCE_NAVIGATION_STATISTICS,ADVANCE_NAVIGATION_PREREQ
58,War Spells,NF,Ato,Amp,1,3,ICON_ADVANCE_WAR_SPELLS,ADVANCE_WAR_SPELLS_GAMEPLAY,ADVANCE_WAR_SPELLS_HISTORICAL,ADVANCE_WAR_SPELLS_PREREQ,ADVANCE_WAR_SPELLS_STATISTICS,ADVANCE_WAR_SPELLS_PREREQ
59,Magical Power,NP,NF,E2,1,3,ICON_ADVANCE_MAGICAL_POWER,ADVANCE_MAGICAL_POWER_GAMEPLAY,ADVANCE_MAGICAL_POWER_HISTORICAL,ADVANCE_MAGICAL_POWER_PREREQ,ADVANCE_MAGICAL_POWER_STATISTICS,ADVANCE_MAGICAL_POWER_PREREQ
60,Natural Philosophy,Phi 60,Mys,Lit,1,2,ICON_ADVANCE_NATURAL_PHILOSOPHY,ADVANCE_NATURAL_PHILOSOPHY_GAMEPLAY,ADVANCE_NATURAL_PHILOSOPHY_HISTORICAL,ADVANCE_NATURAL_PHILOSOPHY_PREREQ,ADVANCE_NATURAL_PHILOSOPHY_STATISTICS,ADVANCE_NATURAL_PHILOSOPHY_PREREQ
61,Metaphysics,Phy,Nav,Lit,1,3,ICON_ADVANCE_METAPHYSICS,ADVANCE_METAPHYSICS_GAMEPLAY,ADVANCE_METAPHYSICS_HISTORICAL,ADVANCE_METAPHYSICS_PREREQ,ADVANCE_METAPHYSICS_STATISTICS,ADVANCE_METAPHYSICS_PREREQ
62,Fairy Fabric,Pla,Ref,Cmp,1,4,ICON_ADVANCE_FAIRY_FABRIC,ADVANCE_FAIRY_FABRIC_GAMEPLAY,ADVANCE_FAIRY_FABRIC_HISTORICAL,ADVANCE_FAIRY_FABRIC_PREREQ,ADVANCE_FAIRY_FABRIC_STATISTICS,ADVANCE_FAIRY_FABRIC_PREREQ
63,Plumbing,Plu  (Cst & Pot),no,no,1,4,ICON_ADVANCE_PLUMBING,ADVANCE_PLUMBING_GAMEPLAY,ADVANCE_PLUMBING_HISTORICAL,ADVANCE_PLUMBING_PREREQ,ADVANCE_PLUMBING_STATISTICS,ADVANCE_PLUMBING_PREREQ
64,Polytheism,PT,Cer,Hor,0,2,ICON_ADVANCE_POLYTHEISM,ADVANCE_POLYTHEISM_GAMEPLAY,ADVANCE_POLYTHEISM_HISTORICAL,ADVANCE_POLYTHEISM_PREREQ,ADVANCE_POLYTHEISM_STATISTICS,ADVANCE_POLYTHEISM_PREREQ
65,Pottery,Pot,nil,nil,0,1,ICON_ADVANCE_POTTERY,ADVANCE_POTTERY_GAMEPLAY,ADVANCE_POTTERY_HISTORICAL,ADVANCE_POTTERY_PREREQ,ADVANCE_POTTERY_STATISTICS,ADVANCE_POTTERY_PREREQ
66,Warp Spell,Rad,Fli,E1,1,4,ICON_ADVANCE_WARP_SPELL,ADVANCE_WARP_SPELL_GAMEPLAY,ADVANCE_WARP_SPELL_HISTORICAL,ADVANCE_WARP_SPELL_PREREQ,ADVANCE_WARP_SPELL_STATISTICS,ADVANCE_WARP_SPELL_PREREQ
67,Tunnelling,RR,SE,Bri,1,1,ICON_ADVANCE_TUNNELLING,ADVANCE_TUNNELLING_GAMEPLAY,ADVANCE_TUNNELLING_HISTORICAL,ADVANCE_TUNNELLING_PREREQ,ADVANCE_TUNNELLING_STATISTICS,ADVANCE_TUNNELLING_PREREQ
68,Sowing and Reaping,Rec,MP,Dem,1,2,ICON_ADVANCE_SOWING_AND_REAPING,ADVANCE_SOWING_AND_REAPING_GAMEPLAY,ADVANCE_SOWING_AND_REAPING_HISTORICAL,ADVANCE_SOWING_AND_REAPING_PREREQ,ADVANCE_SOWING_AND_REAPING_STATISTICS,ADVANCE_SOWING_AND_REAPING_PREREQ
69,Elemental Energy,Ref,Che,Cor,1,4,ICON_ADVANCE_ELEMENTAL_ENERGY,ADVANCE_ELEMENTAL_ENERGY_GAMEPLAY,ADVANCE_ELEMENTAL_ENERGY_HISTORICAL,ADVANCE_ELEMENTAL_ENERGY_PREREQ,ADVANCE_ELEMENTAL_ENERGY_STATISTICS,ADVANCE_ELEMENTAL_ENERGY_PREREQ
70,Fashioning Yggdrasil Wood,Rfg 70,E1,San,1,1,ICON_ADVANCE_FASHIONING_YGGDRASIL_WOOD,ADVANCE_FASHIONING_YGGDRASIL_WOOD_GAMEPLAY,ADVANCE_FASHIONING_YGGDRASIL_WOOD_HISTORICAL,ADVANCE_FASHIONING_YGGDRASIL_WOOD_PREREQ,ADVANCE_FASHIONING_YGGDRASIL_WOOD_STATISTICS,ADVANCE_FASHIONING_YGGDRASIL_WOOD_PREREQ
71,The Republic,Rep,CoL,Lit,0,2,ICON_ADVANCE_THE_REPUBLIC,ADVANCE_THE_REPUBLIC_GAMEPLAY,ADVANCE_THE_REPUBLIC_HISTORICAL,ADVANCE_THE_REPUBLIC_PREREQ,ADVANCE_THE_REPUBLIC_STATISTICS,ADVANCE_THE_REPUBLIC_PREREQ
72,Clockworks,Rob,Cmp,Mob,1,0,ICON_ADVANCE_CLOCKWORKS,ADVANCE_CLOCKWORKS_GAMEPLAY,ADVANCE_CLOCKWORKS_HISTORICAL,ADVANCE_CLOCKWORKS_PREREQ,ADVANCE_CLOCKWORKS_STATISTICS,ADVANCE_CLOCKWORKS_PREREQ
73,Fireball Incantation,Roc,AFl,E2,1,0,ICON_ADVANCE_FIREBALL_INCANTATION,ADVANCE_FIREBALL_INCANTATION_GAMEPLAY,ADVANCE_FIREBALL_INCANTATION_HISTORICAL,ADVANCE_FIREBALL_INCANTATION_PREREQ,ADVANCE_FIREBALL_INCANTATION_STATISTICS,ADVANCE_FIREBALL_INCANTATION_PREREQ
74,Sanitation,San,Med,Eng,1,1,ICON_ADVANCE_SANITATION,ADVANCE_SANITATION_GAMEPLAY,ADVANCE_SANITATION_HISTORICAL,ADVANCE_SANITATION_PREREQ,ADVANCE_SANITATION_STATISTICS,ADVANCE_SANITATION_PREREQ
75,Seafaring,Sea,Map,Pot,0,1,ICON_ADVANCE_SEAFARING,ADVANCE_SEAFARING_GAMEPLAY,ADVANCE_SEAFARING_HISTORICAL,ADVANCE_SEAFARING_PREREQ,ADVANCE_SEAFARING_STATISTICS,ADVANCE_SEAFARING_PREREQ
76,Space Flight,SFl,no,no,1,3,ICON_ADVANCE_SPACE_FLIGHT,ADVANCE_SPACE_FLIGHT_GAMEPLAY,ADVANCE_SPACE_FLIGHT_HISTORICAL,ADVANCE_SPACE_FLIGHT_PREREQ,ADVANCE_SPACE_FLIGHT_STATISTICS,ADVANCE_SPACE_FLIGHT_PREREQ
77,Transluscence Spell,Sth,U2,Rob,1,0,ICON_ADVANCE_TRANSLUSCENCE_SPELL,ADVANCE_TRANSLUSCENCE_SPELL_GAMEPLAY,ADVANCE_TRANSLUSCENCE_SPELL_HISTORICAL,ADVANCE_TRANSLUSCENCE_SPELL_PREREQ,ADVANCE_TRANSLUSCENCE_SPELL_STATISTICS,ADVANCE_TRANSLUSCENCE_SPELL_PREREQ
78,Metallurgy,SE,Phy,Inv,1,3,ICON_ADVANCE_METALLURGY,ADVANCE_METALLURGY_GAMEPLAY,ADVANCE_METALLURGY_HISTORICAL,ADVANCE_METALLURGY_PREREQ,ADVANCE_METALLURGY_STATISTICS,ADVANCE_METALLURGY_PREREQ
79,Plate Steel,Stl,E1,Ind,1,4,ICON_ADVANCE_PLATE_STEEL,ADVANCE_PLATE_STEEL_GAMEPLAY,ADVANCE_PLATE_STEEL_HISTORICAL,ADVANCE_PLATE_STEEL_PREREQ,ADVANCE_PLATE_STEEL_STATISTICS,ADVANCE_PLATE_STEEL_PREREQ
