cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str
10,Applied Math,ADVANCE_APPLIED_MATH,ADVANCE_ASTRONOMY,ADVANCE_BRICK_MAKING,0,0,ICON_ADVANCE_APPLIED_MATH,ADVANCE_APPLIED_MATH_GAMEPLAY,ADVANCE_APPLIED_MATH_HISTORICAL,ADVANCE_APPLIED_MATH_PREREQ,ADVANCE_APPLIED_MATH_STATISTICS,ADVANCE_APPLIED_MATH_STATISTICS
11,Aqueducts,ADVANCE_AQUEDUCTS,ADVANCE_WATER_LIFTS,ADVANCE_MASONRY,1,0,ICON_ADVANCE_AQUEDUCTS,ADVANCE_AQUEDUCTS_GAMEPLAY,ADVANCE_AQUEDUCTS_HISTORICAL,ADVANCE_AQUEDUCTS_PREREQ,ADVANCE_AQUEDUCTS_STATISTICS,ADVANCE_AQUEDUCTS_STATISTICS
12,Archery,ADVANCE_ARCHERY,ADVANCE_PROJECTILE_WEAPONS,ADVANCE_BRONZE_WORKING,1,0,ICON_ADVANCE_ARCHERY,ADVANCE_ARCHERY_GAMEPLAY,ADVANCE_ARCHERY_HISTORICAL,ADVANCE_ARCHERY_PREREQ,ADVANCE_ARCHERY_STATISTICS,ADVANCE_ARCHERY_STATISTICS
13,Architecture,ADVANCE_ARCHITECTURE,ADVANCE_APPLIED_MATH,ADVANCE_BRICK_MAKING,0,0,ICON_ADVANCE_ARCHITECTURE,ADVANCE_ARCHITECTURE_GAMEPLAY,ADVANCE_ARCHITECTURE_HISTORICAL,ADVANCE_ARCHITECTURE_PREREQ,ADVANCE_ARCHITECTURE_STATISTICS,ADVANCE_ARCHITECTURE_STATISTICS
14,Arcologies,ADVANCE_ARCOLOGIES,ADVANCE_ADV_URBAN_PLANNING,ADVANCE_ADVANCED_COMPOSITES,6,0,ICON_ADVANCE_ARCOLOGIES,ADVANCE_ARCOLOGIES_GAMEPLAY,ADVANCE_ARCOLOGIES_HISTORICAL,ADVANCE_ARCOLOGIES_PREREQ,ADVANCE_ARCOLOGIES_STATISTICS,ADVANCE_ARCOLOGIES_STATISTICS
15,Astrolabe,ADVANCE_ASTROLABE,ADVANCE_COMPASS,ADVANCE_GUNPOWDER,2,0,ICON_ADVANCE_ASTROLABE,ADVANCE_ASTROLABE_GAMEPLAY,ADVANCE_ASTROLABE_HISTORICAL,ADVANCE_ASTROLABE_PREREQ,ADVANCE_ASTROLABE_STATISTICS,ADVANCE_ASTROLABE_STATISTICS
16,Astronomy,ADVANCE_ASTRONOMY,ADVANCE_RELIGION,nil,0,0,ICON_ADVANCE_ASTRONOMY,ADVANCE_ASTRONOMY_GAMEPLAY,ADVANCE_ASTRONOMY_HISTORICAL,ADVANCE_ASTRONOMY_PREREQ,ADVANCE_ASTRONOMY_STATISTICS,ADVANCE_ASTRONOMY_STATISTICS
17,Ballista Towers,ADVANCE_BALLISTA_TOWERS,ADVANCE_MASONRY,ADVANCE_BALLISTICS,1,0,ICON_ADVANCE_BALLISTA_TOWERS,ADVANCE_BALLISTA_TOWERS_GAMEPLAY,ADVANCE_BALLISTA_TOWERS_HISTORICAL,ADVANCE_BALLISTA_TOWERS_PREREQ,ADVANCE_BALLISTA_TOWERS_STATISTICS,ADVANCE_BALLISTA_TOWERS_STATISTICS
18,Ballistics,ADVANCE_BALLISTICS,ADVANCE_WHEEL,ADVANCE_COMPOSITE_BOW,1,0,ICON_ADVANCE_BALLISTICS,ADVANCE_BALLISTICS_GAMEPLAY,ADVANCE_BALLISTICS_HISTORICAL,ADVANCE_BALLISTICS_PREREQ,ADVANCE_BALLISTICS_STATISTICS,ADVANCE_BALLISTICS_STATISTICS
19,Banking,ADVANCE_BANKING,ADVANCE_DARK_AGES,ADVANCE_MILLS,2,0,ICON_ADVANCE_BANKING,ADVANCE_BANKING_GAMEPLAY,ADVANCE_BANKING_HISTORICAL,ADVANCE_BANKING_PREREQ,ADVANCE_BANKING_STATISTICS,ADVANCE_BANKING_STATISTICS
20,Barracks,ADVANCE_BARRACKS,ADVANCE_BRONZE_WORKING,ADVANCE_PHILOSOPHY,1,0,ICON_ADVANCE_BARRACKS,ADVANCE_BARRACKS_GAMEPLAY,ADVANCE_BARRACKS_HISTORICAL,ADVANCE_BARRACKS_PREREQ,ADVANCE_BARRACKS_STATISTICS,ADVANCE_BARRACKS_STATISTICS
21,Biological Warfare,ADVANCE_BIO_WARFARE,ADVANCE_MEDICINE,ADVANCE_GLOBAL_ECONOMICS,5,0,ICON_ADVANCE_BIO_WARFARE,ADVANCE_BIO_WARFARE_GAMEPLAY,ADVANCE_BIO_WARFARE_HISTORICAL,ADVANCE_BIO_WARFARE_PREREQ,ADVANCE_BIO_WARFARE_STATISTICS,ADVANCE_BIO_WARFARE_STATISTICS
22,Brick Making,ADVANCE_BRICK_MAKING,ADVANCE_STONE_WORKING,ADVANCE_SLAVE_LABOR,0,0,ICON_ADVANCE_BRICK_MAKING,ADVANCE_BRICK_MAKING_GAMEPLAY,ADVANCE_BRICK_MAKING_HISTORICAL,ADVANCE_BRICK_MAKING_PREREQ,ADVANCE_BRICK_MAKING_STATISTICS,ADVANCE_BRICK_MAKING_STATISTICS
23,Bronze Working,ADVANCE_BRONZE_WORKING,ADVANCE_COPPER_SMELTING,ADVANCE_CHARIOTS,1,0,ICON_ADVANCE_BRONZE_WORKING,ADVANCE_BRONZE_WORKING_GAMEPLAY,ADVANCE_BRONZE_WORKING_HISTORICAL,ADVANCE_BRONZE_WORKING_PREREQ,ADVANCE_BRONZE_WORKING_STATISTICS,ADVANCE_BRONZE_WORKING_STATISTICS
24,Buddhism,ADVANCE_BUDDHISM,ADVANCE_PHILOSOPHY,nil,1,0,ICON_ADVANCE_BUDDHISM,ADVANCE_BUDDHISM_GAMEPLAY,ADVANCE_BUDDHISM_HISTORICAL,ADVANCE_BUDDHISM_PREREQ,ADVANCE_BUDDHISM_STATISTICS,ADVANCE_BUDDHISM_STATISTICS
25,Bureaucracy,ADVANCE_BUREAUCRACY,ADVANCE_REPUBLIC,ADVANCE_CONCRETE,1,0,ICON_ADVANCE_BUREAUCRACY,ADVANCE_BUREAUCRACY_GAMEPLAY,ADVANCE_BUREAUCRACY_HISTORICAL,ADVANCE_BUREAUCRACY_PREREQ,ADVANCE_BUREAUCRACY_STATISTICS,ADVANCE_BUREAUCRACY_STATISTICS
26,Caliphate,ADVANCE_CALIPHATE,ADVANCE_CLASSICAL_EDUCATION,ADVANCE_ISLAM,2,0,ICON_ADVANCE_CALIPHATE,ADVANCE_CALIPHATE_GAMEPLAY,ADVANCE_CALIPHATE_HISTORICAL,ADVANCE_CALIPHATE_PREREQ,ADVANCE_CALIPHATE_STATISTICS,ADVANCE_CALIPHATE_STATISTICS
27,Cannon Making,ADVANCE_CANNON_MAKING,ADVANCE_GUNPOWDER,ADVANCE_TRADE_GUILDS,3,0,ICON_ADVANCE_CANNON_MAKING,ADVANCE_CANNON_MAKING_GAMEPLAY,ADVANCE_CANNON_MAKING_HISTORICAL,ADVANCE_CANNON_MAKING_PREREQ,ADVANCE_CANNON_MAKING_STATISTICS,ADVANCE_CANNON_MAKING_STATISTICS
28,Cavalry Tactics,ADVANCE_CAVALRY_TACTICS,ADVANCE_CHIVALRY,ADVANCE_FLINTLOCK,4,0,ICON_ADVANCE_CAVALRY_TACTICS,ADVANCE_CAVALRY_TACTICS_GAMEPLAY,ADVANCE_CAVALRY_TACTICS_HISTORICAL,ADVANCE_CAVALRY_TACTICS_PREREQ,ADVANCE_CAVALRY_TACTICS_STATISTICS,ADVANCE_CAVALRY_TACTICS_STATISTICS
29,Ceremonial Burial,ADVANCE_CEREMONIAL_BURIAL,ADVANCE_RELIGION,nil,0,0,ICON_ADVANCE_CEREMONIAL_BURIAL,ADVANCE_CEREMONIAL_BURIAL_GAMEPLAY,ADVANCE_CEREMONIAL_BURIAL_HISTORICAL,ADVANCE_CEREMONIAL_BURIAL_PREREQ,ADVANCE_CEREMONIAL_BURIAL_STATISTICS,ADVANCE_CEREMONIAL_BURIAL_STATISTICS
30,Chaos Theory,ADVANCE_CHAOS_THEORY,ADVANCE_COMPUTER,ADVANCE_TECHNOCRACY,7,0,ICON_ADVANCE_CHAOS_THEORY,ADVANCE_CHAOS_THEORY_GAMEPLAY,ADVANCE_CHAOS_THEORY_HISTORICAL,ADVANCE_CHAOS_THEORY_PREREQ,ADVANCE_CHAOS_THEORY_STATISTICS,ADVANCE_CHAOS_THEORY_STATISTICS
31,Chariots,ADVANCE_CHARIOTS,ADVANCE_HORSE_RIDING,ADVANCE_WHEEL,0,0,ICON_ADVANCE_CHARIOTS,ADVANCE_CHARIOTS_GAMEPLAY,ADVANCE_CHARIOTS_HISTORICAL,ADVANCE_CHARIOTS_PREREQ,ADVANCE_CHARIOTS_STATISTICS,ADVANCE_CHARIOTS_STATISTICS
32,Chemistry,ADVANCE_CHEMISTRY,ADVANCE_OPTICS,ADVANCE_GUNPOWDER,3,0,ICON_ADVANCE_CHEMISTRY,ADVANCE_CHEMISTRY_GAMEPLAY,ADVANCE_CHEMISTRY_HISTORICAL,ADVANCE_CHEMISTRY_PREREQ,ADVANCE_CHEMISTRY_STATISTICS,ADVANCE_CHEMISTRY_STATISTICS
33,Chivalry,ADVANCE_CHIVALRY,ADVANCE_STIRRUP,ADVANCE_FEUDALISM,2,0,ICON_ADVANCE_CHIVALRY,ADVANCE_CHIVALRY_GAMEPLAY,ADVANCE_CHIVALRY_HISTORICAL,ADVANCE_CHIVALRY_PREREQ,ADVANCE_CHIVALRY_STATISTICS,ADVANCE_CHIVALRY_STATISTICS
34,Christianity,ADVANCE_CHRISTIANITY,ADVANCE_TRIBUNAL_EMPIRE,ADVANCE_JUDAISM,1,0,ICON_ADVANCE_CHRISTIANITY,ADVANCE_CHRISTIANITY_GAMEPLAY,ADVANCE_CHRISTIANITY_HISTORICAL,ADVANCE_CHRISTIANITY_PREREQ,ADVANCE_CHRISTIANITY_STATISTICS,ADVANCE_CHRISTIANITY_STATISTICS
35,Chronometer,ADVANCE_CHRONOMETER,ADVANCE_AGE_OF_DISCOVERY,ADVANCE_PERSPECTIVE,3,0,ICON_ADVANCE_CHRONOMETER,ADVANCE_CHRONOMETER_GAMEPLAY,ADVANCE_CHRONOMETER_HISTORICAL,ADVANCE_CHRONOMETER_PREREQ,ADVANCE_CHRONOMETER_STATISTICS,ADVANCE_CHRONOMETER_STATISTICS
36,City State,ADVANCE_CITY_STATE,ADVANCE_JURISPRUDENCE,ADVANCE_BRONZE_WORKING,0,0,ICON_ADVANCE_CITY_STATE,ADVANCE_CITY_STATE_GAMEPLAY,ADVANCE_CITY_STATE_HISTORICAL,ADVANCE_CITY_STATE_PREREQ,ADVANCE_CITY_STATE_STATISTICS,ADVANCE_CITY_STATE_STATISTICS
37,Civic Engineering,ADVANCE_CIVIC_ENGINEERING,ADVANCE_CONCRETE,ADVANCE_MATHEMATICAL_MODELING,1,0,ICON_ADVANCE_CIVIC_ENGINEERING,ADVANCE_CIVIC_ENGINEERING_GAMEPLAY,ADVANCE_CIVIC_ENGINEERING_HISTORICAL,ADVANCE_CIVIC_ENGINEERING_PREREQ,ADVANCE_CIVIC_ENGINEERING_STATISTICS,ADVANCE_CIVIC_ENGINEERING_STATISTICS
38,Classical Education,ADVANCE_CLASSICAL_EDUCATION,ADVANCE_MATHEMATICAL_MODELING,ADVANCE_MONARCHY,2,0,ICON_ADVANCE_CLASSICAL_EDUCATION,ADVANCE_CLASSICAL_EDUCATION_GAMEPLAY,ADVANCE_CLASSICAL_EDUCATION_HISTORICAL,ADVANCE_CLASSICAL_EDUCATION_PREREQ,ADVANCE_CLASSICAL_EDUCATION_STATISTICS,ADVANCE_CLASSICAL_EDUCATION_STATISTICS
39,Coastal Forts,ADVANCE_COASTAL_FORTS,ADVANCE_NAVAL_TACTICS,ADVANCE_ECONOMICS,4,0,ICON_ADVANCE_COASTAL_FORTS,ADVANCE_COASTAL_FORTS_GAMEPLAY,ADVANCE_COASTAL_FORTS_HISTORICAL,ADVANCE_COASTAL_FORTS_PREREQ,ADVANCE_COASTAL_FORTS_STATISTICS,ADVANCE_COASTAL_FORTS_STATISTICS
40,Combined Arms,ADVANCE_COMBINED_ARMS,ADVANCE_ADV_INFANTRY_TACTICS,ADVANCE_SUPERSONIC_FLIGHT,5,0,ICON_ADVANCE_COMBINED_ARMS,ADVANCE_COMBINED_ARMS_GAMEPLAY,ADVANCE_COMBINED_ARMS_HISTORICAL,ADVANCE_COMBINED_ARMS_PREREQ,ADVANCE_COMBINED_ARMS_STATISTICS,ADVANCE_COMBINED_ARMS_STATISTICS
41,Communism,ADVANCE_COMMUNISM,ADVANCE_ECONOMICS,ADVANCE_INDUSTRIAL_REVOLUTION,4,0,ICON_ADVANCE_COMMUNISM,ADVANCE_COMMUNISM_GAMEPLAY,ADVANCE_COMMUNISM_HISTORICAL,ADVANCE_COMMUNISM_PREREQ,ADVANCE_COMMUNISM_STATISTICS,ADVANCE_COMMUNISM_STATISTICS
42,Compass,ADVANCE_COMPASS,ADVANCE_OCEAN_FARING,ADVANCE_DARK_AGES,2,0,ICON_ADVANCE_COMPASS,ADVANCE_COMPASS_GAMEPLAY,ADVANCE_COMPASS_HISTORICAL,ADVANCE_COMPASS_PREREQ,ADVANCE_COMPASS_STATISTICS,ADVANCE_COMPASS_STATISTICS
43,Composite Bow,ADVANCE_COMPOSITE_BOW,ADVANCE_ARCHERY,ADVANCE_OLIGARCHY,1,0,ICON_ADVANCE_COMPOSITE_BOW,ADVANCE_COMPOSITE_BOW_GAMEPLAY,ADVANCE_COMPOSITE_BOW_HISTORICAL,ADVANCE_COMPOSITE_BOW_PREREQ,ADVANCE_COMPOSITE_BOW_STATISTICS,ADVANCE_COMPOSITE_BOW_STATISTICS
44,Computer,ADVANCE_COMPUTER,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_RADAR,6,0,ICON_ADVANCE_COMPUTER,ADVANCE_COMPUTER_GAMEPLAY,ADVANCE_COMPUTER_HISTORICAL,ADVANCE_COMPUTER_PREREQ,ADVANCE_COMPUTER_STATISTICS,ADVANCE_COMPUTER_STATISTICS
45,Concrete,ADVANCE_CONCRETE,ADVANCE_BALLISTA_TOWERS,ADVANCE_AQUEDUCTS,1,0,ICON_ADVANCE_CONCRETE,ADVANCE_CONCRETE_GAMEPLAY,ADVANCE_CONCRETE_HISTORICAL,ADVANCE_CONCRETE_PREREQ,ADVANCE_CONCRETE_STATISTICS,ADVANCE_CONCRETE_STATISTICS
46,Confucianism,ADVANCE_CONFUCIANISM,ADVANCE_ETHICS,nil,1,0,ICON_ADVANCE_CONFUCIANISM,ADVANCE_CONFUCIANISM_GAMEPLAY,ADVANCE_CONFUCIANISM_HISTORICAL,ADVANCE_CONFUCIANISM_PREREQ,ADVANCE_CONFUCIANISM_STATISTICS,ADVANCE_CONFUCIANISM_STATISTICS
47,Conservation,ADVANCE_CONSERVATION,ADVANCE_GLOBAL_ECONOMICS,ADVANCE_MASS_TRANSIT,5,0,ICON_ADVANCE_CONSERVATION,ADVANCE_CONSERVATION_GAMEPLAY,ADVANCE_CONSERVATION_HISTORICAL,ADVANCE_CONSERVATION_PREREQ,ADVANCE_CONSERVATION_STATISTICS,ADVANCE_CONSERVATION_STATISTICS
48,Copper Smelting,ADVANCE_COPPER_SMELTING,ADVANCE_MINING,ADVANCE_TRADE,0,0,ICON_ADVANCE_COPPER_SMELTING,ADVANCE_COPPER_SMELTING_GAMEPLAY,ADVANCE_COPPER_SMELTING_HISTORICAL,ADVANCE_COPPER_SMELTING_PREREQ,ADVANCE_COPPER_SMELTING_STATISTICS,ADVANCE_COPPER_SMELTING_STATISTICS
49,Corporate Republic,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_CORPORATION,ADVANCE_LEGAL_SYSTEM,5,0,ICON_ADVANCE_CORPORATE_REPUBLIC,ADVANCE_CORPORATE_REPUBLIC_GAMEPLAY,ADVANCE_CORPORATE_REPUBLIC_HISTORICAL,ADVANCE_CORPORATE_REPUBLIC_PREREQ,ADVANCE_CORPORATE_REPUBLIC_STATISTICS,ADVANCE_CORPORATE_REPUBLIC_STATISTICS
50,Corporation,ADVANCE_CORPORATION,ADVANCE_MASS_MEDIA,ADVANCE_MASS_PRODUCTION,5,0,ICON_ADVANCE_CORPORATION,ADVANCE_CORPORATION_GAMEPLAY,ADVANCE_CORPORATION_HISTORICAL,ADVANCE_CORPORATION_PREREQ,ADVANCE_CORPORATION_STATISTICS,ADVANCE_CORPORATION_STATISTICS
51,Cosmology,ADVANCE_COSMOLOGY,ADVANCE_APPLIED_MATH,ADVANCE_PHILOSOPHY,1,0,ICON_ADVANCE_COSMOLOGY,ADVANCE_COSMOLOGY_GAMEPLAY,ADVANCE_COSMOLOGY_HISTORICAL,ADVANCE_COSMOLOGY_PREREQ,ADVANCE_COSMOLOGY_STATISTICS,ADVANCE_COSMOLOGY_STATISTICS
52,Criminal Code,ADVANCE_CRIMINAL_CODE,ADVANCE_AGE_OF_REASON,ADVANCE_FLINTLOCK,3,0,ICON_ADVANCE_CRIMINAL_CODE,ADVANCE_CRIMINAL_CODE_GAMEPLAY,ADVANCE_CRIMINAL_CODE_HISTORICAL,ADVANCE_CRIMINAL_CODE_PREREQ,ADVANCE_CRIMINAL_CODE_STATISTICS,ADVANCE_CRIMINAL_CODE_STATISTICS
53,Crossbow,ADVANCE_CROSSBOW,ADVANCE_GREEK_FIRE,ADVANCE_FEUDALISM,2,0,ICON_ADVANCE_CROSSBOW,ADVANCE_CROSSBOW_GAMEPLAY,ADVANCE_CROSSBOW_HISTORICAL,ADVANCE_CROSSBOW_PREREQ,ADVANCE_CROSSBOW_STATISTICS,ADVANCE_CROSSBOW_STATISTICS
54,Currency,ADVANCE_CURRENCY,ADVANCE_TRADE,ADVANCE_COPPER_SMELTING,0,0,ICON_ADVANCE_CURRENCY,ADVANCE_CURRENCY_GAMEPLAY,ADVANCE_CURRENCY_HISTORICAL,ADVANCE_CURRENCY_PREREQ,ADVANCE_CURRENCY_STATISTICS,ADVANCE_CURRENCY_STATISTICS
55,Cybernetics,ADVANCE_CYBERNETICS,ADVANCE_EUGENICS,ADVANCE_NEURAL_INTERFACE,7,0,ICON_ADVANCE_CYBERNETICS,ADVANCE_CYBERNETICS_GAMEPLAY,ADVANCE_CYBERNETICS_HISTORICAL,ADVANCE_CYBERNETICS_PREREQ,ADVANCE_CYBERNETICS_STATISTICS,ADVANCE_CYBERNETICS_STATISTICS
56,Dark Ages,ADVANCE_DARK_AGES,ADVANCE_TRIBUNAL_EMPIRE,ADVANCE_CHRISTIANITY,2,0,ICON_ADVANCE_DARK_AGES,ADVANCE_DARK_AGES_GAMEPLAY,ADVANCE_DARK_AGES_HISTORICAL,ADVANCE_DARK_AGES_PREREQ,ADVANCE_DARK_AGES_STATISTICS,ADVANCE_DARK_AGES_STATISTICS
57,Democracy,ADVANCE_DEMOCRACY,ADVANCE_AGRICULTURAL_REVOLUTION,ADVANCE_CRIMINAL_CODE,4,0,ICON_ADVANCE_DEMOCRACY,ADVANCE_DEMOCRACY_GAMEPLAY,ADVANCE_DEMOCRACY_HISTORICAL,ADVANCE_DEMOCRACY_PREREQ,ADVANCE_DEMOCRACY_STATISTICS,ADVANCE_DEMOCRACY_STATISTICS
58,Dictatorship,ADVANCE_DICTATORSHIP,ADVANCE_BUREAUCRACY,ADVANCE_IRON_WORKING,1,0,ICON_ADVANCE_DICTATORSHIP,ADVANCE_DICTATORSHIP_GAMEPLAY,ADVANCE_DICTATORSHIP_HISTORICAL,ADVANCE_DICTATORSHIP_PREREQ,ADVANCE_DICTATORSHIP_STATISTICS,ADVANCE_DICTATORSHIP_STATISTICS
59,Digital Encryption,ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_ARCOLOGIES,ADVANCE_GLOBAL_COMMUNICATIONS,6,0,ICON_ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_DIGITAL_ENCRYPTION_GAMEPLAY,ADVANCE_DIGITAL_ENCRYPTION_HISTORICAL,ADVANCE_DIGITAL_ENCRYPTION_PREREQ,ADVANCE_DIGITAL_ENCRYPTION_STATISTICS,ADVANCE_DIGITAL_ENCRYPTION_STATISTICS
60,Domestication,ADVANCE_DOMESTICATION,nil,nil,0,0,ICON_ADVANCE_DOMESTICATION,ADVANCE_DOMESTICATION_GAMEPLAY,ADVANCE_DOMESTICATION_HISTORICAL,ADVANCE_DOMESTICATION_PREREQ,ADVANCE_DOMESTICATION_STATISTICS,ADVANCE_DOMESTICATION_STATISTICS
61,Drama,ADVANCE_DRAMA,ADVANCE_MONOTHEISM,ADVANCE_WRITING,0,0,ICON_ADVANCE_DRAMA,ADVANCE_DRAMA_GAMEPLAY,ADVANCE_DRAMA_HISTORICAL,ADVANCE_DRAMA_PREREQ,ADVANCE_DRAMA_STATISTICS,ADVANCE_DRAMA_STATISTICS
62,Dynasty,ADVANCE_DYNASTY,ADVANCE_WRITING,ADVANCE_GRANARIES,0,0,ICON_ADVANCE_DYNASTY,ADVANCE_DYNASTY_GAMEPLAY,ADVANCE_DYNASTY_HISTORICAL,ADVANCE_DYNASTY_PREREQ,ADVANCE_DYNASTY_STATISTICS,ADVANCE_DYNASTY_STATISTICS
63,Economics,ADVANCE_ECONOMICS,ADVANCE_TRADE_GUILDS,ADVANCE_DEMOCRACY,3,0,ICON_ADVANCE_ECONOMICS,ADVANCE_ECONOMICS_GAMEPLAY,ADVANCE_ECONOMICS_HISTORICAL,ADVANCE_ECONOMICS_PREREQ,ADVANCE_ECONOMICS_STATISTICS,ADVANCE_ECONOMICS_STATISTICS
64,Eco-Religion,ADVANCE_ECO_RELIGION,ADVANCE_AI_SURVEILLANCE,ADVANCE_NEURAL_REPROGRAMMING,8,0,ICON_ADVANCE_ECO_RELIGION,ADVANCE_ECO_RELIGION_GAMEPLAY,ADVANCE_ECO_RELIGION_HISTORICAL,ADVANCE_ECO_RELIGION_PREREQ,ADVANCE_ECO_RELIGION_STATISTICS,ADVANCE_ECO_RELIGION_STATISTICS
65,Ecotopia,ADVANCE_ECOTOPIA,ADVANCE_NANO_MACHINES,ADVANCE_ECO_RELIGION,8,0,ICON_ADVANCE_ECOTOPIA,ADVANCE_ECOTOPIA_GAMEPLAY,ADVANCE_ECOTOPIA_HISTORICAL,ADVANCE_ECOTOPIA_PREREQ,ADVANCE_ECOTOPIA_STATISTICS,ADVANCE_ECOTOPIA_STATISTICS
66,Electricity,ADVANCE_ELECTRICITY,ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_PHYSICS,4,0,ICON_ADVANCE_ELECTRICITY,ADVANCE_ELECTRICITY_GAMEPLAY,ADVANCE_ELECTRICITY_HISTORICAL,ADVANCE_ELECTRICITY_PREREQ,ADVANCE_ELECTRICITY_STATISTICS,ADVANCE_ELECTRICITY_STATISTICS
