cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
13,Bomber,1,10,7a,7d,15h,3f,26,ADVANCE_JET_PROPULSION,ICON_UNIT_BOMBER,SPRITE_BOMBER,SOUND_SELECT1_BOMBER,SOUND_MOVE_BOMBER,SOUND_ATTACK_BOMBER
14,Brigadier,0,3,8a,6d,15h,3f,10,ADVANCE_HEXTAPUL,ICON_UNIT_BRIGADIER,SPRITE_BRIGADIER,SOUND_SELECT1_BRIGADIER,SOUND_MOVE_BRIGADIER,SOUND_ATTACK_BRIGADIER
15,Camel,0,1,0a,1d,5h,1f,10,ADVANCE_SUBNEURAL_ADS,ICON_UNIT_CAMEL,SPRITE_CAMEL,SOUND_SELECT1_CAMEL,SOUND_MOVE_CAMEL,SOUND_ATTACK_CAMEL
16,Cannon,0,1,2a,3d,12h,3f,13,ADVANCE_CANNON_MAKING,ICON_UNIT_CANNON,SPRITE_CANNON,SOUND_SELECT1_CANNON,SOUND_MOVE_CANNON,SOUND_ATTACK_CANNON
17,Caravan,0,1,0a,0d,10h,0f,4,ADVANCE_TRADE,ICON_UNIT_CARAVAN,SPRITE_WARRIOR,SOUND_SELECT1_CARAVAN,SOUND_MOVE_CARAVAN,SOUND_ATTACK_CARAVAN
18,Cargo Helicopter,1,6,0a,2d,15h,1f,17,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT,ICON_UNIT_CARGO_HELICOPTER,SPRITE_CARGO_HELICOPTER,SOUND_SELECT1_CARGO_HELICOPTER,SOUND_MOVE_CARGO_HELICOPTER,SOUND_ATTACK_CARGO_HELICOPTER
19,Cataphract,0,4,6a,4d,14h,2f,8,ADVANCE_STIRRUP,ICON_UNIT_CATAPHRACT,SPRITE_CATAPHRACT,SOUND_SELECT1_CATAPHRACT,SOUND_MOVE_CATAPHRACT,SOUND_ATTACK_CATAPHRACT
20,Cavalry,0,5,9a,6d,18h,3f,14,ADVANCE_CAVALRY_TACTICS,ICON_UNIT_CAVALRY,SPRITE_CAVALRY,SOUND_SELECT1_CAVALRY,SOUND_MOVE_CAVALRY,SOUND_ATTACK_CAVALRY
21,Chariot,0,3,5a,2d,10h,1f,3,ADVANCE_CHARIOTS,ICON_UNIT_CHARIOT,SPRITE_CHARIOT,SOUND_SELECT1_CHARIOT,SOUND_MOVE_CHARIOT,SOUND_ATTACK_CHARIOT
23,Cleric,0,3,0a,2d,10h,1f,14,ADVANCE_CHRISTIANITY,ICON_UNIT_CLERIC,SPRITE_CLERIC,SOUND_SELECT1_CLERIC,SOUND_MOVE_CLERIC,SOUND_ATTACK_CLERIC
24,Club Warrior,0,1,3a,2d,10h,1f,1,ADVANCE_AGRICULTURE,ICON_UNIT_CLUB_WARRIOR,SPRITE_CLUB_WARRIOR,SOUND_SELECT1_CLUB_WARRIOR,SOUND_MOVE_CLUB_WARRIOR,SOUND_ATTACK_CLUB_WARRIOR
25,Elite Club Warrior,0,2,4a,3d,12h,1f,1,ADVANCE_HEXTAPUL,ICON_UNIT_CLUB_WARRIOR_ELITE,SPRITE_CLUB_WARRIOR_ELITE,SOUND_SELECT1_CLUB_WARRIOR_ELITE,SOUND_MOVE_CLUB_WARRIOR_ELITE,SOUND_ATTACK_CLUB_WARRIOR_ELITE
26,Cog,2,7,3a,3d,10h,1f,6,ADVANCE_COMPASS,ICON_UNIT_COG,SPRITE_COG,SOUND_SELECT1_COG,SOUND_MOVE_COG,SOUND_ATTACK_COG
27,Colonel,0,4,10a,8d,18h,4f,10,ADVANCE_HEXTAPUL,ICON_UNIT_COLONEL,SPRITE_COLONEL,SOUND_SELECT1_COLONEL,SOUND_MOVE_COLONEL,SOUND_ATTACK_COLONEL
28,Composite Archer,0,1,2a,2d,10h,2f,6,ADVANCE_COMPOSITE_BOW,ICON_UNIT_COMPOSITE_ARCHER,SPRITE_COMPOSITE_ARCHER,SOUND_SELECT1_COMPOSITE_ARCHER,SOUND_MOVE_COMPOSITE_ARCHER,SOUND_ATTACK_COMPOSITE_ARCHER
29,Conscript,0,2,10a,8d,19h,3f,11,ADVANCE_DEMOCRACY,ICON_UNIT_CONSCRIPT,SPRITE_CONSCRIPT,SOUND_SELECT1_CONSCRIPT,SOUND_MOVE_CONSCRIPT,SOUND_ATTACK_CONSCRIPT
30,Corporate Branch,0,3,0a,2d,10h,1f,17,ADVANCE_CORPORATION,ICON_UNIT_CORPORATE_BRANCH,SPRITE_CORPORATE_BRANCH,SOUND_SELECT1_CORPORATE_BRANCH,SOUND_MOVE_CORPORATE_BRANCH,SOUND_ATTACK_CORPORATE_BRANCH
31,Crawler,2,12,0a,2d,20h,1f,45,ADVANCE_ULTRAPRESSURE_MACHINERY,ICON_UNIT_CRAWLER,SPRITE_CRAWLER,SOUND_SELECT1_CRAWLER,SOUND_MOVE_CRAWLER,SOUND_ATTACK_CRAWLER
32,Crossbowman,0,1,2a,3d,12h,2f,7,ADVANCE_CROSSBOW,ICON_UNIT_CROSSBOWMAN,SPRITE_CROSSBOWMAN,SOUND_SELECT1_CROSSBOWMAN,SOUND_MOVE_CROSSBOWMAN,SOUND_ATTACK_CROSSBOWMAN
33,Cruise Missile,1,10,13a,2d,10h,4f,21,ADVANCE_GUIDED_WEAPON_SYSTEMS,ICON_UNIT_CRUISE_MISSILE,SPRITE_CRUISE_MISSILE,SOUND_SELECT1_CRUISE_MISSILE,SOUND_MOVE_CRUISE_MISSILE,SOUND_ATTACK_CRUISE_MISSILE
34,Cyber Attorney,0,3,0a,2d,10h,1f,21,ADVANCE_DIGITAL_ENCRYPTION,ICON_UNIT_CYBER_ATTORNEY,SPRITE_CYBER_ATTORNEY,SOUND_SELECT1_CYBER_ATTORNEY,SOUND_MOVE_CYBER_ATTORNEY,SOUND_ATTACK_CYBER_ATTORNEY
35,Cyber Ninja,0,4,0a,2d,15h,1f,30,ADVANCE_NEURAL_INTERFACE,ICON_UNIT_CYBER_NINJA,SPRITE_CYBER_NINJA,SOUND_SELECT1_CYBER_NINJA,SOUND_MOVE_CYBER_NINJA,SOUND_ATTACK_CYBER_NINJA
36,Destroyer,2,16,11a,9d,20h,4f,25,ADVANCE_RADIO_NAVIGATION,ICON_UNIT_DESTROYER,SPRITE_DESTROYER,SOUND_SELECT1_DESTROYER,SOUND_MOVE_DESTROYER,SOUND_ATTACK_DESTROYER
37,Dinosaur,0,1,5a,2d,10h,1f,2,ADVANCE_HEXTAPUL,ICON_UNIT_WARRIOR,SPRITE_WARRIOR,SOUND_SELECT1_DINOSAUR,SOUND_MOVE_DINOSAUR,SOUND_ATTACK_DINOSAUR
38,Diplomat,0,2,0a,2d,10h,1f,3,ADVANCE_DYNASTY,ICON_UNIT_DIPLOMAT,SPRITE_DIPLOMAT,SOUND_SELECT1_DIPLOMAT,SOUND_MOVE_DIPLOMAT,SOUND_ATTACK_DIPLOMAT
39,Dreadnaught,2,12,20a,17d,25h,6f,70,ADVANCE_SMART_MATERIALS,ICON_UNIT_DREADNAUGHT,SPRITE_DREADNAUGHT,SOUND_SELECT1_DREADNAUGHT,SOUND_MOVE_DREADNAUGHT,SOUND_ATTACK_DREADNAUGHT
40,Dromon,2,8,6a,4d,15h,1f,7,ADVANCE_GREEK_FIRE,ICON_UNIT_DROMON,SPRITE_DROMON,SOUND_SELECT1_DROMON,SOUND_MOVE_DROMON,SOUND_ATTACK_DROMON
41,Early Galley,2,5,2a,2d,10h,1f,2,ADVANCE_OARED_GALLEYS,ICON_UNIT_EARLY_GALLEY,SPRITE_EARLY_GALLEY,SOUND_SELECT1_EARLY_GALLEY,SOUND_MOVE_EARLY_GALLEY,SOUND_ATTACK_EARLY_GALLEY
42,Eco-Ranger,0,3,0a,2d,15h,1f,45,ADVANCE_ECOTOPIA,ICON_UNIT_ECO_RANGER,SPRITE_ECO_RANGER,SOUND_SELECT1_ECO_RANGER,SOUND_MOVE_ECO_RANGER,SOUND_ATTACK_ECO_RANGER
43,Eco-Terrorist,0,4,0a,2d,15h,1f,40,ADVANCE_ECOTOPIA,ICON_UNIT_ECO_TERRORIST,SPRITE_ECO_TERRORIST,SOUND_SELECT1_ECO_TERRORIST,SOUND_MOVE_ECO_TERRORIST,SOUND_ATTACK_ECO_TERRORIST
44,War Elephant,0,2,6a,4d,14h,1f,5,ADVANCE_OLIGARCHY,ICON_UNIT_ELEPHANT_WARRIOR,SPRITE_ELEPHANT_WARRIOR,SOUND_SELECT1_ELEPHANT_WARRIOR,SOUND_MOVE_ELEPHANT_WARRIOR,SOUND_ATTACK_ELEPHANT_WARRIOR
45,Emissary,0,2,0a,2d,10h,1f,1,ADVANCE_EXPLORATION,ICON_UNIT_EMISSARY,SPRITE_EMISSARY,SOUND_SELECT1_EMISSARY,SOUND_MOVE_EMISSARY,SOUND_ATTACK_EMISSARY
46,Empathic Diplomat,0,3,0a,2d,10h,1f,17,ADVANCE_EUGENICS,ICON_UNIT_EMPATHIC_DIPLOMAT,SPRITE_EMPATHIC_DIPLOMAT,SOUND_SELECT1_EMPATHIC_DIPLOMAT,SOUND_MOVE_EMPATHIC_DIPLOMAT,SOUND_ATTACK_EMPATHIC_DIPLOMAT
47,Fascist,0,2,13a,9d,23h,3f,13,ADVANCE_FASCISM,ICON_UNIT_FASCIST,SPRITE_FASCIST,SOUND_SELECT1_FASCIST,SOUND_MOVE_FASCIST,SOUND_ATTACK_FASCIST
48,Fighter,1,8,10a,9d,20h,3f,17,ADVANCE_AERODYNAMICS,ICON_UNIT_FIGHTER,SPRITE_FIGHTER,SOUND_SELECT1_FIGHTER,SOUND_MOVE_FIGHTER,SOUND_ATTACK_FIGHTER
49,Subchaser,2,10,10a,8d,20h,4f,23,ADVANCE_MASS_PRODUCTION,ICON_UNIT_FRIGATE,SPRITE_FRIGATE,SOUND_SELECT1_FRIGATE,SOUND_MOVE_FRIGATE,SOUND_ATTACK_FRIGATE
50,Fusion Tank,2,6,14a,13d,23h,4f,60,ADVANCE_FUSION,ICON_UNIT_FUSION_TANK,SPRITE_FUSION_TANK,SOUND_SELECT1_FUSION_TANK,SOUND_MOVE_FUSION_TANK,SOUND_ATTACK_FUSION_TANK
51,Galleon,2,8,7a,5d,15h,2f,10,ADVANCE_AGE_OF_DISCOVERY,ICON_UNIT_GALLEON,SPRITE_GALLEON,SOUND_SELECT1_GALLEON,SOUND_MOVE_GALLEON,SOUND_ATTACK_GALLEON
52,Galley,2,8,7a,4d,15h,1f,8,ADVANCE_ASTROLABE,ICON_UNIT_GALLEY,SPRITE_GALLEY,SOUND_SELECT1_GALLEY,SOUND_MOVE_GALLEY,SOUND_ATTACK_GALLEY
53,Great General,0,3,6a,6d,20h,2f,15,ADVANCE_HEXTAPUL,ICON_UNIT_GREAT_GENERAL,SPRITE_GREAT_GENERAL,SOUND_SELECT1_GREAT_GENERAL,SOUND_MOVE_GREAT_GENERAL,SOUND_ATTACK_GREAT_GENERAL
54,Great King,0,3,5a,3d,18h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_GREAT_KING,SPRITE_GREAT_KING,SOUND_SELECT1_GREAT_KING,SOUND_MOVE_GREAT_KING,SOUND_ATTACK_GREAT_KING
55,Halberdier,0,1,4a,5d,17h,2f,6,ADVANCE_GUNPOWDER,ICON_UNIT_HALBERDIER,SPRITE_HALBERDIER,SOUND_SELECT1_HALBERDIER,SOUND_MOVE_HALBERDIER,SOUND_ATTACK_HALBERDIER
56,Elite Halberdier,0,2,5a,6d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_HALBERDIER_ELITE,SPRITE_HALBERDIER_ELITE,SOUND_SELECT1_HALBERDIER_ELITE,SOUND_MOVE_HALBERDIER_ELITE,SOUND_ATTACK_HALBERDIER_ELITE
57,Heavy Tank,0,5,12a,10d,20h,3f,40,ADVANCE_COMBINED_ARMS,ICON_UNIT_HEAVY_TANK,SPRITE_HEAVY_TANK,SOUND_SELECT1_HEAVY_TANK,SOUND_MOVE_HEAVY_TANK,SOUND_ATTACK_HEAVY_TANK
58,Hero,0,3,8a,8d,20h,2f,10,ADVANCE_HEXTAPUL,ICON_UNIT_HERO,SPRITE_HERO,SOUND_SELECT1_HERO,SOUND_MOVE_HERO,SOUND_ATTACK_HERO
59,Hired Thug,0,3,0a,2d,10h,1f,18,ADVANCE_CITY_STATE,ICON_UNIT_HIRED_THUG,SPRITE_HIRED_THUG,SOUND_SELECT1_HIRED_THUG,SOUND_MOVE_HIRED_THUG,SOUND_ATTACK_HIRED_THUG
60,Hoplite,0,1,3a,4d,12h,1f,2,ADVANCE_BRONZE_WORKING,ICON_UNIT_HOPLITE,SPRITE_HOPLITE,SOUND_SELECT1_HOPLITE,SOUND_MOVE_HOPLITE,SOUND_ATTACK_HOPLITE
61,Elite Hoplite,0,2,4a,5d,14h,1f,2,ADVANCE_HEXTAPUL,ICON_UNIT_HOPLITE_ELITE,SPRITE_HOPLITE_ELITE,SOUND_SELECT1_HOPLITE_ELITE,SOUND_MOVE_HOPLITE_ELITE,SOUND_ATTACK_HOPLITE_ELITE
62,Hoplite Militia,0,1,3a,4d,40h,1f,2,ADVANCE_HEXTAPUL,ICON_UNIT_HOPLITE_MILITIA,SPRITE_HOPLITE,SOUND_SELECT1_HOPLITE_MILITIA,SOUND_MOVE_HOPLITE_MILITIA,SOUND_ATTACK_HOPLITE_MILITIA
63,Horseman,0,3,5a,3d,12h,1f,6,ADVANCE_HORSE_ARMOR,ICON_UNIT_HORSEMAN,SPRITE_HORSEMAN,SOUND_SELECT1_HORSEMAN,SOUND_MOVE_HORSEMAN,SOUND_ATTACK_HORSEMAN
64,Hover Infantry,0,4,17a,14d,25h,4f,28,ADVANCE_CHAOS_THEORY,ICON_UNIT_HOVER_INFANTRY,SPRITE_HOVER_INFANTRY,SOUND_SELECT1_HOVER_INFANTRY,SOUND_MOVE_HOVER_INFANTRY,SOUND_ATTACK_HOVER_INFANTRY
65,Elite Hover Infantry,0,5,19a,16d,28h,4f,28,ADVANCE_HEXTAPUL,ICON_UNIT_HOVER_INFANTRY_ELITE,SPRITE_HOVER_INFANTRY_ELITE,SOUND_SELECT1_HOVER_INFANTRY_ELITE,SOUND_MOVE_HOVER_INFANTRY_ELITE,SOUND_ATTACK_HOVER_INFANTRY_ELITE
66,Hover Infantry Militia,0,1,8a,9d,30h,4f,28,ADVANCE_HEXTAPUL,ICON_UNIT_HOVER_INFANTRY_MILITIA,SPRITE_HOVER_INFANTRY,SOUND_SELECT1_HOVER_INFANTRY_MILITIA,SOUND_MOVE_HOVER_INFANTRY_MILITIA,SOUND_ATTACK_HOVER_INFANTRY_MILITIA
67,Howitzer,0,2,3a,5d,15h,3f,17,ADVANCE_EXPLOSIVES,ICON_UNIT_HOWITZER,SPRITE_HOWITZER,SOUND_SELECT1_HOWITZER,SOUND_MOVE_HOWITZER,SOUND_ATTACK_HOWITZER
68,Hypaspists,0,1,5a,4d,12h,1f,4,ADVANCE_BARRACKS,ICON_UNIT_HYPASPISTS,SPRITE_HYPASPISTS,SOUND_SELECT1_HYPASPISTS,SOUND_MOVE_HYPASPISTS,SOUND_ATTACK_HYPASPISTS
69,Elite Hypaspist,0,2,6a,5d,14h,1f,4,ADVANCE_HEXTAPUL,ICON_UNIT_HYPASPISTS_ELITE,SPRITE_HYPASPISTS_ELITE,SOUND_SELECT1_HYPASPISTS_ELITE,SOUND_MOVE_HYPASPISTS_ELITE,SOUND_ATTACK_HYPASPISTS_ELITE
70,Infantryman,0,1,9a,8d,18h,3f,11,ADVANCE_FLINTLOCK,ICON_UNIT_INFANTRYMAN,SPRITE_INFANTRYMAN,SOUND_SELECT1_INFANTRYMAN,SOUND_MOVE_INFANTRYMAN,SOUND_ATTACK_INFANTRYMAN
71,Elite Infantry,0,2,10a,9d,20h,3f,11,ADVANCE_HEXTAPUL,ICON_UNIT_INFANTRYMAN_ELITE,SPRITE_INFANTRYMAN_ELITE,SOUND_SELECT1_INFANTRYMAN_ELITE,SOUND_MOVE_INFANTRYMAN_ELITE,SOUND_ATTACK_INFANTRYMAN_ELITE
72,Infantryman Militia,0,1,6a,7d,30h,3f,11,ADVANCE_HEXTAPUL,ICON_UNIT_INFANTRYMAN_MILITIA,SPRITE_INFANTRYMAN,SOUND_SELECT1_INFANTRYMAN_MILITIA,SOUND_MOVE_INFANTRYMAN_MILITIA,SOUND_ATTACK_INFANTRYMAN_MILITIA
73,Infector,0,3,0a,2d,15h,1f,35,ADVANCE_BIO_WARFARE,ICON_UNIT_INFECTOR,SPRITE_INFECTOR,SOUND_SELECT1_INFECTOR,SOUND_MOVE_INFECTOR,SOUND_ATTACK_INFECTOR
74,Interceptor,1,12,13a,13d,20h,4f,29,ADVANCE_SUPERSONIC_FLIGHT,ICON_UNIT_INTERCEPTOR,SPRITE_INTERCEPTOR,SOUND_SELECT1_INTERCEPTOR,SOUND_MOVE_INTERCEPTOR,SOUND_ATTACK_INTERCEPTOR
75,Ironclad,2,8,8a,8d,18h,3f,17,ADVANCE_INDUSTRIAL_REVOLUTION,ICON_UNIT_IRONCLAD,SPRITE_IRONCLAD,SOUND_SELECT1_IRONCLAD,SOUND_MOVE_IRONCLAD,SOUND_ATTACK_IRONCLAD
76,Janissary,0,2,7a,6d,18h,2f,6,ADVANCE_CALIPHATE,ICON_UNIT_JANISSARY,SPRITE_JANISSARY,SOUND_SELECT1_JANISSARY,SOUND_MOVE_JANISSARY,SOUND_ATTACK_JANISSARY
77,Javelin Cavalry,0,2,3a,2d,10h,1f,2,ADVANCE_HORSE_RIDING,ICON_UNIT_JAVELIN_CAVALRY,SPRITE_JAVELIN_CAVALRY,SOUND_SELECT1_JAVELIN_CAVALRY,SOUND_MOVE_JAVELIN_CAVALRY,SOUND_ATTACK_JAVELIN_CAVALRY
78,King's Eye,0,2,0a,2d,10h,1f,13,ADVANCE_FEUDALISM,ICON_UNIT_KINGS_EYE,SPRITE_KINGS_EYE,SOUND_SELECT1_KINGS_EYE,SOUND_MOVE_KINGS_EYE,SOUND_ATTACK_KINGS_EYE
79,Knight,0,3,8a,5d,15h,2f,9,ADVANCE_CHIVALRY,ICON_UNIT_KNIGHT,SPRITE_KNIGHT,SOUND_SELECT1_KNIGHT,SOUND_MOVE_KNIGHT,SOUND_ATTACK_KNIGHT
80,Kraken,2,12,16a,12d,25h,5f,52,ADVANCE_GENETIC_TAILORING,ICON_UNIT_KRAKEN,SPRITE_KRAKEN,SOUND_SELECT1_KRAKEN,SOUND_MOVE_KRAKEN,SOUND_ATTACK_KRAKEN
81,Lawyer,0,3,0a,2d,10h,1f,17,ADVANCE_CRIMINAL_CODE,ICON_UNIT_LAWYER,SPRITE_LAWYER,SOUND_SELECT1_LAWYER,SOUND_MOVE_LAWYER,SOUND_ATTACK_LAWYER
82,Legal Team,0,3,0a,2d,10h,1f,19,ADVANCE_LEGAL_SYSTEM,ICON_UNIT_LEGAL_TEAM,SPRITE_LEGAL_TEAM,SOUND_SELECT1_LEGAL_TEAM,SOUND_MOVE_LEGAL_TEAM,SOUND_ATTACK_LEGAL_TEAM
83,Legion,0,1,6a,5d,15h,2f,5,ADVANCE_IRON_WORKING,ICON_UNIT_LEGION,SPRITE_LEGION,SOUND_SELECT1_LEGION,SOUND_MOVE_LEGION,SOUND_ATTACK_LEGION
84,Elite Legion,0,2,7a,6d,17h,2f,5,ADVANCE_HEXTAPUL,ICON_UNIT_LEGION_ELITE,SPRITE_LEGION_ELITE,SOUND_SELECT1_LEGION_ELITE,SOUND_MOVE_LEGION_ELITE,SOUND_ATTACK_LEGION_ELITE
85,Legion Militia,0,1,4a,5d,30h,2f,5,ADVANCE_HEXTAPUL,ICON_UNIT_LEGION_MILITIA,SPRITE_LEGION,SOUND_SELECT1_LEGION_MILITIA,SOUND_MOVE_LEGION_MILITIA,SOUND_ATTACK_LEGION_MILITIA
86,Leviathan,0,1,12a,20d,25h,5f,70,ADVANCE_UNIFIED_PHYSICS,ICON_UNIT_LEVIATHON,SPRITE_LEVIATHON,SOUND_SELECT1_LEVIATHON,SOUND_MOVE_LEVIATHON,SOUND_ATTACK_LEVIATHON
87,Longship,2,10,2a,2d,10h,1f,5,ADVANCE_OCEAN_FARING,ICON_UNIT_LONGSHIP,SPRITE_LONGSHIP,SOUND_SELECT1_LONGSHIP,SOUND_MOVE_LONGSHIP,SOUND_ATTACK_LONGSHIP
88,Machine Gunner,0,2,12a,10d,20h,3f,14,ADVANCE_MASS_PRODUCTION,ICON_UNIT_MACHINE_GUNNER,SPRITE_MACHINE_GUNNER,SOUND_SELECT1_MACHINE_GUNNER,SOUND_MOVE_MACHINE_GUNNER,SOUND_ATTACK_MACHINE_GUNNER
89,Elite Machine Gunner,0,3,13a,11d,22h,3f,14,ADVANCE_HEXTAPUL,ICON_UNIT_MACHINE_GUNNER_ELITE,SPRITE_MACHINE_GUNNER_ELITE,SOUND_SELECT1_MACHINE_GUNNER_ELITE,SOUND_MOVE_MACHINE_GUNNER_ELITE,SOUND_ATTACK_MACHINE_GUNNER_ELITE
90,Machine Gunner Militia,0,1,7a,8d,30h,3f,14,ADVANCE_HEXTAPUL,ICON_UNIT_MACHINE_GUNNER_MILITIA,SPRITE_MACHINE_GUNNER,SOUND_SELECT1_MACHINE_GUNNER_MILITIA,SOUND_MOVE_MACHINE_GUNNER_MILITIA,SOUND_ATTACK_MACHINE_GUNNER_MILITIA
91,Man at Arms,0,1,7a,6d,16h,2f,6,ADVANCE_FEUDALISM,ICON_UNIT_MAN_AT_ARMS,SPRITE_MAN_AT_ARMS,SOUND_SELECT1_MAN_AT_ARMS,SOUND_MOVE_MAN_AT_ARMS,SOUND_ATTACK_MAN_AT_ARMS
92,Elite Man at Arms,0,2,8a,7d,18h,2f,6,ADVANCE_HEXTAPUL,ICON_UNIT_MAN_AT_ARMS_ELITE,SPRITE_MAN_AT_ARMS_ELITE,SOUND_SELECT1_MAN_AT_ARMS_ELITE,SOUND_MOVE_MAN_AT_ARMS_ELITE,SOUND_ATTACK_MAN_AT_ARMS_ELITE
93,Marine,0,3,14a,11d,23h,3f,17,ADVANCE_ADV_INFANTRY_TACTICS,ICON_UNIT_MARINE,SPRITE_MARINE,SOUND_SELECT1_MARINE,SOUND_MOVE_MARINE,SOUND_ATTACK_MARINE
94,Elite Marine,0,4,15a,12d,25h,3f,17,ADVANCE_HEXTAPUL,ICON_UNIT_MARINE_ELITE,SPRITE_MARINE_ELITE,SOUND_SELECT1_MARINE_ELITE,SOUND_MOVE_MARINE_ELITE,SOUND_ATTACK_MARINE_ELITE
95,Merchant Trader,0,1,0a,0d,10h,0f,8,ADVANCE_TRADE_GUILDS,ICON_UNIT_MERCHANT_TRADER,SPRITE_WARRIOR,SOUND_SELECT1_MERCHANT_TRADER,SOUND_MOVE_MERCHANT_TRADER,SOUND_ATTACK_MERCHANT_TRADER
96,Mobile Artillery,0,3,3a,6d,18h,3f,27,ADVANCE_COMBINED_ARMS,ICON_UNIT_MOBILE_ARTILLERY,SPRITE_MOBILE_ARTILLERY,SOUND_SELECT1_MOBILE_ARTILLERY,SOUND_MOVE_MOBILE_ARTILLERY,SOUND_ATTACK_MOBILE_ARTILLERY
97,Mobile SAM,0,4,4a,6d,15h,3f,23,ADVANCE_RADAR,ICON_UNIT_MOBILE_SAM,SPRITE_MOBILE_SAM,SOUND_SELECT1_MOBILE_SAM,SOUND_MOVE_MOBILE_SAM,SOUND_ATTACK_MOBILE_SAM
98,Moray Striker,2,16,12a,16d,20h,4f,40,ADVANCE_GENETICS,ICON_UNIT_MOREY_STRIKER,SPRITE_MOREY_STRIKER,SOUND_SELECT1_MOREY_STRIKER,SOUND_MOVE_MOREY_STRIKER,SOUND_ATTACK_MOREY_STRIKER
99,Mounted Archer,0,4,3a,2d,10h,1f,5,ADVANCE_MOBILE_TACTICS,ICON_UNIT_MOUNTED_ARCHER,SPRITE_MOUNTED_ARCHER,SOUND_SELECT1_MOUNTED_ARCHER,SOUND_MOVE_MOUNTED_ARCHER,SOUND_ATTACK_MOUNTED_ARCHER
