lane,code,advance
unit,ADVANCE_CHRONOMETER,ADVANCE_CHRONOMETER
prereq,ADVANCE_CITY_STATE,ADVANCE_CITY_STATE
unit,ADVANCE_CITY_STATE,ADVANCE_CITY_STATE
prereq,ADVANCE_CIVIC_ENGINEERING,ADVANCE_CIVIC_ENGINEERING
unit,ADVANCE_CIVIC_ENGINEERING,ADVANCE_CIVIC_ENGINEERING
prereq,ADVANCE_CLASSICAL_EDUCATION,ADVANCE_CLASSICAL_EDUCATION
unit,ADVANCE_CLASSICAL_EDUCATION,ADVANCE_CLASSICAL_EDUCATION
prereq,ADVANCE_COASTAL_FORTS,ADVANCE_COASTAL_FORTS
unit,ADVANCE_COASTAL_FORTS,ADVANCE_COASTAL_FORTS
prereq,ADVANCE_COMBINED_ARMS,ADVANCE_COMBINED_ARMS
unit,ADVANCE_COMBINED_ARMS,ADVANCE_COMBINED_ARMS
prereq,ADVANCE_COMMUNISM,ADVANCE_COMMUNISM
unit,ADVANCE_COMMUNISM,ADVANCE_COMMUNISM
prereq,ADVANCE_COMPASS,ADVANCE_COMPASS
unit,ADVANCE_COMPASS,ADVANCE_COMPASS
prereq,ADVANCE_COMPOSITE_BOW,ADVANCE_COMPOSITE_BOW
unit,ADVANCE_COMPOSITE_BOW,ADVANCE_COMPOSITE_BOW
prereq,ADVANCE_COMPUTER,ADVANCE_COMPUTER
unit,ADVANCE_COMPUTER,ADVANCE_COMPUTER
prereq,ADVANCE_CONCRETE,ADVANCE_CONCRETE
unit,ADVANCE_CONCRETE,ADVANCE_CONCRETE
prereq,ADVANCE_CONFUCIANISM,ADVANCE_CONFUCIANISM
unit,ADVANCE_CONFUCIANISM,ADVANCE_CONFUCIANISM
prereq,ADVANCE_CONSERVATION,ADVANCE_CONSERVATION
unit,ADVANCE_CONSERVATION,ADVANCE_CONSERVATION
prereq,ADVANCE_COPPER_SMELTING,ADVANCE_COPPER_SMELTING
unit,ADVANCE_COPPER_SMELTING,ADVANCE_COPPER_SMELTING
prereq,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_CORPORATE_REPUBLIC
unit,ADVANCE_CORPORATE_REPUBLIC,ADVANCE_CORPORATE_REPUBLIC
prereq,ADVANCE_CORPORATION,ADVANCE_CORPORATION
unit,ADVANCE_CORPORATION,ADVANCE_CORPORATION
prereq,ADVANCE_COSMOLOGY,ADVANCE_COSMOLOGY
unit,ADVANCE_COSMOLOGY,ADVANCE_COSMOLOGY
prereq,ADVANCE_CRIMINAL_CODE,ADVANCE_CRIMINAL_CODE
unit,ADVANCE_CRIMINAL_CODE,ADVANCE_CRIMINAL_CODE
prereq,ADVANCE_CROSSBOW,ADVANCE_CROSSBOW
unit,ADVANCE_CROSSBOW,ADVANCE_CROSSBOW
prereq,ADVANCE_CURRENCY,ADVANCE_CURRENCY
unit,ADVANCE_CURRENCY,ADVANCE_CURRENCY
prereq,ADVANCE_CYBERNETICS,ADVANCE_CYBERNETICS
unit,ADVANCE_CYBERNETICS,ADVANCE_CYBERNETICS
prereq,ADVANCE_DARK_AGES,ADVANCE_DARK_AGES
unit,ADVANCE_DARK_AGES,ADVANCE_DARK_AGES
prereq,ADVANCE_DEMOCRACY,ADVANCE_DEMOCRACY
unit,ADVANCE_DEMOCRACY,ADVANCE_DEMOCRACY
prereq,ADVANCE_DICTATORSHIP,ADVANCE_DICTATORSHIP
unit,ADVANCE_DICTATORSHIP,ADVANCE_DICTATORSHIP
prereq,ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_DIGITAL_ENCRYPTION
unit,ADVANCE_DIGITAL_ENCRYPTION,ADVANCE_DIGITAL_ENCRYPTION
prereq,ADVANCE_DOMESTICATION,ADVANCE_DOMESTICATION
unit,ADVANCE_DOMESTICATION,ADVANCE_DOMESTICATION
prereq,ADVANCE_DRAMA,ADVANCE_DRAMA
unit,ADVANCE_DRAMA,ADVANCE_DRAMA
prereq,ADVANCE_DYNASTY,ADVANCE_DYNASTY
unit,ADVANCE_DYNASTY,ADVANCE_DYNASTY
prereq,ADVANCE_ECONOMICS,ADVANCE_ECONOMICS
unit,ADVANCE_ECONOMICS,ADVANCE_ECONOMICS
prereq,ADVANCE_ECO_RELIGION,ADVANCE_ECO_RELIGION
unit,ADVANCE_ECO_RELIGION,ADVANCE_ECO_RELIGION
prereq,ADVANCE_ECOTOPIA,ADVANCE_ECOTOPIA
unit,ADVANCE_ECOTOPIA,ADVANCE_ECOTOPIA
prereq,ADVANCE_ELECTRICITY,ADVANCE_ELECTRICITY
unit,ADVANCE_ELECTRICITY,ADVANCE_ELECTRICITY
prereq,ADVANCE_ETHICS,ADVANCE_ETHICS
unit,ADVANCE_ETHICS,ADVANCE_ETHICS
prereq,ADVANCE_EUGENICS,ADVANCE_EUGENICS
unit,ADVANCE_EUGENICS,ADVANCE_EUGENICS
prereq,ADVANCE_EXPLORATION,ADVANCE_EXPLORATION
unit,ADVANCE_EXPLORATION,ADVANCE_EXPLORATION
prereq,ADVANCE_EXPLOSIVES,ADVANCE_EXPLOSIVES
unit,ADVANCE_EXPLOSIVES,ADVANCE_EXPLOSIVES
prereq,ADVANCE_FASCISM,ADVANCE_FASCISM
unit,ADVANCE_FASCISM,ADVANCE_FASCISM
prereq,ADVANCE_FEUDALISM,ADVANCE_FEUDALISM
unit,ADVANCE_FEUDALISM,ADVANCE_FEUDALISM
prereq,ADVANCE_FISHING,ADVANCE_FISHING
unit,ADVANCE_FISHING,ADVANCE_FISHING
prereq,ADVANCE_FLINTLOCK,ADVANCE_FLINTLOCK
unit,ADVANCE_FLINTLOCK,ADVANCE_FLINTLOCK
prereq,ADVANCE_FUEL_CELLS,ADVANCE_FUEL_CELLS
unit,ADVANCE_FUEL_CELLS,ADVANCE_FUEL_CELLS
prereq,ADVANCE_FUSION,ADVANCE_FUSION
unit,ADVANCE_FUSION,ADVANCE_FUSION
prereq,ADVANCE_GAIA_CONTROLLER,ADVANCE_GAIA_CONTROLLER
unit,ADVANCE_GAIA_CONTROLLER,ADVANCE_GAIA_CONTROLLER
prereq,ADVANCE_GAIA_THEORY,ADVANCE_GAIA_THEORY
unit,ADVANCE_GAIA_THEORY,ADVANCE_GAIA_THEORY
prereq,ADVANCE_GENETIC_TAILORING,ADVANCE_GENETIC_TAILORING
unit,ADVANCE_GENETIC_TAILORING,ADVANCE_GENETIC_TAILORING
prereq,ADVANCE_GENETICS,ADVANCE_GENETICS
unit,ADVANCE_GENETICS,ADVANCE_GENETICS
prereq,ADVANCE_GEOMETRY,ADVANCE_GEOMETRY
unit,ADVANCE_GEOMETRY,ADVANCE_GEOMETRY
prereq,ADVANCE_GLOBAL_COMMUNICATIONS,ADVANCE_GLOBAL_COMMUNICATIONS
unit,ADVANCE_GLOBAL_COMMUNICATIONS,ADVANCE_GLOBAL_COMMUNICATIONS
prereq,ADVANCE_GLOBAL_DEFENSE,ADVANCE_GLOBAL_DEFENSE
unit,ADVANCE_GLOBAL_DEFENSE,ADVANCE_GLOBAL_DEFENSE
prereq,ADVANCE_GLOBAL_ECONOMICS,ADVANCE_GLOBAL_ECONOMICS
unit,ADVANCE_GLOBAL_ECONOMICS,ADVANCE_GLOBAL_ECONOMICS
prereq,ADVANCE_GOTHIC_ARCHITECTURE,ADVANCE_GOTHIC_ARCHITECTURE
unit,ADVANCE_GOTHIC_ARCHITECTURE,ADVANCE_GOTHIC_ARCHITECTURE
prereq,ADVANCE_GRANARIES,ADVANCE_GRANARIES
unit,ADVANCE_GRANARIES,ADVANCE_GRANARIES
prereq,ADVANCE_GREEK_FIRE,ADVANCE_GREEK_FIRE
unit,ADVANCE_GREEK_FIRE,ADVANCE_GREEK_FIRE
prereq,ADVANCE_GUIDED_WEAPON_SYSTEMS,ADVANCE_GUIDED_WEAPON_SYSTEMS
unit,ADVANCE_GUIDED_WEAPON_SYSTEMS,ADVANCE_GUIDED_WEAPON_SYSTEMS
prereq,ADVANCE_GUNPOWDER,ADVANCE_GUNPOWDER
unit,ADVANCE_GUNPOWDER,ADVANCE_GUNPOWDER
prereq,ADVANCE_HERBALISM,ADVANCE_HERBALISM
unit,ADVANCE_HERBALISM,ADVANCE_HERBALISM
prereq,ADVANCE_HIPPOCRATIC_SCHOOL,ADVANCE_HIPPOCRATIC_SCHOOL
unit,ADVANCE_HIPPOCRATIC_SCHOOL,ADVANCE_HIPPOCRATIC_SCHOOL
prereq,ADVANCE_HORSE_ARMOR,ADVANCE_HORSE_ARMOR
unit,ADVANCE_HORSE_ARMOR,ADVANCE_HORSE_ARMOR
prereq,ADVANCE_HORSE_RIDING,ADVANCE_HORSE_RIDING
unit,ADVANCE_HORSE_RIDING,ADVANCE_HORSE_RIDING
prereq,ADVANCE_HT_SUPERCONDUCTOR,ADVANCE_HT_SUPERCONDUCTOR
unit,ADVANCE_HT_SUPERCONDUCTOR,ADVANCE_HT_SUPERCONDUCTOR
prereq,ADVANCE_HULL_MAKING,ADVANCE_HULL_MAKING
unit,ADVANCE_HULL_MAKING,ADVANCE_HULL_MAKING
prereq,ADVANCE_HUMAN_CLONING,ADVANCE_HUMAN_CLONING
unit,ADVANCE_HUMAN_CLONING,ADVANCE_HUMAN_CLONING
prereq,ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_INDUSTRIAL_REVOLUTION
unit,ADVANCE_INDUSTRIAL_REVOLUTION,ADVANCE_INDUSTRIAL_REVOLUTION
prereq,ADVANCE_INTERNAL_COMBUSTION,ADVANCE_INTERNAL_COMBUSTION
unit,ADVANCE_INTERNAL_COMBUSTION,ADVANCE_INTERNAL_COMBUSTION
prereq,ADVANCE_INTERNET,ADVANCE_INTERNET
unit,ADVANCE_INTERNET,ADVANCE_INTERNET
prereq,ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING
unit,ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING
prereq,ADVANCE_ISLAM,ADVANCE_ISLAM
unit,ADVANCE_ISLAM,ADVANCE_ISLAM
prereq,ADVANCE_JET_PROPULSION,ADVANCE_JET_PROPULSION
unit,ADVANCE_JET_PROPULSION,ADVANCE_JET_PROPULSION
prereq,ADVANCE_JUDAISM,ADVANCE_JUDAISM
unit,ADVANCE_JUDAISM,ADVANCE_JUDAISM
prereq,ADVANCE_JURISPRUDENCE,ADVANCE_JURISPRUDENCE
unit,ADVANCE_JURISPRUDENCE,ADVANCE_JURISPRUDENCE
prereq,ADVANCE_LATIFUNDIA,ADVANCE_LATIFUNDIA
unit,ADVANCE_LATIFUNDIA,ADVANCE_LATIFUNDIA
prereq,ADVANCE_LEGAL_SYSTEM,ADVANCE_LEGAL_SYSTEM
unit,ADVANCE_LEGAL_SYSTEM,ADVANCE_LEGAL_SYSTEM
prereq,ADVANCE_LIFE_EXTENSION,ADVANCE_LIFE_EXTENSION
unit,ADVANCE_LIFE_EXTENSION,ADVANCE_LIFE_EXTENSION
prereq,ADVANCE_LIQUID_BREATHING_APPARATUS,ADVANCE_LIQUID_BREATHING_APPARATUS
unit,ADVANCE_LIQUID_BREATHING_APPARATUS,ADVANCE_LIQUID_BREATHING_APPARATUS
prereq,ADVANCE_MACHINE_TOOLS,ADVANCE_MACHINE_TOOLS
unit,ADVANCE_MACHINE_TOOLS,ADVANCE_MACHINE_TOOLS
prereq,ADVANCE_MAP_MAKING,ADVANCE_MAP_MAKING
unit,ADVANCE_MAP_MAKING,ADVANCE_MAP_MAKING
prereq,ADVANCE_MASONRY,ADVANCE_MASONRY
unit,ADVANCE_MASONRY,ADVANCE_MASONRY
prereq,ADVANCE_MASS_MEDIA,ADVANCE_MASS_MEDIA
unit,ADVANCE_MASS_MEDIA,ADVANCE_MASS_MEDIA
prereq,ADVANCE_MASS_PRODUCTION,ADVANCE_MASS_PRODUCTION
unit,ADVANCE_MASS_PRODUCTION,ADVANCE_MASS_PRODUCTION
prereq,ADVANCE_MASS_TRANSIT,ADVANCE_MASS_TRANSIT
unit,ADVANCE_MASS_TRANSIT,ADVANCE_MASS_TRANSIT
prereq,ADVANCE_MATHEMATICAL_MODELING,ADVANCE_MATHEMATICAL_MODELING
unit,ADVANCE_MATHEMATICAL_MODELING,ADVANCE_MATHEMATICAL_MODELING
prereq,ADVANCE_MECHANICAL_CLOCK,ADVANCE_MECHANICAL_CLOCK
unit,ADVANCE_MECHANICAL_CLOCK,ADVANCE_MECHANICAL_CLOCK
prereq,ADVANCE_MEDICINE,ADVANCE_MEDICINE
unit,ADVANCE_MEDICINE,ADVANCE_MEDICINE
prereq,ADVANCE_MEGALITHS,ADVANCE_MEGALITHS
unit,ADVANCE_MEGALITHS,ADVANCE_MEGALITHS
prereq,ADVANCE_MILLS,ADVANCE_MILLS
unit,ADVANCE_MILLS,ADVANCE_MILLS
prereq,ADVANCE_MINING,ADVANCE_MINING
unit,ADVANCE_MINING,ADVANCE_MINING
prereq,ADVANCE_MOBILE_TACTICS,ADVANCE_MOBILE_TACTICS
unit,ADVANCE_MOBILE_TACTICS,ADVANCE_MOBILE_TACTICS
prereq,ADVANCE_MODERN_METALLURGY,ADVANCE_MODERN_METALLURGY
unit,ADVANCE_MODERN_METALLURGY,ADVANCE_MODERN_METALLURGY
prereq,ADVANCE_MONARCHY,ADVANCE_MONARCHY
unit,ADVANCE_MONARCHY,ADVANCE_MONARCHY
prereq,ADVANCE_MONOTHEISM,ADVANCE_MONOTHEISM
unit,ADVANCE_MONOTHEISM,ADVANCE_MONOTHEISM
prereq,ADVANCE_NANO_ASSEMBLY,ADVANCE_NANO_ASSEMBLY
unit,ADVANCE_NANO_ASSEMBLY,ADVANCE_NANO_ASSEMBLY
prereq,ADVANCE_NANO_MACHINES,ADVANCE_NANO_MACHINES
unit,ADVANCE_NANO_MACHINES,ADVANCE_NANO_MACHINES
prereq,ADVANCE_NANO_WARFARE,ADVANCE_NANO_WARFARE
unit,ADVANCE_NANO_WARFARE,ADVANCE_NANO_WARFARE
prereq,ADVANCE_NATIONALISM,ADVANCE_NATIONALISM
unit,ADVANCE_NATIONALISM,ADVANCE_NATIONALISM
prereq,ADVANCE_NAVAL_AVIATION,ADVANCE_NAVAL_AVIATION
unit,ADVANCE_NAVAL_AVIATION,ADVANCE_NAVAL_AVIATION
prereq,ADVANCE_NAVAL_TACTICS,ADVANCE_NAVAL_TACTICS
unit,ADVANCE_NAVAL_TACTICS,ADVANCE_NAVAL_TACTICS
prereq,ADVANCE_NEURAL_INTERFACE,ADVANCE_NEURAL_INTERFACE
unit,ADVANCE_NEURAL_INTERFACE,ADVANCE_NEURAL_INTERFACE
prereq,ADVANCE_NEURAL_REPROGRAMMING,ADVANCE_NEURAL_REPROGRAMMING
unit,ADVANCE_NEURAL_REPROGRAMMING,ADVANCE_NEURAL_REPROGRAMMING
prereq,ADVANCE_NUCLEAR_POWER,ADVANCE_NUCLEAR_POWER
unit,ADVANCE_NUCLEAR_POWER,ADVANCE_NUCLEAR_POWER
prereq,ADVANCE_OARED_GALLEYS,ADVANCE_OARED_GALLEYS
unit,ADVANCE_OARED_GALLEYS,ADVANCE_OARED_GALLEYS
prereq,ADVANCE_OCEAN_FARING,ADVANCE_OCEAN_FARING
unit,ADVANCE_OCEAN_FARING,ADVANCE_OCEAN_FARING
prereq,ADVANCE_OIL_REFINING,ADVANCE_OIL_REFINING
unit,ADVANCE_OIL_REFINING,ADVANCE_OIL_REFINING
prereq,ADVANCE_OLIGARCHY,ADVANCE_OLIGARCHY
unit,ADVANCE_OLIGARCHY,ADVANCE_OLIGARCHY
prereq,ADVANCE_OPTICS,ADVANCE_OPTICS
unit,ADVANCE_OPTICS,ADVANCE_OPTICS
prereq,ADVANCE_OUTRIGGER,ADVANCE_OUTRIGGER
unit,ADVANCE_OUTRIGGER,ADVANCE_OUTRIGGER
prereq,ADVANCE_PERSPECTIVE,ADVANCE_PERSPECTIVE
unit,ADVANCE_PERSPECTIVE,ADVANCE_PERSPECTIVE
prereq,ADVANCE_PHARMACEUTICALS,ADVANCE_PHARMACEUTICALS
unit,ADVANCE_PHARMACEUTICALS,ADVANCE_PHARMACEUTICALS
prereq,ADVANCE_PHILOSOPHY,ADVANCE_PHILOSOPHY
unit,ADVANCE_PHILOSOPHY,ADVANCE_PHILOSOPHY
prereq,ADVANCE_PHYSICS,ADVANCE_PHYSICS
unit,ADVANCE_PHYSICS,ADVANCE_PHYSICS
prereq,ADVANCE_PLASMA_WEAPONRY,ADVANCE_PLASMA_WEAPONRY
unit,ADVANCE_PLASMA_WEAPONRY,ADVANCE_PLASMA_WEAPONRY
prereq,ADVANCE_PLUMBING,ADVANCE_PLUMBING
unit,ADVANCE_PLUMBING,ADVANCE_PLUMBING
prereq,ADVANCE_POLAR_TERRAFORMING,ADVANCE_POLAR_TERRAFORMING
unit,ADVANCE_POLAR_TERRAFORMING,ADVANCE_POLAR_TERRAFORMING
prereq,ADVANCE_POLYTHEISM,ADVANCE_POLYTHEISM
unit,ADVANCE_POLYTHEISM,ADVANCE_POLYTHEISM
prereq,ADVANCE_POTTERY,ADVANCE_POTTERY
unit,ADVANCE_POTTERY,ADVANCE_POTTERY
prereq,ADVANCE_PRINTING_PRESS,ADVANCE_PRINTING_PRESS
unit,ADVANCE_PRINTING_PRESS,ADVANCE_PRINTING_PRESS
prereq,ADVANCE_PROJECTILE_WEAPONS,ADVANCE_PROJECTILE_WEAPONS
unit,ADVANCE_PROJECTILE_WEAPONS,ADVANCE_PROJECTILE_WEAPONS
prereq,ADVANCE_QUANTUM_MECHANICS,ADVANCE_QUANTUM_MECHANICS
unit,ADVANCE_QUANTUM_MECHANICS,ADVANCE_QUANTUM_MECHANICS
prereq,ADVANCE_RADAR,ADVANCE_RADAR
unit,ADVANCE_RADAR,ADVANCE_RADAR
prereq,ADVANCE_RADIO_NAVIGATION,ADVANCE_RADIO_NAVIGATION
unit,ADVANCE_RADIO_NAVIGATION,ADVANCE_RADIO_NAVIGATION
prereq,ADVANCE_RAILROAD,ADVANCE_RAILROAD
unit,ADVANCE_RAILROAD,ADVANCE_RAILROAD
prereq,ADVANCE_RELIGION,ADVANCE_RELIGION
unit,ADVANCE_RELIGION,ADVANCE_RELIGION
prereq,ADVANCE_RENAISSANCE,ADVANCE_RENAISSANCE
unit,ADVANCE_RENAISSANCE,ADVANCE_RENAISSANCE
prereq,ADVANCE_REPUBLIC,ADVANCE_REPUBLIC
unit,ADVANCE_REPUBLIC,ADVANCE_REPUBLIC
prereq,ADVANCE_ROBOTICS,ADVANCE_ROBOTICS
unit,ADVANCE_ROBOTICS,ADVANCE_ROBOTICS
prereq,ADVANCE_SAILS,ADVANCE_SAILS
unit,ADVANCE_SAILS,ADVANCE_SAILS
prereq,ADVANCE_SHIP_BUILDING,ADVANCE_SHIP_BUILDING
unit,ADVANCE_SHIP_BUILDING,ADVANCE_SHIP_BUILDING
prereq,ADVANCE_SIEGE_WEAPONS,ADVANCE_SIEGE_WEAPONS
unit,ADVANCE_SIEGE_WEAPONS,ADVANCE_SIEGE_WEAPONS
prereq,ADVANCE_SLAVE_LABOR,ADVANCE_SLAVE_LABOR
unit,ADVANCE_SLAVE_LABOR,ADVANCE_SLAVE_LABOR
prereq,ADVANCE_SMART_MATERIALS,ADVANCE_SMART_MATERIALS
unit,ADVANCE_SMART_MATERIALS,ADVANCE_SMART_MATERIALS
prereq,ADVANCE_SPACE_FLIGHT,ADVANCE_SPACE_FLIGHT
unit,ADVANCE_SPACE_FLIGHT,ADVANCE_SPACE_FLIGHT
prereq,ADVANCE_STEALTH_TECHNOLOGY,ADVANCE_STEALTH_TECHNOLOGY
unit,ADVANCE_STEALTH_TECHNOLOGY,ADVANCE_STEALTH_TECHNOLOGY
prereq,ADVANCE_STIRRUP,ADVANCE_STIRRUP
unit,ADVANCE_STIRRUP,ADVANCE_STIRRUP
prereq,ADVANCE_STONE_WORKING,ADVANCE_STONE_WORKING
unit,ADVANCE_STONE_WORKING,ADVANCE_STONE_WORKING
prereq,ADVANCE_SUBNEURAL_ADS,ADVANCE_SUBNEURAL_ADS
unit,ADVANCE_SUBNEURAL_ADS,ADVANCE_SUBNEURAL_ADS
prereq,ADVANCE_SUPERSONIC_FLIGHT,ADVANCE_SUPERSONIC_FLIGHT
unit,ADVANCE_SUPERSONIC_FLIGHT,ADVANCE_SUPERSONIC_FLIGHT
prereq,ADVANCE_TANK_WARFARE,ADVANCE_TANK_WARFARE
unit,ADVANCE_TANK_WARFARE,ADVANCE_TANK_WARFARE
prereq,ADVANCE_TECHNOCRACY,ADVANCE_TECHNOCRACY
unit,ADVANCE_TECHNOCRACY,ADVANCE_TECHNOCRACY
prereq,ADVANCE_THEOLOGY,ADVANCE_THEOLOGY
unit,ADVANCE_THEOLOGY,ADVANCE_THEOLOGY
prereq,ADVANCE_TOOLMAKING,ADVANCE_TOOLMAKING
unit,ADVANCE_TOOLMAKING,ADVANCE_TOOLMAKING
prereq,ADVANCE_TRADE,ADVANCE_TRADE
unit,ADVANCE_TRADE,ADVANCE_TRADE
prereq,ADVANCE_TRADE_GUILDS,ADVANCE_TRADE_GUILDS
unit,ADVANCE_TRADE_GUILDS,ADVANCE_TRADE_GUILDS
prereq,ADVANCE_TRIBUNAL_EMPIRE,ADVANCE_TRIBUNAL_EMPIRE
unit,ADVANCE_TRIBUNAL_EMPIRE,ADVANCE_TRIBUNAL_EMPIRE
prereq,ADVANCE_ULTRAPRESSURE_MACHINERY,ADVANCE_ULTRAPRESSURE_MACHINERY
unit,ADVANCE_ULTRAPRESSURE_MACHINERY,ADVANCE_ULTRAPRESSURE_MACHINERY
prereq,ADVANCE_UNDERSEA_CONSTRUCTION,ADVANCE_UNDERSEA_CONSTRUCTION
unit,ADVANCE_UNDERSEA_CONSTRUCTION,ADVANCE_UNDERSEA_CONSTRUCTION
prereq,ADVANCE_UNIFIED_PHYSICS,ADVANCE_UNIFIED_PHYSICS
unit,ADVANCE_UNIFIED_PHYSICS,ADVANCE_UNIFIED_PHYSICS
prereq,ADVANCE_VERNACULAR_PROSE,ADVANCE_VERNACULAR_PROSE
unit,ADVANCE_VERNACULAR_PROSE,ADVANCE_VERNACULAR_PROSE
prereq,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT,ADVANCE_VERTICAL_FLIGHT_AIRCRAFT
