cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str
14,Combustion,Cmb,Ref,Exp,2,4,ICON_ADVANCE_COMBUSTION,ADVANCE_COMBUSTION_GAMEPLAY,ADVANCE_COMBUSTION_HISTORICAL,ADVANCE_COMBUSTION_PREREQ,ADVANCE_COMBUSTION_STATISTICS,ADVANCE_COMBUSTION_PREREQ
15,Communism,Cmn,Phi,Ind,2,2,ICON_ADVANCE_COMMUNISM,ADVANCE_COMMUNISM_GAMEPLAY,ADVANCE_COMMUNISM_HISTORICAL,ADVANCE_COMMUNISM_PREREQ,ADVANCE_COMMUNISM_STATISTICS,ADVANCE_COMMUNISM_PREREQ
16,Computers,Cmp,Min,MP,3,4,ICON_ADVANCE_COMPUTERS,ADVANCE_COMPUTERS_GAMEPLAY,ADVANCE_COMPUTERS_HISTORICAL,ADVANCE_COMPUTERS_PREREQ,ADVANCE_COMPUTERS_STATISTICS,ADVANCE_COMPUTERS_PREREQ
17,Conscription,Csc,Dem,Met,2,0,ICON_ADVANCE_CONSCRIPTION,ADVANCE_CONSCRIPTION_GAMEPLAY,ADVANCE_CONSCRIPTION_HISTORICAL,ADVANCE_CONSCRIPTION_PREREQ,ADVANCE_CONSCRIPTION_STATISTICS,ADVANCE_CONSCRIPTION_PREREQ
18,Construction,Cst,Mas,Cur,0,4,ICON_ADVANCE_CONSTRUCTION,ADVANCE_CONSTRUCTION_GAMEPLAY,ADVANCE_CONSTRUCTION_HISTORICAL,ADVANCE_CONSTRUCTION_PREREQ,ADVANCE_CONSTRUCTION_STATISTICS,ADVANCE_CONSTRUCTION_PREREQ
19,The Corporation,Cor,Ind,Eco,2,1,ICON_ADVANCE_THE_CORPORATION,ADVANCE_THE_CORPORATION_GAMEPLAY,ADVANCE_THE_CORPORATION_HISTORICAL,ADVANCE_THE_CORPORATION_PREREQ,ADVANCE_THE_CORPORATION_STATISTICS,ADVANCE_THE_CORPORATION_PREREQ
20,Currency,Cur,Bro,nil,0,1,ICON_ADVANCE_CURRENCY,ADVANCE_CURRENCY_GAMEPLAY,ADVANCE_CURRENCY_HISTORICAL,ADVANCE_CURRENCY_PREREQ,ADVANCE_CURRENCY_STATISTICS,ADVANCE_CURRENCY_PREREQ
21,Special Technology,Dem,no,no,2,2,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
22,Special Technology,Eco,no,no,2,1,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
23,Electricity,E1,Met,Mag,2,4,ICON_ADVANCE_ELECTRICITY,ADVANCE_ELECTRICITY_GAMEPLAY,ADVANCE_ELECTRICITY_HISTORICAL,ADVANCE_ELECTRICITY_PREREQ,ADVANCE_ELECTRICITY_STATISTICS,ADVANCE_ELECTRICITY_PREREQ
24,Electronics,E2,E1,Cor,3,4,ICON_ADVANCE_ELECTRONICS,ADVANCE_ELECTRONICS_GAMEPLAY,ADVANCE_ELECTRONICS_HISTORICAL,ADVANCE_ELECTRONICS_PREREQ,ADVANCE_ELECTRONICS_STATISTICS,ADVANCE_ELECTRONICS_PREREQ
25,Engineering,Eng,Whe,Cst,0,4,ICON_ADVANCE_ENGINEERING,ADVANCE_ENGINEERING_GAMEPLAY,ADVANCE_ENGINEERING_HISTORICAL,ADVANCE_ENGINEERING_PREREQ,ADVANCE_ENGINEERING_STATISTICS,ADVANCE_ENGINEERING_PREREQ
26,Environmentalism,Env,Rec,SFl,3,2,ICON_ADVANCE_ENVIRONMENTALISM,ADVANCE_ENVIRONMENTALISM_GAMEPLAY,ADVANCE_ENVIRONMENTALISM_HISTORICAL,ADVANCE_ENVIRONMENTALISM_PREREQ,ADVANCE_ENVIRONMENTALISM_STATISTICS,ADVANCE_ENVIRONMENTALISM_PREREQ
27,Special Technology,Esp,no,no,3,0,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
28,Explosives,Exp,Gun,Che,2,4,ICON_ADVANCE_EXPLOSIVES,ADVANCE_EXPLOSIVES_GAMEPLAY,ADVANCE_EXPLOSIVES_HISTORICAL,ADVANCE_EXPLOSIVES_PREREQ,ADVANCE_EXPLOSIVES_STATISTICS,ADVANCE_EXPLOSIVES_PREREQ
29,Feudalism,Feu,War,Mon,0,0,ICON_ADVANCE_FEUDALISM,ADVANCE_FEUDALISM_GAMEPLAY,ADVANCE_FEUDALISM_HISTORICAL,ADVANCE_FEUDALISM_PREREQ,ADVANCE_FEUDALISM_STATISTICS,ADVANCE_FEUDALISM_PREREQ
30,Flight,Fli,Cmb,ToG,2,4,ICON_ADVANCE_FLIGHT,ADVANCE_FLIGHT_GAMEPLAY,ADVANCE_FLIGHT_HISTORICAL,ADVANCE_FLIGHT_PREREQ,ADVANCE_FLIGHT_STATISTICS,ADVANCE_FLIGHT_PREREQ
31,Special Technology,Fun,no,no,2,2,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
32,Fusion Power,FP,NP,Sup,3,3,ICON_ADVANCE_FUSION_POWER,ADVANCE_FUSION_POWER_GAMEPLAY,ADVANCE_FUSION_POWER_HISTORICAL,ADVANCE_FUSION_POWER_PREREQ,ADVANCE_FUSION_POWER_STATISTICS,ADVANCE_FUSION_POWER_PREREQ
33,Genetic Engineering,Gen,Med,Cor,3,3,ICON_ADVANCE_GENETIC_ENGINEERING,ADVANCE_GENETIC_ENGINEERING_GAMEPLAY,ADVANCE_GENETIC_ENGINEERING_HISTORICAL,ADVANCE_GENETIC_ENGINEERING_PREREQ,ADVANCE_GENETIC_ENGINEERING_STATISTICS,ADVANCE_GENETIC_ENGINEERING_PREREQ
34,Guerrilla Warfare,Gue,Cmn,Tac,3,0,ICON_ADVANCE_GUERRILLA_WARFARE,ADVANCE_GUERRILLA_WARFARE_GAMEPLAY,ADVANCE_GUERRILLA_WARFARE_HISTORICAL,ADVANCE_GUERRILLA_WARFARE_PREREQ,ADVANCE_GUERRILLA_WARFARE_STATISTICS,ADVANCE_GUERRILLA_WARFARE_PREREQ
35,Special Technology,Gun,no,no,1,0,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
36,Horseback Riding,Hor,nil,nil,0,0,ICON_ADVANCE_HORSEBACK_RIDING,ADVANCE_HORSEBACK_RIDING_GAMEPLAY,ADVANCE_HORSEBACK_RIDING_HISTORICAL,ADVANCE_HORSEBACK_RIDING_PREREQ,ADVANCE_HORSEBACK_RIDING_STATISTICS,ADVANCE_HORSEBACK_RIDING_PREREQ
37,Industrialization,Ind,RR,Ban,2,1,ICON_ADVANCE_INDUSTRIALIZATION,ADVANCE_INDUSTRIALIZATION_GAMEPLAY,ADVANCE_INDUSTRIALIZATION_HISTORICAL,ADVANCE_INDUSTRIALIZATION_PREREQ,ADVANCE_INDUSTRIALIZATION_STATISTICS,ADVANCE_INDUSTRIALIZATION_PREREQ
38,Invention,Inv,Eng,Lit,1,4,ICON_ADVANCE_INVENTION,ADVANCE_INVENTION_GAMEPLAY,ADVANCE_INVENTION_HISTORICAL,ADVANCE_INVENTION_PREREQ,ADVANCE_INVENTION_STATISTICS,ADVANCE_INVENTION_PREREQ
39,Iron Working,Iro,Bro,War,0,4,ICON_ADVANCE_IRON_WORKING,ADVANCE_IRON_WORKING_GAMEPLAY,ADVANCE_IRON_WORKING_HISTORICAL,ADVANCE_IRON_WORKING_PREREQ,ADVANCE_IRON_WORKING_STATISTICS,ADVANCE_IRON_WORKING_PREREQ
40,Labor Union,Lab,MP,Gue,3,2,ICON_ADVANCE_LABOR_UNION,ADVANCE_LABOR_UNION_GAMEPLAY,ADVANCE_LABOR_UNION_HISTORICAL,ADVANCE_LABOR_UNION_PREREQ,ADVANCE_LABOR_UNION_STATISTICS,ADVANCE_LABOR_UNION_PREREQ
41,The Laser,Las,NP,MP,3,3,ICON_ADVANCE_THE_LASER,ADVANCE_THE_LASER_GAMEPLAY,ADVANCE_THE_LASER_HISTORICAL,ADVANCE_THE_LASER_PREREQ,ADVANCE_THE_LASER_STATISTICS,ADVANCE_THE_LASER_PREREQ
42,Special Technology,Ldr,no,no,1,0,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
43,Literacy,Lit,Wri,CoL,0,3,ICON_ADVANCE_LITERACY,ADVANCE_LITERACY_GAMEPLAY,ADVANCE_LITERACY_HISTORICAL,ADVANCE_LITERACY_PREREQ,ADVANCE_LITERACY_STATISTICS,ADVANCE_LITERACY_PREREQ
44,Machine Tools,Too,Stl,Tac,2,4,ICON_ADVANCE_MACHINE_TOOLS,ADVANCE_MACHINE_TOOLS_GAMEPLAY,ADVANCE_MACHINE_TOOLS_HISTORICAL,ADVANCE_MACHINE_TOOLS_PREREQ,ADVANCE_MACHINE_TOOLS_STATISTICS,ADVANCE_MACHINE_TOOLS_PREREQ
45,Magnetism,Mag,Phy,Iro,1,3,ICON_ADVANCE_MAGNETISM,ADVANCE_MAGNETISM_GAMEPLAY,ADVANCE_MAGNETISM_HISTORICAL,ADVANCE_MAGNETISM_PREREQ,ADVANCE_MAGNETISM_STATISTICS,ADVANCE_MAGNETISM_PREREQ
46,Map Making,Map,Alp,nil,0,1,ICON_ADVANCE_MAP_MAKING,ADVANCE_MAP_MAKING_GAMEPLAY,ADVANCE_MAP_MAKING_HISTORICAL,ADVANCE_MAP_MAKING_PREREQ,ADVANCE_MAP_MAKING_STATISTICS,ADVANCE_MAP_MAKING_PREREQ
47,Masonry,Mas,nil,nil,0,4,ICON_ADVANCE_MASONRY,ADVANCE_MASONRY_GAMEPLAY,ADVANCE_MASONRY_HISTORICAL,ADVANCE_MASONRY_PREREQ,ADVANCE_MASONRY_STATISTICS,ADVANCE_MASONRY_PREREQ
48,Mass Production,MP,Aut,Cor,3,4,ICON_ADVANCE_MASS_PRODUCTION,ADVANCE_MASS_PRODUCTION_GAMEPLAY,ADVANCE_MASS_PRODUCTION_HISTORICAL,ADVANCE_MASS_PRODUCTION_PREREQ,ADVANCE_MASS_PRODUCTION_STATISTICS,ADVANCE_MASS_PRODUCTION_PREREQ
49,Mathematics,Mat,Alp,Mas,0,3,ICON_ADVANCE_MATHEMATICS,ADVANCE_MATHEMATICS_GAMEPLAY,ADVANCE_MATHEMATICS_HISTORICAL,ADVANCE_MATHEMATICS_PREREQ,ADVANCE_MATHEMATICS_STATISTICS,ADVANCE_MATHEMATICS_PREREQ
50,Medicine,Med,Phi,Tra,1,1,ICON_ADVANCE_MEDICINE,ADVANCE_MEDICINE_GAMEPLAY,ADVANCE_MEDICINE_HISTORICAL,ADVANCE_MEDICINE_PREREQ,ADVANCE_MEDICINE_STATISTICS,ADVANCE_MEDICINE_PREREQ
51,Metallurgy,Met,Gun,Uni,1,0,ICON_ADVANCE_METALLURGY,ADVANCE_METALLURGY_GAMEPLAY,ADVANCE_METALLURGY_HISTORICAL,ADVANCE_METALLURGY_PREREQ,ADVANCE_METALLURGY_STATISTICS,ADVANCE_METALLURGY_PREREQ
52,Miniaturization,Min,Too,E2,3,4,ICON_ADVANCE_MINIATURIZATION,ADVANCE_MINIATURIZATION_GAMEPLAY,ADVANCE_MINIATURIZATION_HISTORICAL,ADVANCE_MINIATURIZATION_PREREQ,ADVANCE_MINIATURIZATION_STATISTICS,ADVANCE_MINIATURIZATION_PREREQ
53,Mobile Warfare,Mob,Aut,Tac,3,0,ICON_ADVANCE_MOBILE_WARFARE,ADVANCE_MOBILE_WARFARE_GAMEPLAY,ADVANCE_MOBILE_WARFARE_HISTORICAL,ADVANCE_MOBILE_WARFARE_PREREQ,ADVANCE_MOBILE_WARFARE_STATISTICS,ADVANCE_MOBILE_WARFARE_PREREQ
54,Monarchy,Mon,Cer,CoL,0,2,ICON_ADVANCE_MONARCHY,ADVANCE_MONARCHY_GAMEPLAY,ADVANCE_MONARCHY_HISTORICAL,ADVANCE_MONARCHY_PREREQ,ADVANCE_MONARCHY_STATISTICS,ADVANCE_MONARCHY_PREREQ
55,Monotheism,MT,Phi,PT,1,2,ICON_ADVANCE_MONOTHEISM,ADVANCE_MONOTHEISM_GAMEPLAY,ADVANCE_MONOTHEISM_HISTORICAL,ADVANCE_MONOTHEISM_PREREQ,ADVANCE_MONOTHEISM_STATISTICS,ADVANCE_MONOTHEISM_PREREQ
56,Mysticism,Mys,Cer,nil,0,2,ICON_ADVANCE_MYSTICISM,ADVANCE_MYSTICISM_GAMEPLAY,ADVANCE_MYSTICISM_HISTORICAL,ADVANCE_MYSTICISM_PREREQ,ADVANCE_MYSTICISM_STATISTICS,ADVANCE_MYSTICISM_PREREQ
57,Navigation,Nav,Sea,Ast,1,1,ICON_ADVANCE_NAVIGATION,ADVANCE_NAVIGATION_GAMEPLAY,ADVANCE_NAVIGATION_HISTORICAL,ADVANCE_NAVIGATION_PREREQ,ADVANCE_NAVIGATION_STATISTICS,ADVANCE_NAVIGATION_PREREQ
58,Nuclear Fission,NF,Ato,MP,3,3,ICON_ADVANCE_NUCLEAR_FISSION,ADVANCE_NUCLEAR_FISSION_GAMEPLAY,ADVANCE_NUCLEAR_FISSION_HISTORICAL,ADVANCE_NUCLEAR_FISSION_PREREQ,ADVANCE_NUCLEAR_FISSION_STATISTICS,ADVANCE_NUCLEAR_FISSION_PREREQ
59,Nuclear Power,NP,NF,E2,3,3,ICON_ADVANCE_NUCLEAR_POWER,ADVANCE_NUCLEAR_POWER_GAMEPLAY,ADVANCE_NUCLEAR_POWER_HISTORICAL,ADVANCE_NUCLEAR_POWER_PREREQ,ADVANCE_NUCLEAR_POWER_STATISTICS,ADVANCE_NUCLEAR_POWER_PREREQ
60,Philosophy,Phi,Mys,Lit,1,2,ICON_ADVANCE_PHILOSOPHY,ADVANCE_PHILOSOPHY_GAMEPLAY,ADVANCE_PHILOSOPHY_HISTORICAL,ADVANCE_PHILOSOPHY_PREREQ,ADVANCE_PHILOSOPHY_STATISTICS,ADVANCE_PHILOSOPHY_PREREQ
61,Physics,Phy,Nav,Lit,1,3,ICON_ADVANCE_PHYSICS,ADVANCE_PHYSICS_GAMEPLAY,ADVANCE_PHYSICS_HISTORICAL,ADVANCE_PHYSICS_PREREQ,ADVANCE_PHYSICS_STATISTICS,ADVANCE_PHYSICS_PREREQ
62,Special Technology,Pla,no,no,3,4,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
63,Special Technology,Plu  (Cst & Pot),no,no,1,4,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
64,Polytheism,PT,Cer,Hor,0,2,ICON_ADVANCE_POLYTHEISM,ADVANCE_POLYTHEISM_GAMEPLAY,ADVANCE_POLYTHEISM_HISTORICAL,ADVANCE_POLYTHEISM_PREREQ,ADVANCE_POLYTHEISM_STATISTICS,ADVANCE_POLYTHEISM_PREREQ
65,Pottery,Pot,nil,nil,0,1,ICON_ADVANCE_POTTERY,ADVANCE_POTTERY_GAMEPLAY,ADVANCE_POTTERY_HISTORICAL,ADVANCE_POTTERY_PREREQ,ADVANCE_POTTERY_STATISTICS,ADVANCE_POTTERY_PREREQ
66,Radio,Rad,Fli,E1,3,4,ICON_ADVANCE_RADIO,ADVANCE_RADIO_GAMEPLAY,ADVANCE_RADIO_HISTORICAL,ADVANCE_RADIO_PREREQ,ADVANCE_RADIO_STATISTICS,ADVANCE_RADIO_PREREQ
67,Railroad,RR,SE,Bri,2,1,ICON_ADVANCE_RAILROAD,ADVANCE_RAILROAD_GAMEPLAY,ADVANCE_RAILROAD_HISTORICAL,ADVANCE_RAILROAD_PREREQ,ADVANCE_RAILROAD_STATISTICS,ADVANCE_RAILROAD_PREREQ
68,Recycling,Rec,MP,Dem,3,2,ICON_ADVANCE_RECYCLING,ADVANCE_RECYCLING_GAMEPLAY,ADVANCE_RECYCLING_HISTORICAL,ADVANCE_RECYCLING_PREREQ,ADVANCE_RECYCLING_STATISTICS,ADVANCE_RECYCLING_PREREQ
69,Refining,Ref,Che,Cor,2,4,ICON_ADVANCE_REFINING,ADVANCE_REFINING_GAMEPLAY,ADVANCE_REFINING_HISTORICAL,ADVANCE_REFINING_PREREQ,ADVANCE_REFINING_STATISTICS,ADVANCE_REFINING_PREREQ
70,Special Technology,Rfg,no,no,3,1,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
71,The Republic,Rep,CoL,Lit,0,2,ICON_ADVANCE_THE_REPUBLIC,ADVANCE_THE_REPUBLIC_GAMEPLAY,ADVANCE_THE_REPUBLIC_HISTORICAL,ADVANCE_THE_REPUBLIC_PREREQ,ADVANCE_THE_REPUBLIC_STATISTICS,ADVANCE_THE_REPUBLIC_PREREQ
72,Robotics,Rob,Cmp,Mob,3,0,ICON_ADVANCE_ROBOTICS,ADVANCE_ROBOTICS_GAMEPLAY,ADVANCE_ROBOTICS_HISTORICAL,ADVANCE_ROBOTICS_PREREQ,ADVANCE_ROBOTICS_STATISTICS,ADVANCE_ROBOTICS_PREREQ
73,Rocketry,Roc,AFl,E2,3,0,ICON_ADVANCE_ROCKETRY,ADVANCE_ROCKETRY_GAMEPLAY,ADVANCE_ROCKETRY_HISTORICAL,ADVANCE_ROCKETRY_PREREQ,ADVANCE_ROCKETRY_STATISTICS,ADVANCE_ROCKETRY_PREREQ
74,Special Technology,San,no,no,2,1,ICON_ADVANCE_SPECIAL_TECHNOLOGY,ADVANCE_SPECIAL_TECHNOLOGY_GAMEPLAY,ADVANCE_SPECIAL_TECHNOLOGY_HISTORICAL,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ,ADVANCE_SPECIAL_TECHNOLOGY_STATISTICS,ADVANCE_SPECIAL_TECHNOLOGY_PREREQ
75,Seafaring,Sea,Map,Pot,0,1,ICON_ADVANCE_SEAFARING,ADVANCE_SEAFARING_GAMEPLAY,ADVANCE_SEAFARING_HISTORICAL,ADVANCE_SEAFARING_PREREQ,ADVANCE_SEAFARING_STATISTICS,ADVANCE_SEAFARING_PREREQ
76,Space Flight,SFl,Cmp,Roc,3,3,ICON_ADVANCE_SPACE_FLIGHT,ADVANCE_SPACE_FLIGHT_GAMEPLAY,ADVANCE_SPACE_FLIGHT_HISTORICAL,ADVANCE_SPACE_FLIGHT_PREREQ,ADVANCE_SPACE_FLIGHT_STATISTICS,ADVANCE_SPACE_FLIGHT_PREREQ
77,Stealth,Sth,Sup,Rob,3,0,ICON_ADVANCE_STEALTH,ADVANCE_STEALTH_GAMEPLAY,ADVANCE_STEALTH_HISTORICAL,ADVANCE_STEALTH_PREREQ,ADVANCE_STEALTH_STATISTICS,ADVANCE_STEALTH_PREREQ
78,Steam Engine,SE,Phy,Inv,2,3,ICON_ADVANCE_STEAM_ENGINE,ADVANCE_STEAM_ENGINE_GAMEPLAY,ADVANCE_STEAM_ENGINE_HISTORICAL,ADVANCE_STEAM_ENGINE_PREREQ,ADVANCE_STEAM_ENGINE_STATISTICS,ADVANCE_STEAM_ENGINE_PREREQ
79,Steel,Stl,E1,Ind,2,4,ICON_ADVANCE_STEEL,ADVANCE_STEEL_GAMEPLAY,ADVANCE_STEEL_HISTORICAL,ADVANCE_STEEL_PREREQ,ADVANCE_STEEL_STATISTICS,ADVANCE_STEEL_PREREQ
80,Superconductor,Sup,Pla,Las,3,3,ICON_ADVANCE_SUPERCONDUCTOR,ADVANCE_SUPERCONDUCTOR_GAMEPLAY,ADVANCE_SUPERCONDUCTOR_HISTORICAL,ADVANCE_SUPERCONDUCTOR_PREREQ,ADVANCE_SUPERCONDUCTOR_STATISTICS,ADVANCE_SUPERCONDUCTOR_PREREQ
81,Tactics,Tac,Csc,Ldr,2,0,ICON_ADVANCE_TACTICS,ADVANCE_TACTICS_GAMEPLAY,ADVANCE_TACTICS_HISTORICAL,ADVANCE_TACTICS_PREREQ,ADVANCE_TACTICS_STATISTICS,ADVANCE_TACTICS_PREREQ
