cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack
21,Green Dragon,0,1,3a,2d,1h,2f,99,no,ICON_UNIT_GREEN_DRAGON,SPRITE_GREEN_DRAGON,SOUND_SELECT1_GREEN_DRAGON,SOUND_MOVE_GREEN_DRAGON,SOUND_ATTACK_GREEN_DRAGON
22,Archer,0,1,2a,1d,1h,2f,2,ToG,ICON_UNIT_ARCHER,SPRITE_ARCHER,SOUND_SELECT1_ARCHER,SOUND_MOVE_ARCHER,SOUND_ATTACK_ARCHER
23,Siege Catapult,0,1,6a,1d,1h,2f,4,Ato,ICON_UNIT_SIEGE_CATAPULT,SPRITE_SIEGE_CATAPULT,SOUND_SELECT1_SIEGE_CATAPULT,SOUND_MOVE_SIEGE_CATAPULT,SOUND_ATTACK_SIEGE_CATAPULT
24,Genie,0,2,6a,3d,2h,2f,7,NF,ICON_UNIT_GENIE,SPRITE_GENIE,SOUND_SELECT1_GENIE,SOUND_MOVE_GENIE,SOUND_ATTACK_GENIE
25,Orc,0,1,2a,1d,1h,2f,2,ToG,ICON_UNIT_ORC,SPRITE_ORC,SOUND_SELECT1_ORC,SOUND_MOVE_ORC,SOUND_ATTACK_ORC
26,Elf,0,1,1a,2d,1h,2f,3,Ast,ICON_UNIT_ELF,SPRITE_ELF,SOUND_SELECT1_ELF,SOUND_MOVE_ELF,SOUND_ATTACK_ELF
27,Boar,0,2,2a,1d,1h,1f,2,ToG,ICON_UNIT_BOAR,SPRITE_BOAR,SOUND_SELECT1_BOAR,SOUND_MOVE_BOAR,SOUND_ATTACK_BOAR
28,Wolf,0,2,1a,2d,1h,1f,3,Ast,ICON_UNIT_WOLF,SPRITE_WOLF,SOUND_SELECT1_WOLF,SOUND_MOVE_WOLF,SOUND_ATTACK_WOLF
29,Golem,0,1,1a,2d,2h,1f,3,Ast,ICON_UNIT_GOLEM,SPRITE_GOLEM,SOUND_SELECT1_GOLEM,SOUND_MOVE_GOLEM,SOUND_ATTACK_GOLEM
30,Griffin,0,1,1a,2d,1h,1f,3,Ast,ICON_UNIT_GRIFFIN,SPRITE_GRIFFIN,SOUND_SELECT1_GRIFFIN,SOUND_MOVE_GRIFFIN,SOUND_ATTACK_GRIFFIN
31,Pikeman,0,1,1a,2d,2h,1f,3,Ast,ICON_UNIT_PIKEMAN,SPRITE_PIKEMAN,SOUND_SELECT1_PIKEMAN,SOUND_MOVE_PIKEMAN,SOUND_ATTACK_PIKEMAN
32,Boat,2,3,2a,1d,1h,1f,4,Sea,ICON_UNIT_BOAT,SPRITE_BOAT,SOUND_SELECT1_BOAT,SOUND_MOVE_BOAT,SOUND_ATTACK_BOAT
33,Ship,2,4,4a,2d,2h,2f,5,NP,ICON_UNIT_SHIP,SPRITE_SHIP,SOUND_SELECT1_SHIP,SOUND_MOVE_SHIP,SOUND_ATTACK_SHIP
34,Trade Cart,0,2,0a,1d,1h,1f,5,Tra,ICON_UNIT_TRADE_CART,SPRITE_TRADE_CART,SOUND_SELECT1_TRADE_CART,SOUND_MOVE_TRADE_CART,SOUND_ATTACK_TRADE_CART
35,Rogue Thief,0,1,0a,0d,1h,1f,3,Wri,ICON_UNIT_ROGUE_THIEF,SPRITE_ROGUE_THIEF,SOUND_SELECT1_ROGUE_THIEF,SOUND_MOVE_ROGUE_THIEF,SOUND_ATTACK_ROGUE_THIEF
36,Magic Arrow,1,8,6a,0d,1h,1f,5,Whe,ICON_UNIT_MAGIC_ARROW,SPRITE_MAGIC_ARROW,SOUND_SELECT1_MAGIC_ARROW,SOUND_MOVE_MAGIC_ARROW,SOUND_ATTACK_MAGIC_ARROW
37,Lightning Bolt,1,12,8a,0d,1h,1f,6,Amp,ICON_UNIT_LIGHTNING_BOLT,SPRITE_LIGHTNING_BOLT,SOUND_SELECT1_LIGHTNING_BOLT,SOUND_MOVE_LIGHTNING_BOLT,SOUND_ATTACK_LIGHTNING_BOLT
38,Armageddon Fire Blast,1,16,99a,0d,1h,1f,16,U3,ICON_UNIT_ARMAGEDDON_FIRE_BLAST,SPRITE_ARMAGEDDON_FIRE_BLAST,SOUND_SELECT1_ARMAGEDDON_FIRE_BLAST,SOUND_MOVE_ARMAGEDDON_FIRE_BLAST,SOUND_ATTACK_ARMAGEDDON_FIRE_BLAST
39,Xanadu,0,0,0a,4d,2h,1f,99,no,ICON_UNIT_XANADU,SPRITE_XANADU,SOUND_SELECT1_XANADU,SOUND_MOVE_XANADU,SOUND_ATTACK_XANADU
40,Dragon City,0,0,0a,4d,2h,1f,99,no,ICON_UNIT_DRAGON_CITY,SPRITE_DRAGON_CITY,SOUND_SELECT1_DRAGON_CITY,SOUND_MOVE_DRAGON_CITY,SOUND_ATTACK_DRAGON_CITY
41,City of the Dead,0,0,0a,4d,2h,1f,99,no,ICON_UNIT_CITY_OF_THE_DEAD,SPRITE_CITY_OF_THE_DEAD,SOUND_SELECT1_CITY_OF_THE_DEAD,SOUND_MOVE_CITY_OF_THE_DEAD,SOUND_ATTACK_CITY_OF_THE_DEAD
42,Ogre,0,1,4a,2d,2h,1f,4,Plu,ICON_UNIT_OGRE,SPRITE_OGRE,SOUND_SELECT1_OGRE,SOUND_MOVE_OGRE,SOUND_ATTACK_OGRE
43,Roc,0,1,4a,2d,1h,1f,4,Plu,ICON_UNIT_ROC,SPRITE_ROC,SOUND_SELECT1_ROC,SOUND_MOVE_ROC,SOUND_ATTACK_ROC
44,Minotaur,0,2,4a,2d,1h,1f,4,Plu,ICON_UNIT_MINOTAUR,SPRITE_MINOTAUR,SOUND_SELECT1_MINOTAUR,SOUND_MOVE_MINOTAUR,SOUND_ATTACK_MINOTAUR
45,Swordsman,0,1,4a,2d,1h,1f,4,Plu,ICON_UNIT_SWORDSMAN,SPRITE_SWORDSMAN,SOUND_SELECT1_SWORDSMAN,SOUND_MOVE_SWORDSMAN,SOUND_ATTACK_SWORDSMAN
46,Zombie,0,1,2a,1d,2h,1f,2,ToG,ICON_UNIT_ZOMBIE,SPRITE_ZOMBIE,SOUND_SELECT1_ZOMBIE,SOUND_MOVE_ZOMBIE,SOUND_ATTACK_ZOMBIE
47,Mummy,0,1,1a,2d,1h,1f,3,Ast,ICON_UNIT_MUMMY,SPRITE_MUMMY,SOUND_SELECT1_MUMMY,SOUND_MOVE_MUMMY,SOUND_ATTACK_MUMMY
48,Vampire,0,1,4a,2d,1h,1f,4,Plu,ICON_UNIT_VAMPIRE,SPRITE_VAMPIRE,SOUND_SELECT1_VAMPIRE,SOUND_MOVE_VAMPIRE,SOUND_ATTACK_VAMPIRE
49,Druid,0,1,4a,2d,1h,2f,4,Plu,ICON_UNIT_DRUID,SPRITE_DRUID,SOUND_SELECT1_DRUID,SOUND_MOVE_DRUID,SOUND_ATTACK_DRUID
50,Troll,0,1,3a,3d,1h,2f,5,Stl,ICON_UNIT_TROLL,SPRITE_TROLL,SOUND_SELECT1_TROLL,SOUND_MOVE_TROLL,SOUND_ATTACK_TROLL
51,Mage,0,1,3a,3d,1h,2f,5,Stl,ICON_UNIT_MAGE,SPRITE_MAGE,SOUND_SELECT1_MAGE,SOUND_MOVE_MAGE,SOUND_ATTACK_MAGE
52,Lich,0,1,3a,3d,1h,2f,5,Stl,ICON_UNIT_LICH,SPRITE_LICH,SOUND_SELECT1_LICH,SOUND_MOVE_LICH,SOUND_ATTACK_LICH
53,Hydra,0,1,3a,3d,2h,1f,5,Stl,ICON_UNIT_HYDRA,SPRITE_HYDRA,SOUND_SELECT1_HYDRA,SOUND_MOVE_HYDRA,SOUND_ATTACK_HYDRA
54,Cavalry,0,2,3a,3d,1h,1f,5,Stl,ICON_UNIT_CAVALRY,SPRITE_CAVALRY,SOUND_SELECT1_CAVALRY,SOUND_MOVE_CAVALRY,SOUND_ATTACK_CAVALRY
55,Unicorn,0,2,3a,3d,1h,1f,5,Stl,ICON_UNIT_UNICORN,SPRITE_UNICORN,SOUND_SELECT1_UNICORN,SOUND_MOVE_UNICORN,SOUND_ATTACK_UNICORN
56,Bone Dragon,0,2,6a,3d,2h,2f,8,NF,ICON_UNIT_BONE_DRAGON,SPRITE_BONE_DRAGON,SOUND_SELECT1_BONE_DRAGON,SOUND_MOVE_BONE_DRAGON,SOUND_ATTACK_BONE_DRAGON
57,Black Dragon,0,2,6a,3d,3h,2f,10,NF,ICON_UNIT_BLACK_DRAGON,SPRITE_BLACK_DRAGON,SOUND_SELECT1_BLACK_DRAGON,SOUND_MOVE_BLACK_DRAGON,SOUND_ATTACK_BLACK_DRAGON
58,Crusader,0,2,6a,3d,2h,2f,7,NF,ICON_UNIT_CRUSADER,SPRITE_CRUSADER,SOUND_SELECT1_CRUSADER,SOUND_MOVE_CRUSADER,SOUND_ATTACK_CRUSADER
59,Phoenix,0,2,6a,3d,2h,2f,8,NF,ICON_UNIT_PHOENIX,SPRITE_PHOENIX,SOUND_SELECT1_PHOENIX,SOUND_MOVE_PHOENIX,SOUND_ATTACK_PHOENIX
60,Cyclops,0,2,6a,3d,2h,2f,7,NF,ICON_UNIT_CYCLOPS,SPRITE_CYCLOPS,SOUND_SELECT1_CYCLOPS,SOUND_MOVE_CYCLOPS,SOUND_ATTACK_CYCLOPS
61,Titan,0,2,6a,3d,3h,3f,10,NF,ICON_UNIT_TITAN,SPRITE_TITAN,SOUND_SELECT1_TITAN,SOUND_MOVE_TITAN,SOUND_ATTACK_TITAN
