cell_index,name,code,prereq1,prereq2,epoch,category,icon,gameplay_str,historical_str,prereq_str,vari_str,stattext_str
21,Leadership Lvl. 5,Dem,Gue,NP,2,2,ICON_ADVANCE_LEADERSHIP_LVL_5,ADVANCE_LEADERSHIP_LVL_5_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_5_HISTORICAL,ADVANCE_LEADERSHIP_LVL_5_PREREQ,ADVANCE_LEADERSHIP_LVL_5_STATISTICS,ADVANCE_LEADERSHIP_LVL_5_PREREQ
22,Economy Lvl. 4,Eco,Ban,Inv,2,1,ICON_ADVANCE_ECONOMY_LVL_4,ADVANCE_ECONOMY_LVL_4_GAMEPLAY,ADVANCE_ECONOMY_LVL_4_HISTORICAL,ADVANCE_ECONOMY_LVL_4_PREREQ,ADVANCE_ECONOMY_LVL_4_STATISTICS,ADVANCE_ECONOMY_LVL_4_PREREQ
23,zz Electricity,E1,no,no,2,4,ICON_ADVANCE_ZZ_ELECTRICITY,ADVANCE_ZZ_ELECTRICITY_GAMEPLAY,ADVANCE_ZZ_ELECTRICITY_HISTORICAL,ADVANCE_ZZ_ELECTRICITY_PREREQ,ADVANCE_ZZ_ELECTRICITY_STATISTICS,ADVANCE_ZZ_ELECTRICITY_PREREQ
24,WARLOCK,E2,no,no,0,4,ICON_ADVANCE_WARLOCK,ADVANCE_WARLOCK_GAMEPLAY,ADVANCE_WARLOCK_HISTORICAL,ADVANCE_WARLOCK_PREREQ,ADVANCE_WARLOCK_STATISTICS,ADVANCE_WARLOCK_PREREQ
25,SORCERER,Eng,nil,no,0,4,ICON_ADVANCE_SORCERER,ADVANCE_SORCERER_GAMEPLAY,ADVANCE_SORCERER_HISTORICAL,ADVANCE_SORCERER_PREREQ,ADVANCE_SORCERER_STATISTICS,ADVANCE_SORCERER_PREREQ
26,zz Environmentalism,Env,no,no,3,2,ICON_ADVANCE_ZZ_ENVIRONMENTALISM,ADVANCE_ZZ_ENVIRONMENTALISM_GAMEPLAY,ADVANCE_ZZ_ENVIRONMENTALISM_HISTORICAL,ADVANCE_ZZ_ENVIRONMENTALISM_PREREQ,ADVANCE_ZZ_ENVIRONMENTALISM_STATISTICS,ADVANCE_ZZ_ENVIRONMENTALISM_PREREQ
27,zz Espionage,Esp,no,no,3,0,ICON_ADVANCE_ZZ_ESPIONAGE,ADVANCE_ZZ_ESPIONAGE_GAMEPLAY,ADVANCE_ZZ_ESPIONAGE_HISTORICAL,ADVANCE_ZZ_ESPIONAGE_PREREQ,ADVANCE_ZZ_ESPIONAGE_STATISTICS,ADVANCE_ZZ_ESPIONAGE_PREREQ
28,zz Explosives,Exp,no,no,2,4,ICON_ADVANCE_ZZ_EXPLOSIVES,ADVANCE_ZZ_EXPLOSIVES_GAMEPLAY,ADVANCE_ZZ_EXPLOSIVES_HISTORICAL,ADVANCE_ZZ_EXPLOSIVES_PREREQ,ADVANCE_ZZ_EXPLOSIVES_STATISTICS,ADVANCE_ZZ_EXPLOSIVES_PREREQ
29,zz Feudalism,Feu,no,no,0,0,ICON_ADVANCE_ZZ_FEUDALISM,ADVANCE_ZZ_FEUDALISM_GAMEPLAY,ADVANCE_ZZ_FEUDALISM_HISTORICAL,ADVANCE_ZZ_FEUDALISM_PREREQ,ADVANCE_ZZ_FEUDALISM_STATISTICS,ADVANCE_ZZ_FEUDALISM_PREREQ
30,zz Flight,Fli,no,no,2,4,ICON_ADVANCE_ZZ_FLIGHT,ADVANCE_ZZ_FLIGHT_GAMEPLAY,ADVANCE_ZZ_FLIGHT_HISTORICAL,ADVANCE_ZZ_FLIGHT_PREREQ,ADVANCE_ZZ_FLIGHT_STATISTICS,ADVANCE_ZZ_FLIGHT_PREREQ
31,Leadership Lvl. 7,Fun,Rfg,Cmn,2,2,ICON_ADVANCE_LEADERSHIP_LVL_7,ADVANCE_LEADERSHIP_LVL_7_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_7_HISTORICAL,ADVANCE_LEADERSHIP_LVL_7_PREREQ,ADVANCE_LEADERSHIP_LVL_7_STATISTICS,ADVANCE_LEADERSHIP_LVL_7_PREREQ
32,zz Fusion Power,FP,no,no,3,3,ICON_ADVANCE_ZZ_FUSION_POWER,ADVANCE_ZZ_FUSION_POWER_GAMEPLAY,ADVANCE_ZZ_FUSION_POWER_HISTORICAL,ADVANCE_ZZ_FUSION_POWER_PREREQ,ADVANCE_ZZ_FUSION_POWER_STATISTICS,ADVANCE_ZZ_FUSION_POWER_PREREQ
33,WIZARD,Gen,nil,no,0,4,ICON_ADVANCE_WIZARD,ADVANCE_WIZARD_GAMEPLAY,ADVANCE_WIZARD_HISTORICAL,ADVANCE_WIZARD_PREREQ,ADVANCE_WIZARD_STATISTICS,ADVANCE_WIZARD_PREREQ
34,Leadership Lvl. 4,Gue,Rep,Nav,0,2,ICON_ADVANCE_LEADERSHIP_LVL_4,ADVANCE_LEADERSHIP_LVL_4_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_4_HISTORICAL,ADVANCE_LEADERSHIP_LVL_4_PREREQ,ADVANCE_LEADERSHIP_LVL_4_STATISTICS,ADVANCE_LEADERSHIP_LVL_4_PREREQ
35,zz Gunpowder,Gun,no,no,1,0,ICON_ADVANCE_ZZ_GUNPOWDER,ADVANCE_ZZ_GUNPOWDER_GAMEPLAY,ADVANCE_ZZ_GUNPOWDER_HISTORICAL,ADVANCE_ZZ_GUNPOWDER_PREREQ,ADVANCE_ZZ_GUNPOWDER_STATISTICS,ADVANCE_ZZ_GUNPOWDER_PREREQ
36,Military Lvl. 2,Hor,War,Cur,0,0,ICON_ADVANCE_MILITARY_LVL_2,ADVANCE_MILITARY_LVL_2_GAMEPLAY,ADVANCE_MILITARY_LVL_2_HISTORICAL,ADVANCE_MILITARY_LVL_2_PREREQ,ADVANCE_MILITARY_LVL_2_STATISTICS,ADVANCE_MILITARY_LVL_2_PREREQ
37,NECROMANCER,Ind,no,no,0,4,ICON_ADVANCE_NECROMANCER,ADVANCE_NECROMANCER_GAMEPLAY,ADVANCE_NECROMANCER_HISTORICAL,ADVANCE_NECROMANCER_PREREQ,ADVANCE_NECROMANCER_STATISTICS,ADVANCE_NECROMANCER_PREREQ
38,Knowledge Lvl. 3,Inv,Wri,Mon,1,1,ICON_ADVANCE_KNOWLEDGE_LVL_3,ADVANCE_KNOWLEDGE_LVL_3_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_3_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_3_PREREQ,ADVANCE_KNOWLEDGE_LVL_3_STATISTICS,ADVANCE_KNOWLEDGE_LVL_3_PREREQ
39,zz Iron Working,Iro,no,no,0,4,ICON_ADVANCE_ZZ_IRON_WORKING,ADVANCE_ZZ_IRON_WORKING_GAMEPLAY,ADVANCE_ZZ_IRON_WORKING_HISTORICAL,ADVANCE_ZZ_IRON_WORKING_PREREQ,ADVANCE_ZZ_IRON_WORKING_STATISTICS,ADVANCE_ZZ_IRON_WORKING_PREREQ
40,Happiness Lvl. 7,Lab,Med,MP,2,3,ICON_ADVANCE_HAPPINESS_LVL_7,ADVANCE_HAPPINESS_LVL_7_GAMEPLAY,ADVANCE_HAPPINESS_LVL_7_HISTORICAL,ADVANCE_HAPPINESS_LVL_7_PREREQ,ADVANCE_HAPPINESS_LVL_7_STATISTICS,ADVANCE_HAPPINESS_LVL_7_PREREQ
41,BARBARIAN,Las,nil,no,0,4,ICON_ADVANCE_BARBARIAN,ADVANCE_BARBARIAN_GAMEPLAY,ADVANCE_BARBARIAN_HISTORICAL,ADVANCE_BARBARIAN_PREREQ,ADVANCE_BARBARIAN_STATISTICS,ADVANCE_BARBARIAN_PREREQ
42,zz Leadership,Ldr,no,no,1,0,ICON_ADVANCE_ZZ_LEADERSHIP,ADVANCE_ZZ_LEADERSHIP_GAMEPLAY,ADVANCE_ZZ_LEADERSHIP_HISTORICAL,ADVANCE_ZZ_LEADERSHIP_PREREQ,ADVANCE_ZZ_LEADERSHIP_STATISTICS,ADVANCE_ZZ_LEADERSHIP_PREREQ
43,Knowledge Lvl. 4,Lit,Inv,Rep,1,1,ICON_ADVANCE_KNOWLEDGE_LVL_4,ADVANCE_KNOWLEDGE_LVL_4_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_4_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_4_PREREQ,ADVANCE_KNOWLEDGE_LVL_4_STATISTICS,ADVANCE_KNOWLEDGE_LVL_4_PREREQ
44,Buildings Lvl. 7,Too,MP,Amp,3,4,ICON_ADVANCE_BUILDINGS_LVL_7,ADVANCE_BUILDINGS_LVL_7_GAMEPLAY,ADVANCE_BUILDINGS_LVL_7_HISTORICAL,ADVANCE_BUILDINGS_LVL_7_PREREQ,ADVANCE_BUILDINGS_LVL_7_STATISTICS,ADVANCE_BUILDINGS_LVL_7_PREREQ
45,zz Magnetism,Mag,no,no,1,3,ICON_ADVANCE_ZZ_MAGNETISM,ADVANCE_ZZ_MAGNETISM_GAMEPLAY,ADVANCE_ZZ_MAGNETISM_HISTORICAL,ADVANCE_ZZ_MAGNETISM_PREREQ,ADVANCE_ZZ_MAGNETISM_STATISTICS,ADVANCE_ZZ_MAGNETISM_PREREQ
46,Seafaring Lvl. 2,Map,Sea,Cer,1,2,ICON_ADVANCE_SEAFARING_LVL_2,ADVANCE_SEAFARING_LVL_2_GAMEPLAY,ADVANCE_SEAFARING_LVL_2_HISTORICAL,ADVANCE_SEAFARING_LVL_2_PREREQ,ADVANCE_SEAFARING_LVL_2_STATISTICS,ADVANCE_SEAFARING_LVL_2_PREREQ
47,Happiness Lvl. 5,Mas,U2,San,2,3,ICON_ADVANCE_HAPPINESS_LVL_5,ADVANCE_HAPPINESS_LVL_5_GAMEPLAY,ADVANCE_HAPPINESS_LVL_5_HISTORICAL,ADVANCE_HAPPINESS_LVL_5_PREREQ,ADVANCE_HAPPINESS_LVL_5_STATISTICS,ADVANCE_HAPPINESS_LVL_5_PREREQ
48,Buildings Lvl. 6,MP,Min,Stl,3,4,ICON_ADVANCE_BUILDINGS_LVL_6,ADVANCE_BUILDINGS_LVL_6_GAMEPLAY,ADVANCE_BUILDINGS_LVL_6_HISTORICAL,ADVANCE_BUILDINGS_LVL_6_PREREQ,ADVANCE_BUILDINGS_LVL_6_STATISTICS,ADVANCE_BUILDINGS_LVL_6_PREREQ
49,zz Mathematics,Mat,no,no,0,3,ICON_ADVANCE_ZZ_MATHEMATICS,ADVANCE_ZZ_MATHEMATICS_GAMEPLAY,ADVANCE_ZZ_MATHEMATICS_HISTORICAL,ADVANCE_ZZ_MATHEMATICS_PREREQ,ADVANCE_ZZ_MATHEMATICS_STATISTICS,ADVANCE_ZZ_MATHEMATICS_PREREQ
50,Happiness Lvl. 6,Med,Mas,Min,2,3,ICON_ADVANCE_HAPPINESS_LVL_6,ADVANCE_HAPPINESS_LVL_6_GAMEPLAY,ADVANCE_HAPPINESS_LVL_6_HISTORICAL,ADVANCE_HAPPINESS_LVL_6_PREREQ,ADVANCE_HAPPINESS_LVL_6_STATISTICS,ADVANCE_HAPPINESS_LVL_6_PREREQ
51,Military Lvl. 6,Met,no,no,3,0,ICON_ADVANCE_MILITARY_LVL_6,ADVANCE_MILITARY_LVL_6_GAMEPLAY,ADVANCE_MILITARY_LVL_6_HISTORICAL,ADVANCE_MILITARY_LVL_6_PREREQ,ADVANCE_MILITARY_LVL_6_STATISTICS,ADVANCE_MILITARY_LVL_6_PREREQ
52,Buildings Lvl. 5,Min,San,Ato,2,4,ICON_ADVANCE_BUILDINGS_LVL_5,ADVANCE_BUILDINGS_LVL_5_GAMEPLAY,ADVANCE_BUILDINGS_LVL_5_HISTORICAL,ADVANCE_BUILDINGS_LVL_5_PREREQ,ADVANCE_BUILDINGS_LVL_5_STATISTICS,ADVANCE_BUILDINGS_LVL_5_PREREQ
53,zz Mobile Warfare,Mob,no,no,3,0,ICON_ADVANCE_ZZ_MOBILE_WARFARE,ADVANCE_ZZ_MOBILE_WARFARE_GAMEPLAY,ADVANCE_ZZ_MOBILE_WARFARE_HISTORICAL,ADVANCE_ZZ_MOBILE_WARFARE_PREREQ,ADVANCE_ZZ_MOBILE_WARFARE_STATISTICS,ADVANCE_ZZ_MOBILE_WARFARE_PREREQ
54,Leadership Lvl. 2,Mon,Sea,CoL,0,2,ICON_ADVANCE_LEADERSHIP_LVL_2,ADVANCE_LEADERSHIP_LVL_2_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_2_HISTORICAL,ADVANCE_LEADERSHIP_LVL_2_PREREQ,ADVANCE_LEADERSHIP_LVL_2_STATISTICS,ADVANCE_LEADERSHIP_LVL_2_PREREQ
55,zz Monotheism,MT,no,no,1,2,ICON_ADVANCE_ZZ_MONOTHEISM,ADVANCE_ZZ_MONOTHEISM_GAMEPLAY,ADVANCE_ZZ_MONOTHEISM_HISTORICAL,ADVANCE_ZZ_MONOTHEISM_PREREQ,ADVANCE_ZZ_MONOTHEISM_STATISTICS,ADVANCE_ZZ_MONOTHEISM_PREREQ
56,Happiness Lvl. 2,Mys,Cer,Aut,0,3,ICON_ADVANCE_HAPPINESS_LVL_2,ADVANCE_HAPPINESS_LVL_2_GAMEPLAY,ADVANCE_HAPPINESS_LVL_2_HISTORICAL,ADVANCE_HAPPINESS_LVL_2_PREREQ,ADVANCE_HAPPINESS_LVL_2_STATISTICS,ADVANCE_HAPPINESS_LVL_2_PREREQ
57,Seafaring Lvl. 3,Nav,Map,Mys,1,2,ICON_ADVANCE_SEAFARING_LVL_3,ADVANCE_SEAFARING_LVL_3_GAMEPLAY,ADVANCE_SEAFARING_LVL_3_HISTORICAL,ADVANCE_SEAFARING_LVL_3_PREREQ,ADVANCE_SEAFARING_LVL_3_STATISTICS,ADVANCE_SEAFARING_LVL_3_PREREQ
58,Creatures Lvl. 7,NF,Amp,U3,3,3,ICON_ADVANCE_CREATURES_LVL_7,ADVANCE_CREATURES_LVL_7_GAMEPLAY,ADVANCE_CREATURES_LVL_7_HISTORICAL,ADVANCE_CREATURES_LVL_7_PREREQ,ADVANCE_CREATURES_LVL_7_STATISTICS,ADVANCE_CREATURES_LVL_7_PREREQ
59,Seafaring Lvl. 4,NP,The,Nav,1,2,ICON_ADVANCE_SEAFARING_LVL_4,ADVANCE_SEAFARING_LVL_4_GAMEPLAY,ADVANCE_SEAFARING_LVL_4_HISTORICAL,ADVANCE_SEAFARING_LVL_4_PREREQ,ADVANCE_SEAFARING_LVL_4_STATISTICS,ADVANCE_SEAFARING_LVL_4_PREREQ
60,Xanadu,Phi,Lab,Too,3,1,ICON_ADVANCE_XANADU,ADVANCE_XANADU_GAMEPLAY,ADVANCE_XANADU_HISTORICAL,ADVANCE_XANADU_PREREQ,ADVANCE_XANADU_STATISTICS,ADVANCE_XANADU_PREREQ
61,Knowledge Lvl. 6,Phy,Uni,Dem,3,1,ICON_ADVANCE_KNOWLEDGE_LVL_6,ADVANCE_KNOWLEDGE_LVL_6_GAMEPLAY,ADVANCE_KNOWLEDGE_LVL_6_HISTORICAL,ADVANCE_KNOWLEDGE_LVL_6_PREREQ,ADVANCE_KNOWLEDGE_LVL_6_STATISTICS,ADVANCE_KNOWLEDGE_LVL_6_PREREQ
62,zz Plastics,Pla,no,no,3,4,ICON_ADVANCE_ZZ_PLASTICS,ADVANCE_ZZ_PLASTICS_GAMEPLAY,ADVANCE_ZZ_PLASTICS_HISTORICAL,ADVANCE_ZZ_PLASTICS_PREREQ,ADVANCE_ZZ_PLASTICS_STATISTICS,ADVANCE_ZZ_PLASTICS_PREREQ
63,Creatures Lvl. 3,Plu,Ast,Hor,1,3,ICON_ADVANCE_CREATURES_LVL_3,ADVANCE_CREATURES_LVL_3_GAMEPLAY,ADVANCE_CREATURES_LVL_3_HISTORICAL,ADVANCE_CREATURES_LVL_3_PREREQ,ADVANCE_CREATURES_LVL_3_STATISTICS,ADVANCE_CREATURES_LVL_3_PREREQ
64,zz Polytheism,PT,no,no,0,2,ICON_ADVANCE_ZZ_POLYTHEISM,ADVANCE_ZZ_POLYTHEISM_GAMEPLAY,ADVANCE_ZZ_POLYTHEISM_HISTORICAL,ADVANCE_ZZ_POLYTHEISM_PREREQ,ADVANCE_ZZ_POLYTHEISM_STATISTICS,ADVANCE_ZZ_POLYTHEISM_PREREQ
65,Economy Lvl. 5,Pot,Lit,Eco,2,1,ICON_ADVANCE_ECONOMY_LVL_5,ADVANCE_ECONOMY_LVL_5_GAMEPLAY,ADVANCE_ECONOMY_LVL_5_HISTORICAL,ADVANCE_ECONOMY_LVL_5_PREREQ,ADVANCE_ECONOMY_LVL_5_STATISTICS,ADVANCE_ECONOMY_LVL_5_PREREQ
66,Military Lvl. 4,Rad,Whe,Ban,1,4,ICON_ADVANCE_MILITARY_LVL_4,ADVANCE_MILITARY_LVL_4_GAMEPLAY,ADVANCE_MILITARY_LVL_4_HISTORICAL,ADVANCE_MILITARY_LVL_4_PREREQ,ADVANCE_MILITARY_LVL_4_STATISTICS,ADVANCE_MILITARY_LVL_4_PREREQ
67,zz Railroad,RR,no,no,2,1,ICON_ADVANCE_ZZ_RAILROAD,ADVANCE_ZZ_RAILROAD_GAMEPLAY,ADVANCE_ZZ_RAILROAD_HISTORICAL,ADVANCE_ZZ_RAILROAD_PREREQ,ADVANCE_ZZ_RAILROAD_STATISTICS,ADVANCE_ZZ_RAILROAD_PREREQ
68,Seafaring Lvl. 7,Rec,Rfg,Med,3,2,ICON_ADVANCE_SEAFARING_LVL_7,ADVANCE_SEAFARING_LVL_7_GAMEPLAY,ADVANCE_SEAFARING_LVL_7_HISTORICAL,ADVANCE_SEAFARING_LVL_7_PREREQ,ADVANCE_SEAFARING_LVL_7_STATISTICS,ADVANCE_SEAFARING_LVL_7_PREREQ
69,Seafaring Lvl. 5,Ref,NP,U2,3,2,ICON_ADVANCE_SEAFARING_LVL_5,ADVANCE_SEAFARING_LVL_5_GAMEPLAY,ADVANCE_SEAFARING_LVL_5_HISTORICAL,ADVANCE_SEAFARING_LVL_5_PREREQ,ADVANCE_SEAFARING_LVL_5_STATISTICS,ADVANCE_SEAFARING_LVL_5_PREREQ
70,Seafaring Lvl. 6,Rfg,Ref,Mas,3,2,ICON_ADVANCE_SEAFARING_LVL_6,ADVANCE_SEAFARING_LVL_6_GAMEPLAY,ADVANCE_SEAFARING_LVL_6_HISTORICAL,ADVANCE_SEAFARING_LVL_6_PREREQ,ADVANCE_SEAFARING_LVL_6_STATISTICS,ADVANCE_SEAFARING_LVL_6_PREREQ
71,Leadership Lvl. 3,Rep,Mon,Map,0,2,ICON_ADVANCE_LEADERSHIP_LVL_3,ADVANCE_LEADERSHIP_LVL_3_GAMEPLAY,ADVANCE_LEADERSHIP_LVL_3_HISTORICAL,ADVANCE_LEADERSHIP_LVL_3_PREREQ,ADVANCE_LEADERSHIP_LVL_3_STATISTICS,ADVANCE_LEADERSHIP_LVL_3_PREREQ
72,Economy Lvl. 6,Rob,Pot,Uni,2,1,ICON_ADVANCE_ECONOMY_LVL_6,ADVANCE_ECONOMY_LVL_6_GAMEPLAY,ADVANCE_ECONOMY_LVL_6_HISTORICAL,ADVANCE_ECONOMY_LVL_6_PREREQ,ADVANCE_ECONOMY_LVL_6_STATISTICS,ADVANCE_ECONOMY_LVL_6_PREREQ
73,Military Lvl. 7,Roc,U3,Rob,3,0,ICON_ADVANCE_MILITARY_LVL_7,ADVANCE_MILITARY_LVL_7_GAMEPLAY,ADVANCE_MILITARY_LVL_7_HISTORICAL,ADVANCE_MILITARY_LVL_7_PREREQ,ADVANCE_MILITARY_LVL_7_STATISTICS,ADVANCE_MILITARY_LVL_7_PREREQ
